CPU_Core_1_Usage_%,CPU_Core_2_Usage_%,CPU_Core_3_Usage_%,CPU_Core_4_Usage_%,CPU_Core_5_Usage_%,CPU_Core_6_Usage_%,CPU_Core_7_Usage_%,CPU_Core_8_Usage_%,CPU_Core_1_Freq_MHz,CPU_Core_2_Freq_MHz,CPU_Core_3_Freq_MHz,CPU_Core_4_Freq_MHz,CPU_Core_5_Freq_MHz,CPU_Core_6_Freq_MHz,CPU_Core_7_Freq_MHz,CPU_Core_8_Freq_MHz,GPU_Usage_%,GPU_Freq_MHz,GPU_mW,CPU_mW,SOC_mW,CV_mW,VDDRQ_mW,SYS5V_mW,Total_Power_mW,,,
64,46,83,61,0,0,0,0,1803,1804,1804,1803,0,0,0,0,0,905,1710,2332,2021,0,777,3009,9849,,,
72,85,71,61,0,0,0,0,1804,1804,1804,1803,0,0,0,0,45,905,1710,2332,2021,0,777,3009,9849,,,
61,64,69,63,0,0,0,0,1804,1803,1804,1804,0,0,0,0,16,905,1710,2332,2021,0,777,3009,9849,,,
69,58,66,66,0,0,0,0,1803,1804,1802,1804,0,0,0,0,11,905,1710,2332,2021,0,777,3009,9849,,,
75,75,45,83,0,0,0,0,1804,1805,1803,1804,0,0,0,0,47,905,1710,2332,2021,0,777,3009,9849,,,
66,69,75,50,0,0,0,0,1804,1804,1805,1803,0,0,0,0,31,905,1710,2332,2021,0,777,3009,9849,,,
54,75,61,78,0,0,0,0,1802,1803,1803,1803,0,0,0,0,44,905,1710,2332,2021,0,777,3009,9849,,,
66,69,66,75,0,0,0,0,1800,1804,1799,1803,0,0,0,0,47,905,1710,2332,2021,0,777,3009,9849,,,
71,58,66,83,0,0,0,0,1803,1803,1804,1804,0,0,0,0,33,905,1710,2488,2021,0,777,3009,10005,,,
78,53,75,66,0,0,0,0,1804,1802,1806,1804,0,0,0,0,46,905,1710,2488,2020,0,777,3009,10004,,,
81,61,66,53,0,0,0,0,1804,1804,1804,1804,0,0,0,0,42,905,1710,2332,2021,0,777,3009,9849,,,
78,63,53,53,0,0,0,0,1804,1804,1804,1802,0,0,0,0,47,905,1710,2332,2021,0,777,3009,9849,,,
66,57,69,80,0,0,0,0,1808,1804,1805,1805,0,0,0,0,2,905,1710,2332,2021,0,777,3009,9849,,,
58,63,58,76,0,0,0,0,1803,1803,1804,1804,0,0,0,0,9,905,1710,2332,2021,0,777,3009,9849,,,
76,76,61,58,0,0,0,0,1804,1804,1804,1804,0,0,0,0,1,905,1866,2332,2021,0,777,3009,10005,,,
61,61,76,71,0,0,0,0,1804,1798,1804,1804,0,0,0,0,45,905,1866,2332,2021,0,777,3009,10005,,,
76,61,69,69,0,0,0,0,1804,1804,1804,1804,0,0,0,0,32,905,1866,2332,2020,0,777,3009,10004,,,
45,75,72,66,0,0,0,0,1804,1804,1804,1804,0,0,0,0,47,905,1710,2331,2020,0,777,3009,9847,,,
69,66,66,66,0,0,0,0,1804,1804,1804,1804,0,0,0,0,3,905,1710,2331,2020,0,777,3049,9887,,,
50,66,61,85,0,0,0,0,1802,1801,1804,1805,0,0,0,0,14,905,1710,2331,2020,0,777,3049,9887,,,
80,66,64,53,0,0,0,0,1804,1804,1804,1804,0,0,0,0,2,905,1865,2331,2020,0,777,3009,10002,,,
72,66,58,61,0,0,0,0,1801,1804,1804,1804,0,0,0,0,0,905,1865,2331,2020,0,777,3009,10002,,,
58,75,63,69,0,0,0,0,1804,1804,1804,1804,0,0,0,0,12,905,1865,2331,2020,0,777,3009,10002,,,
61,66,75,61,0,0,0,0,1804,1803,1804,1804,0,0,0,0,0,905,1865,2331,2020,0,777,3009,10002,,,
81,76,66,54,0,0,0,0,1802,1804,1804,1805,0,0,0,0,25,905,1865,2331,2020,0,777,3009,10002,,,
76,69,61,69,0,0,0,0,1803,1804,1804,1804,0,0,0,0,41,905,1865,2331,2020,0,777,3009,10002,,,
69,60,69,69,0,0,0,0,1803,1804,1805,1804,0,0,0,0,47,905,1866,2331,2020,0,777,3009,10003,,,
76,69,80,50,0,0,0,0,1804,1804,1803,1804,0,0,0,0,0,905,1866,2332,2020,0,777,3009,10004,,,
60,66,53,63,0,0,0,0,1805,1804,1800,1804,0,0,0,0,33,905,1866,2332,2020,0,777,3009,10004,,,
76,61,70,58,0,0,0,0,1804,1804,1803,1804,0,0,0,0,39,905,1866,2332,2020,0,777,3009,10004,,,
64,61,84,84,0,0,0,0,1804,1804,1803,1804,0,0,0,0,30,905,1710,2331,2020,0,777,3009,9847,,,
63,75,53,61,0,0,0,0,1804,1801,1804,1802,0,0,0,0,1,905,1865,2331,2020,0,777,3009,10002,,,
69,76,69,63,0,0,0,0,1804,1806,1804,1804,0,0,0,0,23,905,1865,2331,2020,0,777,3009,10002,,,
63,66,81,66,0,0,0,0,1804,1804,1804,1804,0,0,0,0,7,905,1865,2331,2020,0,777,3009,10002,,,
69,61,64,76,0,0,0,0,1804,1807,1806,1804,0,0,0,0,44,905,1710,2331,2020,0,777,3009,9847,,,
58,78,63,66,0,0,0,0,1804,1804,1804,1802,0,0,0,0,4,905,1710,2331,2020,0,777,3049,9887,,,
78,69,84,72,0,0,0,0,1804,1804,1804,1804,0,0,0,0,5,905,1710,2487,2020,0,777,3009,10003,,,
84,69,71,83,0,0,0,0,1804,1804,1803,1804,0,0,0,0,21,905,1710,2487,2020,0,777,3009,10003,,,
81,81,83,92,0,0,0,0,1804,1804,1804,1803,0,0,0,0,47,905,1710,2642,2020,0,777,3009,10158,,,
69,76,84,76,0,0,0,0,1804,1804,1803,1805,0,0,0,0,0,905,1710,2642,2020,0,777,3009,10158,,,
66,71,83,91,0,0,0,0,1804,1804,1803,1804,0,0,0,0,0,905,1399,2799,2021,0,622,2969,9810,,,
90,66,90,92,0,0,0,0,1804,1804,1807,1804,0,0,0,0,0,905,1244,2799,1866,0,622,2929,9460,,,
81,81,75,72,0,0,0,0,1804,1804,1804,1804,0,0,0,0,0,905,1089,2800,1866,0,622,2929,9306,,,
91,81,76,69,0,0,0,0,1804,1808,1805,1802,0,0,0,0,0,905,933,2800,1867,0,622,2929,9151,,,
83,83,66,90,0,0,0,0,1804,1803,1803,1803,0,0,0,0,0,905,933,2800,1867,0,466,2889,8955,,,
83,83,58,81,0,0,0,0,1804,1804,1803,1803,0,0,0,0,0,905,777,2800,1867,0,466,2889,8799,,,
90,84,58,66,0,0,0,0,1803,1804,1804,1804,0,0,0,0,0,905,777,2800,1867,0,466,2889,8799,,,
83,90,90,54,0,0,0,0,1803,1804,1801,1804,0,0,0,0,0,905,777,2800,1867,0,466,2889,8799,,,
88,91,83,53,0,0,0,0,1804,1799,1804,1802,0,0,0,0,0,905,777,2800,1867,0,466,2889,8799,,,
83,80,92,61,0,0,0,0,1804,1804,1804,1804,0,0,0,0,0,905,622,2800,1867,0,466,2889,8644,,,
83,76,90,66,0,0,0,0,1804,1804,1804,1804,0,0,0,0,0,905,622,2800,1867,0,466,2889,8644,,,
80,83,83,61,0,0,0,0,1802,1803,1804,1804,0,0,0,0,0,905,622,2800,1867,0,466,2889,8644,,,
91,84,61,75,0,0,0,0,1803,1805,1802,1803,0,0,0,0,0,905,622,2800,1867,0,466,2889,8644,,,
84,83,58,92,0,0,0,0,1803,1803,1804,1804,0,0,0,0,0,905,622,2800,1867,0,466,2889,8644,,,
72,91,76,83,0,0,0,0,1804,1803,1802,1802,0,0,0,0,0,905,622,2800,1867,0,466,2889,8644,,,
69,83,92,90,0,0,0,0,1804,1804,1804,1801,0,0,0,0,0,905,622,2800,1867,0,466,2889,8644,,,
75,92,78,85,0,0,0,0,1801,1802,1802,1804,0,0,0,0,0,905,622,2800,1867,0,466,2889,8644,,,
69,84,90,90,0,0,0,0,1803,1803,1801,1804,0,0,0,0,0,905,622,2800,1867,0,466,2889,8644,,,
83,63,76,76,0,0,0,0,1804,1801,1804,1804,0,0,0,0,0,905,622,2800,1867,0,466,2889,8644,,,
83,83,66,90,0,0,0,0,1800,1804,1804,1804,0,0,0,0,0,905,622,2800,1867,0,466,2889,8644,,,
61,83,81,75,0,0,0,0,1804,1805,1803,1802,0,0,0,0,0,905,622,2800,1867,0,466,2889,8644,,,
60,92,92,90,0,0,0,0,1804,1804,1801,1804,0,0,0,0,0,905,622,2800,1867,0,466,2889,8644,,,
73,81,83,84,0,0,0,0,1802,1804,1802,1803,0,0,0,0,0,905,622,2800,1867,0,466,2889,8644,,,
63,75,84,90,0,0,0,0,1804,1804,1804,1803,0,0,0,0,0,905,622,2800,1867,0,466,2889,8644,,,
90,75,75,81,0,0,0,0,1803,1803,1804,1802,0,0,0,0,0,905,622,2800,1867,0,466,2889,8644,,,
72,83,81,91,0,0,0,0,1803,1805,1803,1799,0,0,0,0,0,905,622,2800,1867,0,466,2889,8644,,,
71,91,84,91,0,0,0,0,1804,1804,1804,1804,0,0,0,0,0,905,622,2800,1867,0,466,2889,8644,,,
78,90,90,83,0,0,0,0,1803,1804,1804,1803,0,0,0,0,0,905,622,2800,1867,0,466,2889,8644,,,
72,83,81,91,0,0,0,0,1804,1803,1804,1804,0,0,0,0,0,905,622,2800,1867,0,466,2889,8644,,,
71,90,81,90,0,0,0,0,1804,1804,1803,1802,0,0,0,0,0,905,622,2800,1867,0,466,2889,8644,,,
81,78,84,85,0,0,0,0,1802,1804,1808,1804,0,0,0,0,0,905,622,2800,1867,0,466,2889,8644,,,
84,75,85,75,0,0,0,0,1804,1803,1802,1803,0,0,0,0,0,905,622,2800,1867,0,466,2889,8644,,,
