CPU_Core_1_Usage_%,CPU_Core_2_Usage_%,CPU_Core_3_Usage_%,CPU_Core_4_Usage_%,CPU_Core_5_Usage_%,CPU_Core_6_Usage_%,CPU_Core_7_Usage_%,CPU_Core_8_Usage_%,CPU_Core_1_Freq_MHz,CPU_Core_2_Freq_MHz,CPU_Core_3_Freq_MHz,CPU_Core_4_Freq_MHz,CPU_Core_5_Freq_MHz,CPU_Core_6_Freq_MHz,CPU_Core_7_Freq_MHz,CPU_Core_8_Freq_MHz,GPU_Usage_%,GPU_Freq_MHz,GPU_mW,CPU_mW,SOC_mW,VDDRQ_mW,SYS5V_mW,Total_Power_mW,CV_mW
41,30,45,18,100,21,57,41,2264,2265,2265,2264,2259,2266,2262,2263,34,1377,5414,5568,3403,1082,3760,19227,0.0
81,28,41,50,100,16,9,53,2264,2265,2264,2264,2265,2264,2265,2265,40,1377,5414,5721,3403,1082,3720,19340,0.0
81,9,18,53,100,25,8,50,2263,2264,2264,2265,2264,2265,2265,2262,46,1377,5568,5721,3401,1082,3760,19532,0.0
75,33,33,46,100,25,8,63,2265,2265,2264,2265,2264,2260,2263,2265,36,1377,5721,5721,3401,1082,3760,19685,0.0
53,25,27,75,100,25,35,61,2264,2265,2264,2264,2265,2263,2265,2271,35,1377,5875,5875,3401,1082,3760,19993,0.0
16,76,50,36,100,16,0,58,2264,2264,2265,2262,2263,2265,2263,2265,35,1377,6030,5875,3401,1082,3760,20148,0.0
18,8,30,46,100,15,15,16,2263,2261,2264,2264,2262,2265,2265,2264,0,1377,5106,5416,3249,928,3680,18379,0.0
0,0,18,54,100,9,16,9,2259,2268,2266,2264,2265,2267,2266,2263,0,1377,4334,5108,3251,928,3640,17261,0.0
8,8,30,54,100,14,30,16,2261,2264,2263,2264,2261,2264,2263,2262,33,1377,3872,4956,3098,774,3600,16300,0.0
0,8,10,61,100,0,30,16,2264,2265,2263,2262,2269,2268,2263,2258,0,1377,3563,4648,3098,774,3600,15683,0.0
9,7,42,38,100,8,25,23,2264,2264,2264,2268,2265,2263,2265,2265,1,1377,3100,4495,3100,620,3560,14875,0.0
23,8,45,25,100,7,9,0,2263,2264,2264,2264,2261,2265,2263,2265,0,1377,2791,4342,2946,620,3560,14259,0.0
25,25,36,70,100,0,50,9,2265,2264,2258,2265,2264,2263,2267,2262,35,1377,2636,4652,2946,620,3560,14414,
66,8,28,0,100,14,16,23,2264,2264,2265,2265,2265,2264,2258,2262,34,1377,2636,4497,2946,620,3520,14219,
53,0,23,0,100,9,18,16,2263,2264,2259,2261,2264,2261,2262,2263,0,1377,2482,4342,2947,620,3520,13911,0.0
60,23,81,7,30,0,16,9,2262,2267,2264,2264,2265,2264,2264,2263,0,1377,2327,4188,2947,465,3520,13447,
58,27,100,8,0,16,25,28,2265,2262,2264,2264,2264,2264,2265,2265,34,1377,2327,4188,2947,465,3520,13447,0.0
63,16,100,0,0,0,23,25,2263,2262,2260,2262,2264,2264,2265,2264,0,1377,2327,4188,2947,465,3520,13447,0.0
42,58,100,8,0,0,15,16,2265,2264,2264,2264,2263,2264,2264,2261,0,1377,2327,4188,2947,465,3520,13447,0.0
41,45,100,14,8,8,8,15,2265,2264,2263,2262,2263,2258,2264,2265,0,1377,2171,4033,2792,465,3480,12941,0.0
36,50,100,0,21,0,25,10,2264,2265,2265,2264,2265,2265,2264,2265,1,1377,2171,4188,2792,465,3520,13136,0.0
23,66,100,7,0,8,23,21,2264,2265,2265,2265,2265,2264,2263,2263,27,1377,2171,4033,2947,465,3520,13136,0.0
9,61,100,9,8,0,30,18,2267,2266,2263,2262,2264,2261,2266,2265,9,1377,2327,4188,2947,465,3520,13447,0.0
23,45,100,0,0,8,23,28,2264,2264,2264,2264,2265,2265,2265,2263,0,1377,2171,4033,2792,465,3520,12981,0.0
25,46,100,8,21,0,16,0,2264,2264,2265,2265,2264,2261,2264,2264,0,1377,2171,4033,2792,465,3520,12981,0.0
33,58,100,0,9,28,25,8,2262,2264,2265,2264,2265,2262,2264,2264,34,1377,2171,4033,2792,465,3520,12981,0.0
18,66,100,8,0,16,18,0,2264,2262,2265,2264,2264,2258,2264,2264,32,1377,2171,4033,2792,465,3520,12981,0.0
23,42,100,0,7,16,15,8,2263,2264,2264,2266,2267,2269,2264,2261,0,1377,2017,4035,2792,465,3480,12789,0.0
41,54,100,0,25,16,25,0,2264,2265,2264,2267,2266,2263,2262,2263,16,1377,2171,4033,2792,465,3520,12981,0.0
23,57,100,8,33,9,23,33,2262,2264,2264,2264,2263,2261,2265,2264,0,1377,2171,4188,2947,465,3520,13291,0.0
16,50,100,8,21,15,18,16,2264,2265,2264,2265,2264,2264,2265,2268,0,1377,2016,4188,2792,465,3520,12981,
16,66,100,15,0,16,30,0,2263,2263,2267,2264,2264,2265,2260,2264,34,1377,2171,4188,2792,465,3520,13136,
16,54,100,8,15,9,9,9,2264,2264,2263,2264,2264,2263,2263,2262,0,1377,2171,4188,2947,465,3520,13291,0.0
30,50,100,8,15,8,8,23,2268,2264,2264,2262,2265,2265,2264,2264,0,1377,2017,4035,2793,465,3480,12790,0.0
27,53,100,0,16,7,0,9,2263,2264,2264,2264,2258,2265,2264,2262,0,1377,2017,4035,2793,465,3520,12830,0.0
23,72,100,8,16,15,7,18,2264,2265,2264,2265,2264,2265,2262,2269,34,1377,2171,4033,2793,465,3520,12982,0.0
25,58,100,8,23,25,8,8,2263,2264,2263,2264,2263,2264,2264,2264,0,1377,2171,4033,2947,465,3520,13136,0.0
0,46,100,0,36,15,16,8,2263,2264,2265,2261,2265,2264,2262,2267,0,1377,2017,4035,2793,465,3520,12830,0.0
23,45,100,15,30,0,16,21,2267,2264,2265,2264,2264,2264,2262,2265,0,1377,2172,4033,2793,465,3520,12983,
0,58,100,0,25,15,25,9,2263,2264,2265,2264,2264,2262,2264,2264,12,1377,2171,4033,2948,465,3520,13137,0.0
0,50,100,7,27,7,18,0,2265,2264,2264,2265,2264,2265,2264,2265,0,1377,2172,4033,2948,465,3520,13138,0.0
14,53,100,9,15,16,9,8,2265,2265,2265,2267,2260,2263,2264,2264,0,1377,2017,3880,2793,465,3520,12675,0.0
0,53,100,7,16,8,38,0,2264,2264,2264,2264,2258,2264,2264,2266,0,1377,2172,3880,2793,465,3520,12830,0.0
15,63,100,0,16,8,23,8,2263,2264,2265,2265,2265,2264,2259,2265,32,1377,2172,3880,2793,465,3520,12830,0.0
0,50,100,30,16,8,15,8,2263,2265,2264,2264,2265,2270,2264,2264,0,1377,2172,3878,2948,465,3520,12983,0.0
53,9,100,8,15,25,8,15,2261,2265,2264,2264,2265,2266,2260,2266,0,1377,2327,4033,2947,465,3520,13292,0.0
54,25,100,0,16,18,18,15,2265,2265,2265,2264,2265,2264,2264,2265,34,1377,2327,4188,2947,465,3520,13447,0.0
33,23,100,16,30,41,16,23,2264,2265,2264,2265,2265,2262,2263,2267,34,1377,2327,4343,2947,620,3560,13797,0.0
38,45,100,23,61,15,25,10,2264,2265,2264,2264,2264,2264,2263,2263,33,1377,2327,4652,2946,620,3560,14105,0.0
45,50,100,33,50,38,46,53,2264,2267,2264,2259,2263,2261,2257,2260,24,1377,2481,5115,2946,620,3560,14722,0.0
46,27,100,0,50,15,45,45,2264,2264,2264,2265,2265,2264,2264,2264,39,1377,2635,5115,2945,620,3560,14875,0.0
38,23,100,8,54,7,8,21,2264,2264,2264,2264,2266,2261,2264,2264,34,1377,2481,4962,2946,620,3560,14569,0.0
9,18,100,15,53,0,25,10,2264,2264,2266,2264,2264,2263,2264,2264,0,1377,2481,4807,2946,620,3560,14414,0.0
61,58,100,36,66,38,41,36,2265,2266,2264,2264,2265,2264,2265,2264,38,1377,2480,5270,2945,620,3560,14875,0.0
41,33,100,58,69,23,33,53,2265,2264,2264,2265,2262,2264,2265,2264,8,1377,2635,5423,3098,619,3600,15375,0.0
16,8,100,18,23,9,50,25,2265,2263,2264,2264,2265,2264,2262,2265,1,1377,2635,5270,2945,620,3560,15030,0.0
8,16,100,14,8,23,61,27,2263,2264,2264,2264,2264,2265,2266,2264,0,1377,2635,4960,2945,620,3560,14720,0.0
0,7,100,9,14,16,53,23,2264,2260,2263,2264,2264,2264,2263,2258,11,1377,2636,4960,2945,620,3560,14721,0.0
50,46,100,42,22,41,38,54,2264,2265,2265,2265,2264,2262,2265,2265,8,1377,2635,5270,2945,620,3560,15030,0.0
50,50,100,27,64,63,27,61,2265,2264,2264,2264,2264,2266,2265,2265,21,1377,2634,5732,3098,774,3600,15838,
33,25,100,16,33,15,27,66,2263,2266,2264,2264,2264,2264,2260,2273,25,1377,2634,5577,3098,619,3600,15528,0.0
27,53,100,8,33,30,58,27,2264,2264,2265,2270,2261,2264,2261,2266,18,1377,2479,5577,3098,619,3560,15333,0.0
69,46,100,33,45,46,53,36,2264,2270,2265,2264,2265,2265,2265,2264,26,1377,2479,5887,3098,774,3600,15838,0.0
66,83,100,58,75,75,83,92,2264,2265,2265,2264,2265,2263,2262,2264,50,1377,2786,6502,3096,774,3640,16798,0.0
84,61,100,50,64,54,100,81,2265,2264,2265,2265,2262,2264,2265,2264,25,1377,2786,6963,3249,928,3680,17606,0.0
63,63,100,53,54,69,53,60,2269,2263,2265,2264,2264,2265,2264,2264,43,1377,2940,7118,3249,928,3640,17875,0.0
27,46,92,46,27,54,46,38,2264,2266,2264,2264,2264,2265,2265,2265,0,1377,2786,6811,3251,774,3640,17262,
45,45,63,90,42,41,50,38,2264,2269,2266,2264,2263,2264,2263,2264,7,1377,2631,6657,3096,774,3640,16798,0.0
23,20,38,50,66,38,63,18,2264,2264,2265,2264,2264,2263,2263,2264,0,1377,2787,6350,3097,774,3600,16608,0.0
46,23,30,50,72,18,58,23,2263,2265,2267,2264,2264,2264,2262,2264,8,1377,2632,6195,3097,774,3600,16298,0.0
53,56,92,57,100,42,50,71,2262,2265,2263,2265,2268,2265,2264,2264,14,1377,2942,6502,3096,774,3640,16954,0.0
63,45,41,100,83,50,46,72,2264,2264,2266,2263,2266,2267,2265,2264,48,1377,2941,6811,3251,774,3640,17417,0.0
58,16,16,61,25,25,8,0,2263,2263,2268,2264,2264,2264,2260,2261,3,1377,2787,6040,3097,774,3600,16298,0.0
78,46,38,9,50,9,30,69,2265,2267,2265,2264,2266,2263,2264,2265,0,1377,2788,5887,3098,774,3600,16147,0.0
25,38,100,75,69,61,30,41,2263,2264,2264,2265,2265,2264,2264,2265,7,1377,2787,6040,3097,774,3600,16298,0.0
45,83,41,91,41,64,41,41,2263,2266,2265,2263,2263,2264,2262,2264,19,1377,2787,6195,3097,774,3600,16453,0.0
25,92,30,30,46,60,100,41,2265,2264,2265,2265,2264,2267,2266,2260,8,1377,2942,6350,3097,774,3640,16803,0.0
36,45,41,75,38,58,100,25,2264,2264,2262,2265,2264,2265,2265,2264,30,1377,2787,6350,3097,774,3640,16648,0.0
50,38,75,38,83,53,41,41,2265,2265,2263,2267,2265,2265,2265,2265,33,1377,2942,6502,3097,774,3640,16955,0.0
18,50,100,16,30,38,38,46,2265,2266,2263,2264,2264,2265,2264,2258,0,1377,2942,6195,3097,774,3640,16648,0.0
64,33,100,25,46,53,40,54,2265,2265,2264,2264,2263,2263,2265,2262,36,1377,2942,6350,3097,774,3640,16803,0.0
16,27,100,16,9,54,40,23,2264,2265,2264,2264,2264,2263,2265,2266,0,1377,2788,5887,3098,774,3600,16147,0.0
33,100,100,53,38,58,54,50,2265,2265,2264,2261,2265,2265,2263,2265,38,1377,2942,6350,3097,774,3640,16803,0.0
64,91,92,25,58,69,61,53,2261,2265,2265,2259,2265,2264,2264,2264,19,1377,2941,6657,3251,774,3640,17263,0.0
46,25,100,25,27,69,33,41,2262,2263,2265,2266,2265,2264,2265,2260,0,1377,3097,6347,3252,774,3640,17110,0.0
25,23,100,9,15,53,83,20,2265,2264,2264,2264,2263,2265,2264,2265,35,1377,2942,6195,3097,774,3600,16608,0.0
27,18,100,41,25,27,57,28,2265,2265,2262,2264,2262,2268,2263,2265,8,1377,2787,6040,3097,774,3600,16298,0.0
30,16,100,7,25,16,58,42,2264,2264,2264,2271,2264,2264,2265,2265,7,1377,2943,5730,3098,774,3600,16145,
25,25,100,8,35,25,50,35,2265,2265,2264,2264,2265,2268,2262,2263,0,1377,2788,5577,3098,774,3600,15837,
81,50,69,69,41,46,50,100,2265,2264,2265,2265,2265,2265,2264,2264,14,1377,2788,6040,3098,774,3600,16300,0.0
57,50,100,69,50,63,63,36,2265,2264,2265,2264,2264,2264,2265,2262,0,1377,2942,6350,3097,774,3600,16763,0.0
71,68,100,64,76,81,86,80,2265,2259,2263,2264,2265,2264,2265,2263,0,1377,2632,6966,3096,774,3600,17068,
92,76,100,91,69,76,90,91,2265,2265,2265,2264,2264,2264,2267,2265,9,1377,2786,7582,3249,773,3640,18030,
46,42,100,30,9,18,41,25,2264,2263,2264,2264,2261,2265,2264,2264,32,1377,2786,6966,3096,774,3640,17262,0.0
30,41,100,0,16,9,18,27,2264,2264,2265,2264,2263,2268,2264,2264,0,1377,2632,6350,3097,774,3600,16453,0.0
30,61,100,25,0,25,21,18,2265,2265,2265,2265,2264,2265,2266,2263,0,1377,2788,6040,3098,774,3600,16300,0.0
23,54,100,25,9,28,33,35,2264,2268,2265,2265,2264,2269,2262,2264,0,1377,2635,5577,3098,774,3600,15684,0.0
16,64,100,18,50,0,16,30,2261,2264,2267,2264,2264,2263,2265,2263,8,1377,2790,5577,3098,619,3560,15644,0.0
41,45,100,8,9,16,16,18,2264,2263,2262,2265,2265,2257,2264,2265,18,1377,2635,5270,2945,620,3560,15030,0.0
27,16,100,0,8,0,54,23,2264,2264,2265,2264,2264,2264,2265,2264,0,1377,2480,4960,2945,620,3560,14565,0.0
9,38,100,15,16,7,50,9,2264,2263,2263,2264,2263,2264,2261,2264,28,1377,2635,4805,2945,620,3560,14565,0.0
7,18,100,0,15,0,45,16,2264,2263,2258,2264,2264,2264,2266,2263,34,1377,2636,4650,2946,620,3520,14372,0.0
38,30,100,23,8,33,46,23,2264,2264,2261,2265,2264,2264,2264,2265,11,1377,2481,4652,2946,620,3520,14219,0.0
58,61,100,21,30,25,66,36,2265,2265,2265,2265,2264,2264,2264,2265,0,1377,2635,4960,2945,619,3560,14719,0.0
18,10,100,53,8,25,58,38,2265,2264,2265,2264,2264,2265,2265,2264,16,1377,2635,5113,2945,619,3560,14872,0.0
42,38,92,30,36,30,38,76,2264,2263,2265,2265,2265,2264,2263,2264,20,1377,2635,5268,3098,619,3560,15180,0.0
16,23,100,0,0,15,25,50,2264,2264,2263,2263,2265,2260,2264,2263,5,1377,2635,5115,2945,620,3560,14875,0.0
16,18,100,14,30,23,30,41,2265,2264,2264,2264,2264,2264,2265,2265,24,1377,2635,4960,2945,620,3560,14720,0.0
10,25,100,0,16,36,33,38,2264,2264,2264,2264,2261,2265,2264,2262,0,1377,2481,4805,2946,620,3560,14412,
38,36,100,8,45,41,38,27,2264,2265,2264,2264,2265,2265,2265,2265,0,1377,2635,4960,2945,620,3560,14720,0.0
50,63,100,36,45,33,54,45,2264,2265,2264,2264,2263,2264,2264,2263,54,1377,2635,5425,3100,619,3560,15339,0.0
45,23,100,30,23,50,46,50,2264,2264,2260,2264,2265,2263,2264,2266,3,1377,2635,5425,3100,619,3600,15379,
15,8,100,0,63,8,9,25,2264,2264,2265,2265,2262,2264,2264,2265,8,1377,2790,5115,3100,620,3560,15185,0.0
9,8,100,7,50,8,25,18,2264,2264,2262,2265,2266,2264,2265,2258,28,1377,2635,4960,2945,620,3560,14720,
58,23,100,33,58,8,16,41,2264,2265,2263,2265,2264,2264,2264,2263,0,1377,2635,4960,2945,620,3560,14720,
33,66,100,16,41,45,42,16,2264,2265,2264,2264,2263,2265,2264,2263,33,1377,2635,5270,3100,620,3560,15185,0.0
23,15,100,18,16,46,0,21,2268,2264,2264,2262,2266,2263,2264,2266,16,1377,2636,4960,2945,620,3560,14721,0.0
0,0,100,18,15,54,35,8,2265,2262,2264,2264,2264,2265,2264,2273,1,1377,2481,4652,2946,620,3560,14259,0.0
25,33,100,23,45,50,25,16,2264,2264,2265,2265,2264,2265,2265,2265,12,1377,2636,4805,2945,620,3560,14566,0.0
41,25,100,45,41,9,41,25,2267,2264,2265,2265,2265,2265,2263,2261,34,1377,2635,4960,2945,620,3560,14720,0.0
38,38,100,25,41,18,50,36,2265,2264,2265,2265,2265,2264,2265,2264,0,1377,2635,5115,3100,620,3560,15030,0.0
27,38,100,15,25,30,53,18,2264,2261,2263,2262,2263,2269,2265,2264,33,1377,2635,5115,3100,620,3560,15030,0.0
50,27,100,25,27,41,50,28,2260,2265,2264,2263,2263,2265,2264,2264,15,1377,2635,5270,3100,620,3600,15225,0.0
38,42,100,30,15,16,61,21,2264,2264,2265,2264,2263,2264,2265,2265,0,1377,2635,5115,3100,620,3600,15070,0.0
33,38,100,30,25,41,50,9,2265,2265,2265,2264,2265,2265,2265,2265,34,1377,2635,5115,3100,620,3560,15030,0.0
63,53,100,66,23,61,69,60,2265,2264,2264,2265,2264,2264,2262,2265,27,1377,2635,5577,3098,619,3600,15529,0.0
42,50,100,100,42,53,61,76,2265,2264,2265,2265,2264,2265,2265,2262,4,1377,2634,6040,3098,774,3640,16186,0.0
30,23,100,61,33,46,54,36,2263,2263,2262,2261,2265,2264,2265,2262,40,1377,2787,6195,3097,774,3640,16493,0.0
33,36,100,0,25,30,25,63,2265,2264,2264,2265,2263,2264,2264,2267,1,1377,2634,5887,3098,774,3600,15993,0.0
33,35,100,33,38,91,53,54,2262,2265,2264,2265,2265,2265,2265,2265,23,1377,2787,6040,3097,774,3640,16338,0.0
23,18,58,53,45,9,9,23,2265,2265,2264,2262,2265,2266,2265,2264,24,1377,2634,5732,3098,774,3600,15838,0.0
54,27,20,58,100,0,50,58,2264,2265,2264,2256,2265,2263,2268,2265,1,1377,2634,5732,3098,774,3640,15878,
25,30,50,64,100,23,20,40,2264,2264,2264,2264,2263,2265,2261,2264,6,1377,2788,5887,3098,774,3640,16187,0.0
16,16,57,33,100,16,7,21,2265,2264,2264,2269,2262,2264,2264,2265,0,1377,2634,5577,3098,774,3600,15683,
8,23,63,25,100,8,0,0,2265,2264,2264,2264,2264,2257,2264,2264,0,1377,2790,5270,3100,620,3600,15380,0.0
16,30,46,25,100,0,25,16,2263,2265,2265,2264,2264,2264,2262,2264,34,1377,2635,5115,2945,620,3560,14875,0.0
33,38,61,38,100,15,18,41,2264,2265,2262,2264,2265,2265,2265,2265,0,1377,2790,5115,3100,620,3560,15185,0.0
25,16,54,15,100,8,21,16,2264,2265,2265,2263,2262,2264,2262,2264,32,1377,2635,4960,2945,620,3560,14720,0.0
33,38,45,25,100,28,18,81,2263,2263,2264,2265,2263,2261,2263,2262,61,1377,2635,5270,2945,620,3560,15030,0.0
30,25,50,30,100,27,30,58,2266,2264,2264,2264,2263,2261,2265,2263,0,1377,2790,5268,3098,774,3600,15530,0.0
33,33,58,33,61,23,16,66,2264,2265,2264,2264,2263,2264,2269,2264,0,1377,2790,5268,3098,619,3560,15335,0.0
35,25,100,16,33,45,41,36,2263,2265,2263,2264,2264,2264,2265,2264,30,1377,2635,5268,3098,619,3560,15180,0.0
18,20,100,30,61,41,18,36,2264,2264,2263,2264,2263,2268,2265,2264,0,1377,2635,5423,3098,619,3560,15335,0.0
27,25,100,25,58,20,25,15,2265,2264,2263,2264,2266,2266,2261,2273,0,1377,2480,5270,2945,620,3560,14875,0.0
30,25,100,25,69,16,27,18,2263,2264,2265,2265,2264,2264,2264,2264,0,1377,2480,5268,3098,619,3560,15025,0.0
25,25,100,15,58,0,33,33,2265,2264,2265,2265,2261,2264,2264,2268,24,1377,2635,5268,2945,619,3560,15027,0.0
16,16,100,25,0,53,0,16,2268,2260,2264,2265,2263,2264,2264,2264,11,1377,2480,4960,2945,620,3520,14525,0.0
8,33,100,30,63,16,9,28,2264,2264,2263,2264,2262,2266,2265,2266,0,1377,2635,4960,2945,620,3520,14680,0.0
35,27,100,23,41,45,50,9,2265,2264,2263,2258,2266,2264,2264,2263,34,1377,2480,5115,2945,620,3520,14680,0.0
41,33,100,18,38,33,21,23,2264,2264,2260,2264,2264,2264,2264,2266,35,1377,2480,5115,2945,620,3560,14720,0.0
33,16,100,9,54,35,0,9,2265,2264,2265,2262,2264,2266,2262,2264,0,1377,2635,4960,2945,620,3560,14720,0.0
23,27,100,0,58,8,7,8,2264,2265,2265,2264,2264,2264,2265,2264,34,1377,2636,4805,2946,620,3560,14567,0.0
36,50,100,23,53,0,8,7,2263,2259,2267,2271,2266,2263,2265,2264,1,1377,2481,4652,2946,620,3520,14219,0.0
41,25,100,33,63,20,36,38,2265,2264,2264,2267,2270,2265,2263,2265,0,1377,2790,4960,2945,620,3560,14875,0.0
8,8,100,8,8,53,25,33,2264,2264,2265,2264,2264,2265,2263,2263,9,1377,2636,4805,2945,620,3560,14566,
0,0,100,16,0,54,14,30,2266,2263,2264,2265,2265,2262,2264,2266,11,1377,2791,4497,2946,620,3560,14414,0.0
15,8,100,23,16,66,0,30,2262,2266,2265,2263,2264,2264,2259,2261,15,1377,2791,4497,2946,620,3560,14414,0.0
8,7,100,30,58,15,0,33,2264,2258,2262,2264,2264,2265,2264,2263,0,1377,2791,4497,2946,620,3560,14414,0.0
8,8,100,18,53,7,0,18,2265,2265,2266,2266,2265,2264,2265,2262,0,1377,2791,4342,2946,620,3560,14259,
8,15,100,25,46,25,16,18,2264,2261,2261,2264,2265,2264,2265,2264,34,1377,2791,4342,2946,620,3520,14219,0.0
8,41,100,63,15,18,46,15,2265,2266,2261,2265,2263,2265,2265,2265,0,1377,2791,4497,2946,620,3560,14414,0.0
54,27,100,40,27,38,33,30,2264,2263,2263,2265,2267,2264,2264,2265,0,1377,2636,4805,2945,620,3560,14566,0.0
25,15,100,10,54,25,33,30,2265,2264,2265,2261,2265,2260,2264,2265,34,1377,2790,4805,3100,620,3560,14875,0.0
15,15,100,0,69,15,33,16,2265,2263,2264,2255,2265,2271,2264,2265,0,1377,2790,4650,2946,620,3560,14566,0.0
27,0,100,0,41,0,16,9,2264,2263,2265,2265,2262,2265,2265,2263,34,1377,2791,4497,2946,620,3560,14414,0.0
16,41,100,15,50,15,54,33,2265,2265,2265,2263,2266,2262,2267,2264,0,1377,2636,4652,2946,620,3560,14414,0.0
18,18,100,0,45,33,8,25,2265,2264,2264,2265,2264,2264,2264,2265,34,1377,2791,4652,2946,620,3560,14569,
30,23,100,15,8,58,21,42,2265,2262,2260,2263,2264,2261,2264,2267,0,1377,2791,4652,2946,620,3560,14569,0.0
18,9,100,16,8,54,25,25,2264,2264,2270,2264,2265,2264,2262,2264,34,1377,2636,4652,2946,620,3560,14414,0.0
16,15,100,30,41,54,33,33,2264,2265,2265,2265,2264,2264,2258,2259,1,1377,2636,4807,2946,620,3560,14569,0.0
28,8,100,8,15,30,58,18,2265,2265,2265,2265,2265,2267,2265,2264,0,1377,2791,4805,2945,620,3560,14721,0.0
10,25,100,0,0,33,50,16,2265,2260,2268,2265,2264,2264,2265,2264,34,1377,2636,4652,2946,620,3560,14414,0.0
30,27,100,23,28,27,63,9,2263,2265,2266,2263,2265,2265,2264,2264,0,1377,2791,4805,2946,620,3560,14722,0.0
0,23,100,27,9,41,57,33,2265,2265,2263,2264,2263,2264,2265,2264,36,1377,2635,4960,2945,620,3560,14720,0.0
33,30,100,0,15,0,63,15,2264,2264,2262,2265,2264,2264,2264,2263,0,1377,2636,4807,2946,620,3560,14569,0.0
41,33,100,16,10,83,53,8,2263,2266,2265,2264,2265,2264,2260,2260,32,1377,2635,4960,3100,620,3560,14875,0.0
66,50,100,76,18,100,45,50,2264,2265,2265,2265,2265,2264,2266,2263,8,1377,2788,5732,3098,774,3600,15992,0.0
40,64,100,58,38,100,36,36,2264,2262,2265,2265,2265,2265,2264,2264,56,1377,2787,6040,3097,774,3640,16338,0.0
27,36,100,46,25,23,46,30,2264,2265,2267,2255,2265,2263,2265,2264,0,1377,2942,5885,3097,774,3640,16338,0.0
38,54,100,0,45,18,27,33,2264,2264,2267,2265,2265,2267,2262,2263,34,1377,3097,5730,3097,774,3640,16338,0.0
33,61,100,0,38,8,8,8,2263,2264,2264,2265,2265,2263,2263,2265,34,1377,3098,5423,3098,774,3600,15993,0.0
61,0,92,0,9,25,8,16,2265,2265,2265,2263,2262,2265,2264,2265,34,1377,3098,5268,3098,774,3600,15838,0.0
66,0,100,0,38,25,58,27,2265,2264,2264,2264,2265,2263,2264,2262,15,1377,3253,5423,3098,774,3600,16148,0.0
69,15,100,15,41,9,8,18,2263,2267,2265,2265,2264,2263,2264,2265,35,1377,3098,5113,3098,774,3600,15683,
36,41,100,0,18,25,46,38,2265,2265,2264,2262,2264,2264,2265,2265,0,1377,3253,5113,3098,774,3600,15838,0.0
69,25,100,0,23,25,38,14,2264,2259,2265,2263,2264,2265,2264,2263,12,1377,3407,5111,3097,774,3640,16029,0.0
66,18,100,8,45,42,50,25,2263,2266,2263,2260,2259,2264,2264,2265,1,1377,3407,5265,3097,774,3640,16183,0.0
54,15,100,8,7,8,40,18,2263,2264,2264,2262,2263,2265,2264,2263,11,1377,3408,4958,3097,774,3640,15877,0.0
69,30,100,42,46,27,50,33,2264,2264,2264,2265,2264,2264,2265,2262,32,1377,3562,5265,3097,774,3640,16338,0.0
