CPU_Core_1_Usage_%,CPU_Core_2_Usage_%,CPU_Core_3_Usage_%,CPU_Core_4_Usage_%,CPU_Core_5_Usage_%,CPU_Core_6_Usage_%,CPU_Core_7_Usage_%,CPU_Core_8_Usage_%,CPU_Core_1_Freq_MHz,CPU_Core_2_Freq_MHz,CPU_Core_3_Freq_MHz,CPU_Core_4_Freq_MHz,CPU_Core_5_Freq_MHz,CPU_Core_6_Freq_MHz,CPU_Core_7_Freq_MHz,CPU_Core_8_Freq_MHz,GPU_Usage_%,GPU_Freq_MHz,GPU_mW,CPU_mW,SOC_mW,CV_mW,VDDRQ_mW,SYS5V_mW,Total_Power_mW,,
8,15,36,36,50,33,23,75,2257,2256,2257,2257,2255,2257,2254,2257,0,1377,3411,4807,3101,0,930,3330,15579,,
18,8,53,25,45,46,16,75,2258,2260,2258,2258,2258,2258,2258,2257,34,1377,3411,4807,3101,0,930,3370,15619,,
23,15,54,16,30,50,25,81,2258,2257,2257,2255,2257,2258,2257,2257,0,1377,3566,4807,3101,0,930,3370,15774,,
18,9,53,16,38,50,0,76,2256,2257,2258,2257,2250,2258,2257,2254,34,1377,3411,4807,3101,0,930,3370,15619,,
16,14,50,9,41,54,23,75,2261,2257,2259,2258,2258,2257,2257,2256,1,1377,3566,4807,3101,0,930,3370,15774,,
16,8,53,30,27,61,61,33,2258,2248,2257,2257,2257,2257,2255,2254,20,1377,3566,4807,3101,0,930,3370,15774,,
0,16,33,50,16,54,81,9,2256,2257,2257,2258,2261,2254,2258,2257,0,1377,3566,4807,3101,0,930,3370,15774,,
9,25,16,50,25,50,75,16,2256,2252,2257,2256,2256,2257,2257,2255,32,1377,3566,4807,3101,0,930,3370,15774,,
25,16,36,36,30,64,53,36,2257,2257,2259,2258,2259,2251,2258,2259,33,1377,3411,4807,3101,0,930,3370,15619,,
0,9,50,9,36,54,33,58,2258,2257,2260,2252,2250,2257,2257,2255,0,1377,3566,4807,3101,0,930,3370,15774,,
15,16,46,25,33,58,78,23,2254,2256,2257,2256,2261,2259,2258,2257,34,1377,3411,4807,3101,0,930,3370,15619,,
0,16,41,23,33,58,66,27,2257,2257,2258,2258,2258,2258,2257,2257,0,1377,3566,4807,3101,0,930,3370,15774,,
25,46,54,9,9,50,20,10,2256,2258,2257,2257,2254,2258,2257,2257,0,1377,3566,4652,3101,0,930,3370,15619,,
50,10,0,25,25,45,69,30,2256,2257,2258,2257,2257,2258,2256,2256,0,1377,3411,4652,3101,0,930,3330,15424,,
16,16,64,61,50,33,46,30,2258,2258,2258,2259,2254,2259,2255,2260,33,1377,3411,4652,3102,0,930,3330,15425,,
