Frame,Captura,Procesamiento,Tracking,Escritura,Cantidad Objetos,Tiempo Total(ms),Tiempo por Objeto tracking(ms),FPS,Preprocess,Inference,Postprocess,
1786,"0,006486","0,0317","0,002316","0,004861",0,"45,363571",0,0,"4,194736","23,973227","1,929998",
1787,"0,005323","0,031886","0,005361","0,006076",0,"48,647258",0,0,"3,925323","24,443865","1,950264",
1788,"0,006782","0,032628","0,004031","0,00523",0,"48,670457",0,0,"5,427837","23,536921","2,158403",
1789,"0,005246","0,030472","0,002444","0,006647",0,"44,809089",0,0,"2,460957","24,745464","1,819372",
1790,"0,005277","0,031334","0,002582","0,00524",0,"44,432757",0,0,"3,861904","23,877144","1,851559",
1791,"0,005278","0,030052","0,002749","0,007027",0,"45,105738",0,0,"2,24328","24,041176","2,042294",
1792,"0,006763","0,030537","0,002242","0,00595",0,"45,492311",0,0,"3,231049","23,713112","1,811266",
1793,"0,005564","0,030694","0,001894","0,005049",0,"43,201105",0,0,"3,410339","24,000645","1,831293",
1794,"0,005483","0,030082","0,002145","0,005125",0,"42,835331",0,0,"2,144575","24,584532","1,875401",
1795,"0,005283","0,030462","0,002621","0,005894",0,"44,259856",0,0,"3,369093","23,73004","1,832724",
1796,"0,005934","0,032941","0,007064","0,005306",0,"51,243725",0,0,"4,911184","24,590969","1,824856",
1797,"0,005295","0,035554","0,00489","0,005055",0,"50,794494",0,0,"6,906509","23,893118","2,728462",
1798,"0,005406","0,031755","0,002438","0,005203",0,"44,802465",0,0,"3,633499","24,670362","1,848459",
1799,"0,006361","0,03192","0,002616","0,005058",0,"45,956485",0,0,"4,207373","24,157047","1,92523",
1800,"0,005269","0,031811","0,002447","0,005",0,"44,52732",0,0,"4,123449","23,967505","2,094984",
1801,"0,005282","0,031503","0,002243","0,004842",0,"43,87053",0,0,"3,53241","24,690628","1,845837",
1802,"0,005405","0,030535","0,002469","0,005009",0,"43,417077",0,0,"3,427744","23,554802","2,057791",
1803,"0,005559","0,031946","0,002264","0,008593",0,"48,361808",0,0,"3,499746","24,696112","2,278566",
1804,"0,005258","0,030931","0,002466","0,006781",0,"45,437109",0,0,"3,608704","23,978949","1,929283",
1805,"0,007258","0,032446","0,002446","0,006255",0,"48,406386",0,0,"4,722357","23,634195","2,42734",
1806,"0,005351","0,030743","0,002613","0,006485",0,"45,192494",0,0,"3,707886","23,624659","1,934767",
1807,"0,006535","0,031547","0,005218","0,004893",0,"48,192364",0,0,"3,792286","23,655653","2,594709",
1808,"0,005909","0,029556","0,004809","0,004858",0,"45,131595",0,0,"2,210855","24,024487","1,842499",
1809,"0,006264","0,030604","0,002264","0,005423",0,"44,554842",0,0,"2,705097","24,503708","1,926184",
1810,"0,00564","0,030708","0,002359","0,004815",0,"43,522842",0,0,"3,429651","23,862123","1,870871",
1811,"0,005301","0,032327","0,00283","0,004841",0,"45,299442",0,0,"3,510475","24,745703","2,523661",
1812,"0,005406","0,033266","0,002308","0,004955",0,"45,934854",0,0,"3,338575","23,82803","4,156113",
1813,"0,005259","0,03242","0,002517","0,005101",0,"45,297391",0,0,"3,593922","23,549318","3,793716",
1814,"0,00532","0,031545","0,002283","0,004852",0,"44,000904",0,0,"4,086971","24,000406","2,058029",
1815,"0,005272","0,030619","0,002231","0,006884",0,"45,006054",0,0,"3,461361","23,235083","2,440929",
1816,"0,005328","0,032417","0,006449","0,0068",0,"50,994145",0,0,"4,673958","22,974014","2,265453",
1817,"0,005315","0,034534","0,003597","0,005048",0,"48,493204",0,0,"5,454779","24,393797","1,884222",
1818,"0,005259","0,033494","0,004192","0,005231",0,"48,176074",0,0,"5,000591","25,152683","1,859426",
1819,"0,005884","0,032495","0,002292","0,005172",0,"45,842944",0,0,"4,050732","24,383545","1,959801",
1820,"0,00572","0,031379","0,004002","0,004939",0,"46,040071",0,0,"3,741264","24,046659","2,105474",
1821,"0,005324","0,032739","0,003138","0,006291",0,"47,492277",0,0,"5,23591","23,766041","2,041817",
1822,"0,005387","0,030799","0,004228","0,004986",0,"45,400882",0,0,"3,245354","22,954702","2,067804",
1823,"0,005273","0,034302","0,00563","0,004985",0,"50,18913",0,0,"4,410505","23,104191","1,917839",
1824,"0,00539","0,03481","0,003471","0,009395",0,"53,065699",0,0,"4,718542","23,476124","3,448725",
1825,"0,005253","0,034335","0,001958","0,005179",0,"46,725083",0,0,"5,498648","25,173187","1,851797",
1826,"0,005335","0,031767","0,003151","0,005134",0,"45,387761",0,0,"2,220869","23,448944","2,059221",
1827,"0,005816","0,032526","0,002824","0,007724",0,"48,889566",0,0,"4,290581","24,187326","1,957417",
1828,"0,005359","0,032806","0,002346","0,006716",0,"47,228013",0,0,"4,383087","23,96822","2,213001",
1829,"0,005414","0,031268","0,00226","0,005676",0,"44,617785",0,0,"3,880739","23,669481","2,023935",
1830,"0,005414","0,031119","0,002404","0,005337",0,"44,27355",0,0,"3,595829","23,252487","2,170086",
1831,"0,005917","0,031453","0,002364","0,005984",0,"45,717565",0,0,"4,356384","23,350239","2,076149",
1832,"0,005382","0,032758","0,003851","0,006059",0,"48,049382",0,0,"4,511356","24,739742","1,917362",
1833,"0,005559","0,031914","0,002531","0,005494",0,"45,497718",0,0,"3,656149","24,185181","2,179146",
1834,"0,005499","0,030798","0,002404","0,005522",0,"44,222831",0,0,"3,629446","23,76008","1,900196",
1835,"0,006627","0,032303","0,002192","0,005251",0,"46,372368",0,0,"4,751682","23,927212","1,960993",
1836,"0,00584","0,032437","0,002336","0,005482",0,"46,094569",0,0,"3,652573","23,757219","1,78647",
1837,"0,005419","0,031347","0,002619","0,005311",0,"44,695998",0,0,"3,895998","23,973942","1,883507",
1838,"0,00681","0,031046","0,00225","0,005816",0,"45,922659",0,0,"3,772974","23,880959","1,865864",
1839,"0,006607","0,031008","0,002455","0,00759",0,"47,660313",0,0,"4,049778","23,503304","2,01416",
1840,"0,00531","0,031413","0,002315","0,006535",0,"45,573303",0,0,"4,200697","23,813009","1,801729",
1841,"0,005428","0,031697","0,002348","0,005393",0,"44,865507",0,0,"4,760027","23,468256","1,922607",
1842,"0,005337","0,031285","0,004139","0,005729",0,"46,489332",0,0,"4,187822","23,517132","1,922369",
1843,"0,005313","0,033233","0,002903","0,00578",0,"47,228555",0,0,"4,908085","24,167776","2,296686",
1844,"0,005612","0,033051","0,002302","0,005628",0,"46,592888",0,0,"4,510403","24,150848","2,342463",
1845,"0,006147","0,035982","0,004929","0,006164",0,"53,222855",0,0,"3,840923","24,338007","5,115986",
1846,"0,005455","0,034825","0,005055","0,005848",1,"51,182822","5,055326",0,"4,291773","23,68784","3,478289",
1847,"0,005696","0,033379","0,006251","0,005406",0,"50,732825",0,0,"2,19202","24,698496","3,961086",
1848,"0,005335","0,03216","0,008511","0,00555",2,"51,55602","4,255702",0,"2,289057","24,038315","3,505945",
1849,"0,005307","0,034863","0,009074","0,006074",2,"55,317672","4,537038",0,"3,180981","23,887873","3,701925",
1850,"0,005341","0,035267","0,007989","0,006637",4,"55,233446","1,997327",0,"3,746271","24,614334","3,720999",
1851,"0,00534","0,033234","0,007092","0,007449",4,"53,114821","1,773096",0,"2,444267","24,073601","3,86095",
1852,"0,005287","0,033779","0,007624","0,007486",4,"54,176068","1,906036",0,"2,112389","24,553776","3,995895",
1853,"0,005306","0,033452","0,008983","0,007338",5,"55,079264","1,796562",0,"2,352715","24,078131","3,880501",
1854,"0,005297","0,033207","0,020956","0,008365",5,"67,82536","4,191242",0,"2,539158","23,467779","3,991365",
1855,"0,005989","0,034322","0,011977","0,007395",6,"59,682642","1,9961",0,"2,7349","23,659706","4,27103",
1856,"0,005318","0,037507","0,022612","0,006798",6,"72,235067","3,768588",0,"4,521132","24,618864","3,865242",
1857,"0,005366","0,038342","0,011567","0,006902",6,"62,176673","1,927837",0,"3,32737","25,774717","5,173683",
1858,"0,005675","0,037461","0,012131","0,007145",10,"62,412519","1,213101",0,"5,528688","24,922609","3,847599",
1859,"0,006465","0,035322","0,011853","0,007406",11,"61,045883","1,077538",0,"2,912283","25,725603","3,900766",
1860,"0,007194","0,034845","0,037027","0,010952",11,"90,018824","3,366095",0,"4,742622","23,589373","3,731251",
1861,"0,007508","0,042971","0,014009","0,0079",13,"72,387169","1,077619",0,"2,220392","23,192406","13,964653",
1862,"0,005959","0,036082","0,014502","0,008894",15,"65,43623","0,966789",0,"3,76749","24,362564","4,233599",
1863,"0,005808","0,037977","0,01342","0,009034",15,"66,238335","0,894639",0,"5,649567","23,454905","3,738165",
1864,"0,006602","0,035639","0,012933","0,008842",17,"64,016347","0,760766",0,"2,526283","23,55504","4,869461",
1865,"0,006872","0,034476","0,012553","0,009221",17,"63,121885","0,738436",0,"2,369404","23,71645","3,902435",
1866,"0,006572","0,035281","0,013602","0,00863",17,"64,084635","0,800093",0,"3,340721","23,380518","4,243612",
1867,"0,007126","0,03532","0,024394","0,01197",17,"78,810955","1,434965",0,"2,357006","24,142027","4,807711",
1868,"0,005603","0,03452","0,01651","0,009506",20,"66,139229","0,825514",0,"2,430439","24,444103","3,673315",
1869,"0,005705","0,036632","0,014259","0,010766",23,"67,363746","0,619975",0,"4,89378","23,525715","3,816605",
1870,"0,005828","0,03486","0,013361","0,009723",22,"63,771891","0,607319",0,"2,152205","24,074316","4,752159",
1871,"0,005877","0,034782","0,027985","0,012037",22,"80,680389","1,272054",0,"2,296925","23,844242","4,533768",
1872,"0,005396","0,038057","0,015461","0,010413",22,"69,326848","0,702759",0,"4,692793","23,412466","4,162312",
1873,"0,005976","0,036553","0,014777","0,009756",23,"67,062456","0,642494",0,"2,545834","24,797201","4,245043",
1874,"0,006409","0,035638","0,014971","0,010364",23,"67,381889","0,650899",0,"2,784491","23,873806","4,960537",
1875,"0,005815","0,035143","0,046588","0,013969",24,"101,514672","1,941153",0,"2,19655","23,104191","4,674435",
1876,"0,006708","0,052374","0,031321","0,014863",24,"105,266535","1,305041",0,"2,019644","26,396751","11,030436",
1877,"0,005785","0,039578","0,019048","0,013233",25,"77,64394","0,761921",0,"2,405167","25,031328","7,925749",
1878,"0,006369","0,038669","0,015577","0,012451",25,"73,065235","0,623076",0,"2,3458","24,912834","4,605293",
1879,"0,005392","0,033948","0,017752","0,01471",25,"71,800844","0,71007",0,"2,131462","23,42844","4,129171",
1880,"0,008937","0,033776","0,048301","0,020721",25,"111,735185","1,932058",0,"2,479076","23,770094","3,423214",
1881,"0,005469","0,049003","0,021186","0,012965",27,"88,62313","0,784661",0,"2,044201","23,020506","12,625933",
1882,"0,005472","0,03728","0,017336","0,013424",29,"73,512225","0,597796",0,"2,485752","24,487019","4,433632",
1883,"0,005747","0,036663","0,017188","0,013174",29,"72,7723","0,592704",0,"3,446817","23,014784","4,336119",
1884,"0,005377","0,037087","0,051643","0,017448",28,"111,554955","1,84438",0,"3,697395","23,34404","3,879547",
1885,"0,007418","0,049207","0,029002","0,016437",27,"102,064097","1,07415",0,"2,047062","24,700165","12,053728",
1886,"0,006477","0,043249","0,025972","0,016748",28,"92,445427","0,927563",0,"3,472567","25,584459","7,226229",
1887,"0,005406","0,035853","0,016381","0,013487",28,"71,127384","0,585035",0,"2,202511","24,3783","5,263567",
1888,"0,005335","0,03544","0,015674","0,014831",28,"71,280475","0,559789",0,"2,109289","23,813486","3,838778",
1889,"0,006086","0,034331","0,02881","0,01563",28,"84,857414","1,028939",0,"2,184391","23,28372","3,641605",
1890,"0,005752","0,039008","0,016679","0,013607",27,"75,046195","0,617751",0,"3,545761","26,05176","5,297422",
1891,"0,005419","0,035916","0,018511","0,015421",28,"75,267257","0,661112",0,"2,373457","23,676872","3,990889",
1892,"0,005339","0,038754","0,053029","0,016668",30,"113,789233","1,767624",0,"4,636288","24,383068","4,062176",
1893,"0,006783","0,052155","0,035735","0,02176",31,"116,432772","1,152732",0,"2,226353","23,561716","12,663841",
1894,"0,005784","0,044145","0,05152","0,022144",31,"123,592198","1,661934",0,"2,839327","25,251627","10,966063",
1895,"0,005966","0,054202","0,032066","0,018218",31,"110,452457","1,03439",0,"3,332376","24,610043","14,52899",
1896,"0,005421","0,040845","0,020812","0,014643",34,"81,721699","0,612128",0,"2,676964","25,039196","7,402182",
1897,"0,005671","0,038996","0,024459","0,021303",37,"90,429426","0,661052",0,"3,983974","24,962187","3,697634",
1898,"0,005507","0,041539","0,02369","0,020252",35,"90,987781","0,676869",0,"8,588076","24,155855","3,606319",
1899,"0,00551","0,037514","0,022415","0,01291",35,"78,348312","0,64044",0,"2,024174","25,297165","4,452229",
1900,"0,005371","0,039483","0,03157","0,019327",35,"95,750872","0,902003",0,"2,606392","23,345709","3,653049",
1901,"0,005419","0,040277","0,021021","0,015788",34,"82,50489","0,618278",0,"2,049446","26,076317","6,523371",
1902,"0,006244","0,03488","0,055567","0,017852",34,"114,543015","1,634315",0,"2,427101","24,427414","3,869534",
1903,"0,005641","0,053317","0,032864","0,017821",35,"109,642956","0,938978",0,"2,90823","23,804188","11,94644",
1904,"0,005423","0,044571","0,021466","0,015184",37,"86,644635","0,58017",0,"4,947662","24,300575","9,714842",
1905,"0,00546","0,040685","0,019586","0,016212",37,"81,943177","0,529351",0,"3,591061","25,662661","4,504442",
1906,"0,005367","0,037941","0,021144","0,016526",37,"80,978026","0,571472",0,"3,159285","23,192167","6,00791",
1907,"0,005509","0,036509","0,021788","0,020296",37,"84,101036","0,588869",0,"3,74198","23,761749","3,646374",
1908,"0,005664","0,035068","0,02233","0,015504",36,"78,565949","0,620281",0,"2,519369","23,593903","3,678322",
1909,"0,007832","0,039585","0,020483","0,018863",37,"86,763392","0,553586",0,"6,552696","23,785591","3,691912",
1910,"0,005623","0,035897","0,021406","0,019687",38,"82,613949","0,563319",0,"2,82836","24,59383","3,603697",
1911,"0,005359","0,036021","0,025211","0,017928",39,"84,518265","0,646424",0,"3,027201","23,592472","4,370689",
1912,"0,005361","0,036824","0,020855","0,018085",38,"81,125103","0,548809",0,"4,713058","22,976398","4,802704",
1913,"0,005991","0,036054","0,021589","0,017237",39,"80,870119","0,553556",0,"2,280474","25,376081","3,720999",
1914,"0,005386","0,035965","0,034885","0,020873",37,"97,10922","0,942848",0,"2,424717","24,167061","3,727913",
1915,"0,005481","0,046422","0,02474","0,02072",37,"97,363821","0,668639",0,"3,984213","25,384426","10,194063",
1916,"0,005919","0,036961","0,020635","0,016359",37,"79,873959","0,557714",0,"2,583981","24,974108","4,36306",
1917,"0,006162","0,034131","0,054555","0,025759",37,"120,607043","1,474464",0,"2,195835","23,666859","3,651857",
1918,"0,00584","0,057462","0,030184","0,019338",38,"112,8244","0,794324",0,"2,485514","24,454832","16,697645",
1919,"0,006306","0,039985","0,025779","0,019278",39,"91,34696","0,660987",0,"2,864599","24,056435","7,254601",
1920,"0,006587","0,037809","0,060773","0,029602",38,"134,771905","1,599301",0,"3,503323","24,254322","4,694939",
1921,"0,006303","0,06286","0,024907","0,019935",40,"114,004788","0,622671",0,"6,819248","24,12796","13,896465",
1922,"0,005813","0,039973","0,023387","0,021258",39,"90,43048","0,599675",0,"2,688408","24,898767","5,313873",
1923,"0,006331","0,037238","0,021522","0,01415",39,"79,240916","0,551834",0,"2,511978","24,229527","4,980087",
1924,"0,006111","0,040519","0,020759","0,019913",39,"87,302478","0,53229",0,"5,605459","24,029255","3,595591",
1925,"0,005722","0,035025","0,044327","0,029616",40,"114,69044","1,108183",0,"2,649307","23,378849","3,625631",
1926,"0,007282","0,051648","0,027017","0,02012",39,"106,066681","0,692754",0,"4,879475","25,010824","11,5273",
1927,"0,005823","0,037228","0,025356","0,016553",41,"84,960803","0,618435",0,"2,731085","24,041414","4,664421",
1928,"0,005551","0,045352","0,037923","0,029658",40,"118,483453","0,948068",0,"8,78644","23,399353","4,658699",
1929,"0,006117","0,045954","0,026116","0,018413",38,"96,600081","0,68727",0,"2,560854","23,815155","12,254715",
1930,"0,006879","0,043708","0,020265","0,017806",38,"88,657368","0,533287",0,"10,001421","23,823261","3,827572",
1931,"0,006481","0,03683","0,037914","0,022223",38,"103,448679","0,997735",0,"2,456903","23,71788","5,05209",
1932,"0,005424","0,046669","0,019815","0,019766",38,"91,673495","0,521447",0,"2,920151","24,16873","12,36248",
1933,"0,007807","0,036015","0,023859","0,019459",39,"87,13953","0,611779",0,"2,59161","24,402618","3,623486",
1934,"0,006229","0,043278","0,019091","0,018507",37,"87,104712","0,515963",0,"4,901409","23,159027","4,893064",
1935,"0,005753","0,035602","0,019367","0,015154",37,"75,875111","0,523433",0,"2,91276","23,444891","4,47917",
1936,"0,006239","0,034875","0,03249","0,018605",37,"92,21028","0,878114",0,"2,988338","23,06509","3,983736",
1937,"0,006767","0,041764","0,038818","0,021686",37,"109,03519","1,04913",0,"2,549887","23,811102","9,595394",
1938,"0,006314","0,044795","0,03234","0,020997",36,"104,445222","0,898329",0,"1,991987","24,543762","11,786222",
1939,"0,006502","0,041488","0,021242","0,017168",36,"86,400337","0,590065",0,"2,748966","23,224831","8,961439",
1940,"0,005365","0,038194","0,020752","0,016887",35,"81,197583","0,592901",0,"5,61142","24,15204","3,534794",
1941,"0,006638","0,045253","0,042448","0,017267",35,"111,605926","1,212801",0,"4,238844","23,19169","5,003214",
1942,"0,005877","0,061195","0,042501","0,018462",34,"128,034377","1,250016",0,"4,194498","31,067371","19,875288",
1943,"0,005331","0,046055","0,030043","0,018836",34,"100,265508","0,883609",0,"2,470255","23,701668","12,19964",
1944,"0,005951","0,046236","0,018514","0,015083",34,"85,783037","0,544515",0,"12,60066","23,275375","3,63183",
1945,"0,00603","0,037501","0,020518","0,015311",34,"79,359635","0,603464",0,"2,544165","23,696661","4,814148",
1946,"0,006124","0,042176","0,056556","0,016396",32,"121,252435","1,767375",0,"7,710934","23,0546","4,790783",
1947,"0,006418","0,053304","0,031511","0,014768",31,"106,000661","1,016469",0,"2,275944","26,242018","11,046648",
1948,"0,005412","0,044699","0,018379","0,014911",32,"83,402064","0,574356",0,"5,136251","26,406765","6,983519",
1949,"0,005792","0,035964","0,017997","0,015472",31,"75,224017","0,580546",0,"3,206015","23,614645","4,012823",
1950,"0,005306","0,035478","0,019335","0,014727",32,"74,84535","0,604209",0,"2,551556","23,335218","3,762007",
1951,"0,005499","0,035821","0,018703","0,014666",32,"74,689889","0,584473",0,"3,333092","23,367167","3,565311",
1952,"0,005685","0,038648","0,018522","0,01438",32,"77,23432","0,578805",0,"3,582478","24,046659","4,067183",
1953,"0,008511","0,038842","0,018192","0,014198",29,"79,742974","0,627321",0,"4,682541","23,27776","4,866362",
1954,"0,006929","0,035827","0,018736","0,015194",31,"76,686176","0,604378",0,"2,415895","23,592472","4,056454",
1955,"0,007554","0,038389","0,0191","0,017655",31,"82,698938","0,616137",0,"3,992796","23,023129","3,705263",
1956,"0,006569","0,035919","0,03062","0,017634",32,"90,741975","0,956882",0,"2,413034","23,029089","4,593134",
1957,"0,006586","0,039657","0,020443","0,014819",33,"81,504981","0,619478",0,"2,667427","23,906946","7,735252",
1958,"0,005384","0,04129","0,02228","0,015665",35,"84,619832","0,636583",0,"6,900549","23,925304","4,047155",
1959,"0,007463","0,034564","0,023826","0,014382",35,"80,234959","0,680736",0,"2,054453","23,344755","4,066229",
1960,"0,005988","0,03781","0,031066","0,018338",35,"93,2017","0,887593",0,"2,5599","24,27721","5,597591",
1961,"0,006102","0,040963","0,019446","0,017039",33,"83,549784","0,589258",0,"2,891302","24,691343","7,236958",
1962,"0,005866","0,034961","0,055095","0,015423",32,"111,345148","1,721728",0,"2,177238","24,174929","3,884554",
1963,"0,008279","0,05479","0,041305","0,01903",33,"123,403732","1,251662",0,"2,607107","23,219585","12,790203",
1964,"0,005869","0,049643","0,025199","0,014689",36,"95,400073","0,699968",0,"2,709389","25,709152","14,206409",
1965,"0,006285","0,042082","0,034048","0,017856",34,"100,270721","1,001418",0,"8,615494","23,736238","3,866911",
1966,"0,005788","0,043642","0,020568","0,015072",34,"85,070213","0,604938",0,"2,380371","24,633884","10,555267",
1967,"0,00646","0,03571","0,032554","0,017793",37,"92,51707","0,879832",0,"2,192497","24,511099","3,838539",
1968,"0,005747","0,041748","0,021227","0,014055",37,"82,775903","0,573698",0,"2,257347","26,478529","7,581472",
1969,"0,006362","0,038362","0,019318","0,013988",36,"78,028776","0,536598",0,"1,996756","24,436235","4,464626",
1970,"0,00659","0,035542","0,034666","0,016447",35,"93,245315","0,990468",0,"2,287149","23,361444","4,66013",
1971,"0,005666","0,042396","0,034653","0,01599",36,"98,704046","0,962582",0,"2,446413","24,185181","10,179043",
1972,"0,007544","0,042827","0,036169","0,019779",36,"106,318395","1,004705",0,"2,125502","25,010109","9,852171",
1973,"0,008401","0,046329","0,021316","0,015914",37,"91,960827","0,57612",0,"7,006884","25,443077","7,613182",
1974,"0,005439","0,036621","0,019804","0,017538",37,"79,401427","0,535232",0,"2,213478","25,313854","3,643036",
1975,"0,005389","0,035698","0,021099","0,016521",37,"78,706494","0,570249",0,"2,885103","23,211956","3,598928",
1976,"0,005964","0,035255","0,057837","0,018959",36,"118,014375","1,606574",0,"2,268553","23,538113","3,674507",
1977,"0,005866","0,05913","0,040522","0,024589",38,"130,107364","1,066373",0,"2,901793","23,740768","13,883114",
1978,"0,005504","0,047703","0,034816","0,017044",38,"105,067093","0,916211",0,"2,883196","24,760008","11,526108",
1979,"0,005486","0,042674","0,02211","0,018556",38,"88,825624","0,581831",0,"1,93119","24,533033","10,331869",
1980,"0,005784","0,035998","0,02082","0,017429",38,"80,029733","0,547885",0,"2,077818","24,068832","5,003214",
1981,"0,00848","0,035914","0,021949","0,018165",38,"84,508626","0,577607",0,"2,765894","23,694992","3,529072",
1982,"0,005323","0,037305","0,023523","0,018147",39,"84,297899","0,603161",0,"3,938437","23,726463","4,21834",
1983,"0,005515","0,03788","0,020813","0,015563",39,"79,771933","0,533668",0,"5,249739","23,682117","3,570318",
1984,"0,006089","0,035298","0,02032","0,016123",38,"77,831297","0,534749",0,"2,739668","23,31543","3,761292",
1985,"0,005954","0,037767","0,021895","0,016744",39,"82,359982","0,561399",0,"2,519131","24,349213","4,55308",
1986,"0,006233","0,036288","0,021765","0,033856",40,"98,141979","0,544133",0,"2,728939","23,710012","3,633976",
1987,"0,005869","0,03524","0,038985","0,028099",40,"108,192119","0,974624",0,"2,438068","23,850679","3,703594",
1988,"0,005402","0,046898","0,028413","0,017403",39,"98,115163","0,728533",0,"3,262281","24,44315","12,00819",
1989,"0,005339","0,04319","0,02168","0,02047",38,"90,679251","0,57053",0,"9,922743","23,905277","3,658772",
1990,"0,005389","0,036857","0,034912","0,019059",38,"96,216734","0,918731",0,"2,246857","23,565769","5,125523",
1991,"0,006173","0,044929","0,023062","0,022636",39,"96,800273","0,59134",0,"2,369642","25,241375","10,804653",
1992,"0,007726","0,041149","0,027374","0,019203",40,"95,451208","0,684345",0,"5,295038","24,669409","3,626108",
1993,"0,005946","0,040973","0,02534","0,017171",39,"89,430187","0,649745",0,"4,142284","23,867369","4,267454",
1994,"0,006377","0,038527","0,034451","0,018917",39,"98,271775","0,883352",0,"4,709959","24,157763","4,499435",
1995,"0,005884","0,045795","0,023607","0,016024",39,"91,309572","0,605315",0,"2,210617","26,614666","10,998249",
1996,"0,005681","0,037014","0,033725","0,018961",41,"95,380418","0,822552",0,"3,728628","23,517847","3,876925",
1997,"0,005962","0,043109","0,02216","0,017081",43,"88,312294","0,515344",0,"2,617598","24,034977","10,573149",
1998,"0,006093","0,036784","0,03598","0,03137",43,"110,227122","0,836752",0,"3,504038","23,888588","3,830433",
1999,"0,007025","0,0443","0,02845","0,021085",44,"100,859376","0,64659",0,"2,524137","23,602009","10,940075",
2000,"0,006376","0,040234","0,022856","0,020144",43,"89,609424","0,531537",0,"4,740715","24,714947","4,818439",
2001,"0,005935","0,037955","0,024539","0,018474",43,"86,903292","0,570665",0,"3,139019","23,147821","5,295277",
2002,"0,005744","0,037114","0,021899","0,017407",43,"82,164614","0,509288",0,"3,106356","23,963451","5,083323",
2003,"0,00554","0,035823","0,025403","0,019224",44,"85,98902","0,577347",0,"2,331495","24,064302","4,271984",
2004,"0,00543","0,036271","0,027315","0,021776",44,"90,792146","0,620795",0,"3,501892","23,133278","4,349232",
2005,"0,009846","0,042105","0,022863","0,022822",44,"97,636393","0,519624",0,"8,345127","23,271799","4,38571",
2006,"0,00664","0,03898","0,024777","0,018058",45,"88,454506","0,550594",0,"2,040148","23,448467","6,494999",
2007,"0,005627","0,039918","0,022264","0,018669",46,"86,477644","0,483998",0,"7,264376","23,232222","3,901005",
2008,"0,00538","0,036287","0,022269","0,022458",46,"86,393804","0,484101",0,"2,548456","24,260759","4,34494",
2009,"0,005824","0,035606","0,025018","0,020521",45,"86,968508","0,555956",0,"2,407789","23,517132","4,186869",
2010,"0,005438","0,039916","0,024841","0,021597",46,"91,792595","0,54002",0,"2,127647","24,156094","5,044222",
2011,"0,009676","0,037745","0,024401","0,018604",45,"90,426823","0,542255",0,"2,138376","24,768829","4,722834",
2012,"0,005888","0,040322","0,028569","0,02142",46,"96,198716","0,62106",0,"6,989956","23,524523","4,545689",
2013,"0,005958","0,039414","0,026502","0,019943",46,"91,817171","0,576136",0,"3,56555","23,327827","6,273031",
2014,"0,006186","0,040624","0,063161","0,01926",46,"129,231654","1,373066",0,"3,777981","25,593758","4,565239",
2015,"0,006594","0,056721","0,06091","0,018037",47,"142,263068","1,295954",0,"2,186298","23,703337","14,745951",
2016,"0,006813","0,059322","0,058655","0,018571",48,"143,361309","1,221985",0,"3,987551","23,800611","15,52701",
2017,"0,006165","0,062799","0,05715","0,022672",47,"148,785541","1,215952",0,"6,663561","24,682999","14,779568",
2018,"0,007828","0,051461","0,05303","0,01765",49,"129,969368","1,082245",0,"2,978086","23,922205","10,542631",
2019,"0,006158","0,055341","0,059635","0,016016",49,"137,149177","1,217038",0,"3,102303","23,503542","15,822172",
2020,"0,005573","0,057555","0,056682","0,022037",51,"141,846954","1,111413",0,"5,83744","23,074865","16,919851",
2021,"0,007754","0,056452","0,052364","0,017653",49,"134,222301","1,068658",0,"7,682085","23,468256","11,029005",
2022,"0,005765","0,054384","0,058636","0,018472",51,"137,256378","1,149724",0,"3,027916","23,401022","14,797926",
2023,"0,00673","0,055915","0,052298","0,018857",48,"133,800079","1,089531",0,"3,857374","23,968697","10,534048",
2024,"0,00564","0,06094","0,062","0,01923",50,"147,8097","1,240002",0,"3,575325","23,794174","14,462471",
2025,"0,005803","0,055971","0,061193","0,018112",51,"141,079058","1,199862",0,"2,946615","25,648355","13,841152",
2026,"0,005659","0,057965","0,058681","0,018902",53,"141,207605","1,107195",0,"5,488396","23,531199","15,427828",
2027,"0,005475","0,061987","0,062198","0,019073",53,"148,733057","1,173553",0,"5,670071","23,663521","16,047001",
2028,"0,006205","0,05508","0,058547","0,019969",51,"139,801099","1,147982",0,"3,125191","23,77367","14,427423",
2029,"0,005715","0,05471","0,055395","0,017959",51,"133,778447","1,086167",0,"5,013227","23,566008","12,438774",
2030,"0,006649","0,055461","0,05509","0,017836",51,"135,035415","1,080192",0,"2,876043","23,483992","16,336441",
2031,"0,005702","0,058734","0,060012","0,016455",50,"140,902222","1,200245",0,"5,292892","22,907495","12,110949",
2032,"0,007088","0,058678","0,060539","0,020711",50,"147,016651","1,210785",0,"2,857208","24,244547","17,595053",
2033,"0,00761","0,06963","0,044775","0,034658",51,"156,671929","0,87794",0,"8,575439","22,882462","18,516779",
2034,"0,006173","0,051464","0,034195","0,022331",52,"114,162603","0,6576",0,"3,237247","24,05858","14,027596",
2035,"0,008886","0,044915","0,029086","0,021259",52,"104,145681","0,559341",0,"1,991272","23,138523","12,613773",
2036,"0,005404","0,0415","0,025115","0,021227",52,"93,245979","0,482979",0,"6,822109","24,536133","4,364729",
