Frame,Captura,Procesamiento,Tracking,Escritura,Cantidad Objetos,Tiempo Total(ms),Tiempo por Objeto tracking(ms),FPS,Preprocess,Inference,Postprocess,,Captura,Procesamiento,Tracking,Escritura
1700,"0,009995","0,019043","0,003211","0,01215",0,0,0,0,"5,357981","8,445024","2,933502",,,,,
1701,"0,009916","0,019231","0,002911","0,011042",0,0,0,0,"5,540848","8,347511","3,252983",,,,,
1702,"0,010082","0,019217","0,003208","0,010359",0,0,0,0,"5,828857","8,39138","2,808332",,,,,
1703,"0,009837","0,018899","0,003189","0,009543",0,0,0,0,"5,622387","8,412361","2,739668",,,,,
1704,"0,009816","0,020804","0,003565","0,013616",0,0,0,0,"5,638123","9,977102","2,884626",,,,,
1705,"0,009862","0,020172","0,002805","0,012682",0,0,0,0,"5,883694","8,475542","2,931595",,,,,
1706,"0,011512","0,020127","0,003514","0,010157",0,0,0,0,"6,000519","8,40354","3,023863",,,,,
1707,"0,009799","0,019348","0,003086","0,012344",0,0,0,0,"5,703688","8,46982","2,857924",,,,,
1708,"0,010486","0,019388","0,003288","0,012964",0,0,0,0,"5,441189","8,424044","3,170013",,,,,
1709,"0,010015","0,022146","0,003268","0,011363",0,0,0,0,"7,47323","9,174109","3,034353",,,,,
1710,"0,011939","0,019869","0,002988","0,011323",0,0,0,0,"5,365849","8,361816","2,978325",,,,,
1711,"0,011376","0,018513","0,003167","0,011297",0,0,0,0,"5,150795","8,420229","2,865791",,,,,
1712,"0,010049","0,01855","0,004803","0,010933",0,0,0,0,"5,205631","8,406401","2,732038",,,,,
1713,"0,01025","0,019529","0,003833","0,008883",0,0,0,0,"6,351709","8,394241","2,593279",,,,,
1714,"0,010144","0,020788","0,003824","0,009235",0,0,0,0,"6,625891","9,141684","2,82979",,,,,
1715,"0,010491","0,019994","0,003397","0,007962",0,0,0,0,"6,275177","8,374691","3,093719",,,,,
1716,"0,009938","0,019747","0,004305","0,008592",0,0,0,0,"5,498409","8,383989","2,611399",,,,,
1717,"0,009959","0,019087","0,003143","0,010084",0,0,0,0,"5,123138","8,406639","2,758265",,,,,
1718,"0,010132","0,01853","0,003164","0,008488",0,0,0,0,"5,174398","8,41856","2,887249",,,,,
1719,"0,010217","0,020636","0,003214","0,011597",0,0,0,0,"5,601406","10,129213","2,680063",,,,,
1720,"0,01004","0,018701","0,003278","0,01032",0,0,0,0,"5,335093","8,442402","2,837896",,,,,
1721,"0,009947","0,019228","0,003316","0,010571",0,0,0,0,"5,341291","8,440495","3,211021",,,,,
1722,"0,01018","0,0197","0,006155","0,009994",0,0,0,0,"5,908251","8,51512","3,105164",,,,,
1723,"0,009931","0,021765","0,003579","0,008657",0,0,0,0,"5,2495","9,80854","2,814531",,,,,
1724,"0,01003","0,021173","0,003413","0,008212",0,0,0,0,"6,917","9,01866","2,97308",,,,,
1725,"0,011613","0,018984","0,006117","0,008704",0,0,0,0,"5,61285","8,442402","2,741098",,,,,
1726,"0,011607","0,019642","0,004878","0,0092",0,0,0,0,"5,710125","8,532763","2,741098",,,,,
1727,"0,010014","0,020915","0,006671","0,009315",0,0,0,0,"7,599354","8,421659","2,81024",,,,,
1728,"0,011132","0,023457","0,005347","0,008136",0,0,0,0,"9,318352","8,487463","2,805471",,,,,
1729,"0,010085","0,022193","0,003264","0,008145",0,0,0,0,"8,359432","8,437634","3,114939",,,,,
1730,"0,010396","0,022834","0,003169","0,008215",0,0,0,0,"7,390976","10,191679","2,904654",,,,,
1731,"0,010072","0,018673","0,004237","0,011788",0,0,0,0,"5,366802","8,383274","2,827168",,,,,
1732,"0,009846","0,019471","0,003304","0,011051",0,0,0,0,"4,948139","8,373022","2,987623",,,,,
1733,"0,009901","0,019442","0,00855","0,008524",0,0,0,0,"5,524397","8,680582","2,913713",,,,,
1734,"0,010238","0,019282","0,003184","0,008749",0,0,0,0,"5,334854","8,476496","3,056288",,,,,
1735,"0,010074","0,019228","0,003281","0,0084",0,0,0,0,"5,577564","8,453846","3,048182",,,,,
1736,"0,01005","0,019429","0,003322","0,008205",0,0,0,0,"5,58567","8,469105","2,993107",,,,,
1737,"0,009996","0,018452","0,006703","0,008912",0,0,0,0,"4,918814","8,424759","2,910137",,,,,
1738,"0,010333","0,01944","0,004608","0,011098",0,0,0,0,"5,521774","8,520842","3,303289",,,,,
1739,"0,010788","0,019864","0,003316","0,0083",0,0,0,0,"5,787849","8,473635","3,155947",,,,,
1740,"0,011309","0,019405","0,003643","0,008054",0,0,0,0,"5,527973","8,607864","3,031492",,,,,
1741,"0,009995","0,019707","0,006509","0,008433",0,0,0,0,"5,794048","8,592606","2,940655",,,,,
1742,"0,00984","0,027002","0,006492","0,008725",0,0,0,0,"10,729074","9,732962","3,415585",,,,,
1743,"0,009825","0,023804","0,005843","0,012755",0,0,0,0,"8,899212","8,880138","3,763437",,,,,
1744,"0,009936","0,022947","0,004464","0,010721",0,0,0,0,"8,816719","8,647919","3,190279",,,,,
1745,"0,009927","0,023327","0,005938","0,009729",0,0,0,0,"5,345106","10,705709","4,179001",,,,,
1746,"0,010238","0,022532","0,00424","0,010374",0,0,0,0,"7,911444","8,978367","3,225088",,,,,
1747,"0,010046","0,027669","0,003359","0,009458",0,0,0,0,"9,568453","12,69269","2,948284",,,,,
1748,"0,009935","0,024223","0,004755","0,008811",0,0,0,0,"4,040718","10,898829","2,968788",,,,,
1749,"0,010808","0,020453","0,006331","0,009766",0,0,0,0,"6,483078","8,513689","3,119469",,,,,
1750,"0,010042","0,01798","0,003591","0,008471",0,0,0,0,"3,775358","8,558989","3,077984",,,,,
1751,"0,00999","0,020538","0,00392","0,008586",0,0,0,0,"7,100582","8,422613","2,799034",,,,,
1752,"0,01011","0,019283","0,003249","0,007999",0,0,0,0,"5,245447","8,458138","2,902031",,,,,
1753,"0,011029","0,022127","0,003693","0,007826",0,0,0,0,"5,659819","10,583401","2,924204",,,,,
1754,"0,009968","0,018714","0,003542","0,007758",0,0,0,0,"5,207539","8,476019","2,966881",,,,,
1755,"0,01106","0,019934","0,006854","0,012239",0,0,0,0,"5,616665","8,526564","3,084183",,,,,
1756,"0,010178","0,021627","0,002969","0,014531",0,0,0,0,"6,501436","8,498192","3,205538",,,,,
1757,"0,011309","0,021123","0,003216","0,008193",0,0,0,0,"3,740788","8,463144","2,891779",,,,,
1758,"0,012019","0,019961","0,00309","0,010336",0,0,0,0,"5,456448","9,512424","2,845287",,,,,
1759,"0,011954","0,019035","0,004197","0,00862",0,0,0,0,"5,577803","8,394241","2,887726",,,,,
1760,"0,011366","0,02007","0,003148","0,007926",0,0,0,0,"6,675959","8,486509","2,812862",,,,,
1761,"0,010214","0,019132","0,002996","0,009564",0,0,0,0,"5,645514","8,477449","2,789736",,,,,
1762,"0,010018","0,021347","0,004863","0,007942",0,0,0,0,"5,557537","10,627747","2,860069",,,,,
1763,"0,010779","0,021413","0,003318","0,007694",0,0,0,0,"7,430553","8,678675","2,814531",,,,,
1764,"0,010145","0,019252","0,00373","0,019252",0,0,0,0,"5,554914","8,385897","2,815485",,,,,
1765,"0,010208","0,019659","0,003571","0,008214",0,0,0,0,"6,027222","8,416414","2,869606",,,,,
1766,"0,009966","0,019085","0,005281","0,008456",0,0,0,0,"5,622149","8,427143","2,839327",,,,,
1767,"0,009869","0,019796","0,00403","0,015128",0,0,0,0,"5,469561","8,405685","2,809286",,,,,
1768,"0,00984","0,024484","0,014469","0,014517",0,0,0,0,"6,82354","9,542942","4,736185",,,,,
1769,"0,010005","0,024422","0,002819","0,012136",0,0,0,0,"7,893562","9,623766","3,100395",,,,,
1770,"0,009872","0,021086","0,002717","0,010561",0,0,0,0,"3,478765","8,517265","3,185511",,,,,
1771,"0,009929","0,019976","0,003473","0,008712",0,0,0,0,"3,817081","10,377407","2,990484",,,,,
1772,"0,010423","0,022507","0,003754","0,00804",0,0,0,0,"8,620977","8,565187","3,000736",,,,,
1773,"0,009997","0,02134","0,011381","0,008533",0,0,0,0,"6,122589","9,954453","2,904654",,,,,
1774,"0,010687","0,025123","0,004365","0,008524",0,0,0,0,"8,342743","10,755777","3,696442",,,,,
1775,"0,009924","0,025493","0,003664","0,009123",0,0,0,0,"7,972717","11,912346","2,991915",,,,,
1776,"0,011947","0,022041","0,004801","0,00887",0,0,0,0,"6,003618","10,707855","3,018141",,,,,
1777,"0,009789","0,022685","0,004101","0,018465",0,0,0,0,"7,354736","9,839773","3,083467",,,,,
1778,"0,010495","0,01784","0,00395","0,01112",0,0,0,0,"3,745079","8,606434","3,23081",,,,,
1779,"0,012681","0,025118","0,004874","0,013132",0,0,0,0,"5,962133","8,923531","6,276846",,,,,
1780,"0,010068","0,031207","0,003745","0,009348",0,0,0,0,"14,083385","10,956764","3,207922",,,,,
1781,"0,009966","0,022604","0,002621","0,010495",0,0,0,0,"6,483078","9,845734","3,837585",,,,,
1782,"0,011378","0,026835","0,003806","0,008328",0,0,0,0,"6,411552","13,694048","3,330469",,,,,
1783,"0,013416","0,022617","0,003354","0,00786",0,0,0,0,"3,918171","12,840509","3,171921",,,,,
1784,"0,010055","0,019703","0,003253","0,0084",0,0,0,0,"5,870342","8,544922","3,00622",,,,,
1785,"0,013631","0,026391","0,003156","0,007909",0,0,0,0,"12,399435","8,486271","2,862692",,,,,
1786,"0,011078","0,019731","0,02278","0,008128",0,0,0,0,"5,35655","8,574486","3,017426",,,,,
1787,"0,011272","0,035769","0,004201","0,009082",0,0,0,0,"13,998747","9,7363","3,312111",,,,,
1788,"0,012239","0,025217","0,00784","0,007581",0,0,0,0,"9,587288","8,506536","3,234625",,,,,
1789,"0,011358","0,02591","0,003629","0,009642",0,0,0,0,"7,735252","9,610176","4,532337",,,,,
1790,"0,01145","0,020464","0,003376","0,008227",0,0,0,0,"5,697012","8,696318","3,496885",,,,,
1791,"0,0116","0,023835","0,011713","0,015626",0,0,0,0,"6,488085","8,512974","5,333662",,,,,
1792,"0,011664","0,023675","0,003867","0,011153",0,0,0,0,"9,012699","8,646965","3,443003",,,,,
1793,"0,01261","0,02092","0,004012","0,010494",0,0,0,0,"6,522417","8,523941","3,296852",,,,,
1794,"0,011469","0,032183","0,003991","0,009163",0,0,0,0,"14,488459","11,358023","3,593922",,,,,
1795,"0,015956","0,025131","0,004171","0,009541",0,0,0,0,"6,441355","13,280869","3,034115",,,,,
1796,"0,010022","0,022085","0,003148","0,008774",0,0,0,0,"6,836891","8,524418","3,326654",,,,,
1797,"0,010137","0,021577","0,004053","0,007714",0,0,0,0,"7,259607","8,573532","2,981901",,,,,
1798,"0,011506","0,020927","0,00377","0,008917",0,0,0,0,"7,284164","8,456469","2,92778",,,,,
1799,"0,012859","0,020968","0,003718","0,008367",0,0,0,0,"6,599426","8,743286","2,823353",,,,,
1800,"0,013175","0,028815","0,002728","0,008531",0,0,0,0,"13,455629","8,721828","3,040075",,,,,
1801,"0,009968","0,018915","0,006772","0,007666",0,0,0,0,"4,109621","8,542061","2,986193",,,,,
1802,"0,010667","0,019358","0,003749","0,011199",0,0,0,0,"4,905224","8,621693","3,451824",,,,,
1803,"0,011646","0,026814","0,004016","0,01328",0,0,0,0,"7,164001","13,236523","2,878904",,,,,
1804,"0,011501","0,023178","0,00826","0,018151",0,0,0,0,"6,774902","8,579969","3,864527",,,,,
1805,"0,012946","0,024574","0,005155","0,008276",0,0,0,0,"8,227825","9,120703","4,041195",,,,,
1806,"0,011502","0,024866","0,01316","0,009685",0,0,0,0,"10,407209","8,806944","3,159523",,,,,
1807,"0,011158","0,026551","0,004446","0,008145",0,0,0,0,"6,830454","12,82835","3,226042",,,,,
1808,"0,010991","0,026039","0,003657","0,008213",0,0,0,0,"7,100821","13,489246","2,979279",,,,,
1809,"0,01036","0,02254","0,010761","0,013931",0,0,0,0,"4,12035","11,0991","4,382849",,,,,
1810,"0,011737","0,020939","0,005195","0,008565",0,0,0,0,"4,737139","10,895014","2,864838",,,,,
1811,"0,010806","0,027173","0,004148","0,008294",0,0,0,0,"6,94108","15,179157","2,735376",,,,,
1812,"0,010509","0,028687","0,004541","0,008363",0,0,0,0,"10,409117","11,348009","3,439188",,,,,
1813,"0,011345","0,02398","0,00276","0,009416",0,0,0,0,"6,656885","9,435415","4,591703",,,,,
1814,"0,010134","0,023013","0,003606","0,008386",0,0,0,0,"7,241726","9,827375","2,948046",,,,,
1815,"0,010335","0,021234","0,003851","0,014847",0,0,0,0,"6,136417","9,477615","3,08466",,,,,
1816,"0,011433","0,021254","0,005109","0,01293",0,0,0,0,"5,995512","9,297609","3,447056",,,,,
1817,"0,010145","0,023893","0,006235","0,008357",0,0,0,0,"7,164955","11,224031","3,116131",,,,,
1818,"0,015075","0,018888","0,00289","0,00957",0,0,0,0,"3,889561","9,191036","3,36051",,,,,
1819,"0,010625","0,020842","0,007253","0,007975",0,0,0,0,"5,719185","8,71706","3,098965",,,,,
1820,"0,012025","0,018065","0,004863","0,008434",0,0,0,0,"3,695488","8,561134","3,177166",,,,,
1821,"0,01445","0,019939","0,003424","0,013512",0,0,0,0,"6,253481","8,538485","2,996206",,,,,
1822,"0,011871","0,022368","0,006228","0,008799",0,0,0,0,"6,750822","10,246992","2,936602",,,,,
1823,"0,009942","0,023208","0,002587","0,010125",0,0,0,0,"8,754253","8,709192","3,181219",,,,,
1824,"0,010333","0,021753","0,003537","0,007843",0,0,0,0,"5,355597","10,661364","2,74086",,,,,
1825,"0,010182","0,019301","0,003597","0,007993",0,0,0,0,"5,630493","8,659363","2,712965",,,,,
1826,"0,012472","0,022329","0,003597","0,008068",0,0,0,0,"6,016493","8,733511","5,164623",,,,,
1827,"0,012441","0,022647","0,008293","0,015957",0,0,0,0,"6,964445","9,90057","3,340721",,,,,
1828,"0,010866","0,021185","0,004005","0,010743",0,0,0,0,"5,860806","8,58283","3,094196",,,,,
1829,"0,012458","0,020324","0,00404","0,009266",0,0,0,0,"6,196976","8,663654","2,998114",,,,,
1830,"0,011842","0,022559","0,003645","0,009358",0,0,0,0,"7,169008","9,868622","2,967834",,,,,
1831,"0,010506","0,021142","0,007758","0,011926",0,0,0,0,"6,756544","8,885384","3,164053",,,,,
1832,"0,010259","0,018414","0,004287","0,01132",0,0,0,0,"3,842831","8,604765","3,016949",,,,,
1833,"0,009941","0,025263","0,005588","0,009673",0,0,0,0,"4,391193","8,944273","2,778292",,,,,
1834,"0,010094","0,02946","0,003787","0,008886",0,0,0,0,"10,382891","12,846947","3,913641",,,,,
1835,"0,012007","0,021967","0,003684","0,00792",0,0,0,0,"6,841421","9,722948","3,046989",,,,,
1836,"0,010599","0,023552","0,007957","0,013629",0,0,0,0,"7,4687","10,444403","3,145695",,,,,
1837,"0,010314","0,021701","0,003297","0,010555",0,0,0,0,"5,833149","10,329008","3,076077",,,,,
1838,"0,011679","0,022271","0,003987","0,010982",0,0,0,0,"7,112265","9,527922","3,053904",,,,,
1839,"0,010034","0,02837","0,004687","0,014319",0,0,0,0,"11,158705","11,600733","3,221273",,,,,
1840,"0,010038","0,029469","0,004181","0,012238",0,0,0,0,"8,520126","13,870478","3,430843",,,,,
1841,"0,011247","0,032413","0,002937","0,00928",0,0,0,0,"11,875153","11,003733","5,22089",,,,,
1842,"0,010289","0,022639","0,002742","0,010258",0,0,0,0,"3,78871","9,363413","3,088474",,,,,
1843,"0,011192","0,020226","0,002719","0,011403",0,0,0,0,"3,624439","8,489132","3,384113",,,,,
1844,"0,012169","0,018866","0,003569","0,009062",0,0,0,0,"4,26507","8,588076","3,346682",,,,,
1845,"0,010437","0,029888","0,005872","0,009787",0,0,0,0,"6,798267","8,749008","7,087946",,,,,
1846,"0,010049","0,030648","0,014034","0,010687",1,0,0,0,"3,525496","12,258768","9,642601",,,,,
1847,"0,011683","0,032231","0,013291","0,008927",0,0,0,0,"3,379345","15,738487","8,18634",,,,,
1848,"0,013066","0,031893","0,014156","0,010145",2,0,0,0,"3,676653","14,791727","7,99036",,,,,
1849,"0,013019","0,031307","0,020817","0,02407",2,0,0,0,"5,888224","11,389732","7,249117",,,,,
1850,"0,011056","0,041008","0,025903","0,016175",4,0,0,0,"3,557444","12,300968","19,275427",,,,,
1851,"0,010392","0,04515","0,012772","0,014992",4,0,0,0,"13,424635","14,554739","7,961512",,,,,
1852,"0,012562","0,032902","0,013965","0,014527",4,0,0,0,"5,589008","11,693478","9,40299",,,,,
1853,"0,011156","0,035972","0,018405","0,016046",5,0,0,0,"9,713411","10,481834","6,676674",,,,,
1854,"0,00998","0,031544","0,021559","0,01684",5,0,0,0,"3,764629","14,369488","7,576942",,,,,
1855,"0,010511","0,034885","0,022335","0,01338",6,0,0,0,"7,579565","13,585806","6,582499",,,,,
1856,"0,010402","0,04296","0,020468","0,013514",6,0,0,0,"7,655382","14,152765","7,56979",,,,,
1857,"0,011872","0,045352","0,023479","0,016589",6,0,0,0,"5,339384","14,59837","12,331009",,,,,
1858,"0,014925","0,037337","0,026198","0,01625",10,0,0,0,"4,449844","11,21974","15,444517",,,,,
1859,"0,015659","0,045671","0,02306","0,017063",11,0,0,0,"3,045082","13,747692","20,217419",,,,,
1860,"0,012675","0,034715","0,02685","0,016525",11,0,0,0,"4,738331","13,559341","11,905193",,,,,
1861,"0,015552","0,043163","0,02991","0,025553",13,0,0,0,"3,727198","13,310432","19,621372",,,,,
1862,"0,010177","0,045025","0,032147","0,022622",15,0,0,0,"5,076647","12,017488","21,252394",,,,,
1863,"0,013187","0,050615","0,033358","0,027832",15,0,0,0,"7,037878","10,659695","20,564556",,,,,
1864,"0,010199","0,047169","0,033511","0,020283",17,0,0,0,"10,700226","12,051582","17,712116",,,,,
1865,"0,01075","0,048408","0,033379","0,022122",17,0,0,0,"4,67062","8,919954","24,178743",,,,,
1866,"0,011999","0,048514","0,038916","0,020354",17,0,0,0,"3,508568","11,010408","26,744604",,,,,
1867,"0,01014","0,053404","0,030742","0,026639",17,0,0,0,"5,016804","10,262966","27,280092",,,,,
1868,"0,020799","0,047172","0,042621","0,022028",20,0,0,0,"3,388643","10,512829","23,49782",,,,,
1869,"0,011292","0,064078","0,038434","0,021228",23,0,0,0,"4,360437","9,229422","37,94241",,,,,
1870,"0,014117","0,058511","0,034418","0,020041",22,0,0,0,"12,88867","10,656595","17,203569",,,,,
1871,"0,012338","0,051332","0,048092","0,030575",22,0,0,0,"19,786596","8,947372","10,735512",,,,,
1872,"0,011193","0,061734","0,043352","0,024497",22,0,0,0,"4,377127","14,19282","30,779123",,,,,
1873,"0,010435","0,059675","0,046944","0,02112",23,0,0,0,"12,439728","9,832621","25,788069",,,,,
1874,"0,011121","0,074196","0,057572","0,026215",23,0,0,0,"9,243488","13,822079","35,972595",,,,,
1875,"0,012254","0,07605","0,041042","0,021642",24,0,0,0,"5,416393","29,093742","33,002853",,,,,
1876,"0,012185","0,071812","0,058237","0,042477",24,0,0,0,"15,799522","14,540434","23,442745",,,,,
1877,"0,014346","0,068936","0,050648","0,032526",25,0,0,0,"3,52478","12,348175","25,318623",,,,,
1878,"0,012378","0,062438","0,050678","0,029296",25,0,0,0,"16,221523","11,653423","23,870945",,,,,
1879,"0,011568","0,065752","0,046899","0,03744",25,0,0,0,"3,720522","14,016628","35,479069",,,,,
1880,"0,01486","0,066547","0,036045","0,036568",25,0,0,0,"17,048836","8,6658","25,538445",,,,,
1881,"0,017262","0,056865","0,043417","0,037014",27,0,0,0,"17,650127","18,015385","11,325359",,,,,
1882,"0,013356","0,058634","0,052897","0,036668",29,0,0,0,"6,932497","9,813547","31,283617",,,,,
1883,"0,010732","0,068315","0,051485","0,040961",29,0,0,0,"3,334045","9,380341","41,295767",,,,,
1884,"0,011303","0,059216","0,063311","0,046254",28,0,0,0,"8,426666","12,493134","21,6434",,,,,
1885,"0,017878","0,06435","0,06339","0,037175",27,0,0,0,"3,831387","10,896206","25,696039",,,,,
1886,"0,012878","0,081301","0,06327","0,032406",28,0,0,0,"11,321783","12,887001","25,906563",,,,,
1887,"0,017103","0,067105","0,060479","0,033369",28,0,0,0,"3,543854","18,693209","23,207664",,,,,
1888,"0,011003","0,069932","0,059355","0,063647",28,0,0,0,"9,155989","10,38909","30,425549",,,,,
1889,"0,01025","0,072426","0,05669","0,038935",28,0,0,0,"3,72982","12,660742","16,98494",,,,,
1890,"0,015565","0,06699","0,056166","0,053378",27,0,0,0,"18,478394","9,889841","17,251253",,,,,
1891,"0,015705","0,066999","0,054428","0,046408",28,0,0,0,"5,392075","10,173559","23,680925",,,,,
1892,"0,013217","0,068163","0,061827","0,034185",30,0,0,0,"15,034437","9,745359","26,032925",,,,,
1893,"0,012704","0,075284","0,059432","0,046858",31,0,0,0,"4,655361","15,689135","43,687344",,,,,
1894,"0,014858","0,07662","0,050935","0,038475",31,0,0,0,"4,157782","14,291525","43,021917",,,,,
1895,"0,011802","0,069833","0,080994","0,05294",31,0,0,0,"12,183428","13,219595","26,669979",,,,,
1896,"0,013079","0,082567","0,101651","0,073503",34,0,0,0,"3,476858","14,922619","25,710821",,,,,
1897,"0,011784","0,060261","0,081825","0,03699",37,0,0,0,"12,490273","18,095016","8,810759",,,,,
1898,"0,010271","0,117882","0,081023","0,07085",35,0,0,0,"6,521463","9,773731","29,866457",,,,,
1899,"0,012124","0,091332","0,096886","0,062994",35,0,0,0,"9,878159","12,398243","27,438641",,,,,
1900,"0,010721","0,096207","0,080632","0,081352",35,0,0,0,"12,100697","15,7938","25,235653",,,,,
1901,"0,015162","0,095358","0,086455","0,050653",34,0,0,0,"11,115551","11,775732","43,635607",,,,,
1902,"0,019097","0,091312","0,069263","0,047536",34,0,0,0,"4,141092","15,547276","36,838055",,,,,
1903,"0,012867","0,057343","0,062478","0,043066",35,0,0,0,"4,897356","9,110451","24,961472",,,,,
1904,"0,02414","0,086122","0,058904","0,054545",37,0,0,0,"8,428335","10,4599","39,129019",,,,,
1905,"0,016176","0,070478","0,070924","0,074045",37,0,0,0,"4,66013","10,635376","25,697231",,,,,
1906,"0,017201","0,077938","0,077986","0,035176",37,0,0,0,"9,907484","10,316849","21,588326",,,,,
1907,"0,012168","0,087772","0,069366","0,045236",37,0,0,0,"15,617847","11,446238","46,259165",,,,,
1908,"0,012395","0,077026","0,064238","0,057345",36,0,0,0,"4,02379","20,829916","20,986557",,,,,
1909,"0,01292","0,073032","0,066935","0,044716",37,0,0,0,"5,403519","12,012482","27,80056",,,,,
1910,"0,01286","0,080553","0,076634","0,041891",38,0,0,0,"12,525558","10,745525","36,929369",,,,,
1911,"0,013664","0,086046","0,078711","0,073783",38,0,0,0,"4,866838","18,549681","26,242971",,,,,
1912,"0,014243","0,08574","0,074202","0,035556",38,0,0,0,"5,427837","18,633366","29,410124",,,,,
1913,"0,01968","0,099348","0,076045","0,056233",39,0,0,0,"45,365572","11,501312","24,769545",,,,,
1914,"0,015419","0,082735","0,073155","0,057181",37,0,0,0,"6,705523","13,564825","20,938158",,,,,
1915,"0,013482","0,079339","0,073421","0,037759",37,0,0,0,"4,566193","10,93173","27,078152",,,,,
1916,"0,011657","0,089563","0,045546","0,038375",37,0,0,0,"6,245852","10,814905","47,935247",,,,,
1917,"0,016347","0,064664","0,071553","0,040024",37,0,0,0,"12,185812","15,505075","25,719643",,,,,
1918,"0,017486","0,084018","0,065139","0,037686",38,0,0,0,"8,272886","13,418913","30,041218",,,,,
1919,"0,014299","0,082701","0,055657","0,04528",39,0,0,0,"10,591984","10,915279","37,862539",,,,,
1920,"0,013366","0,066771","0,067778","0,042358",38,0,0,0,"11,383295","9,50551","32,701254",,,,,
1921,"0,020134","0,079828","0,068113","0,037634",40,0,0,0,"5,626917","16,597748","21,929979",,,,,
1922,"0,023546","0,08462","0,058694","0,038736",39,0,0,0,"4,864216","15,258074","31,199217",,,,,
1923,"0,012464","0,080924","0,062294","0,033407",39,0,0,0,"4,513979","16,628027","27,329445",,,,,
1924,"0,012619","0,075627","0,046925","0,047159",39,0,0,0,"6,46615","14,998198","34,770489",,,,,
1925,"0,018821","0,064178","0,069439","0,075366",40,0,0,0,"14,385462","12,93993","23,733854",,,,,
1926,"0,018984","0,079968","0,107028","0,094209",39,0,0,0,"5,246401","12,26449","25,103331",,,,,
1927,"0,017488","0,091129","0,093639","0,063124",41,0,0,0,"18,579006","14,666319","17,571688",,,,,
1928,"0,010981","0,117347","0,073688","0,044444",40,0,0,0,"3,798962","14,692545","66,307545",,,,,
1929,"0,010128","0,08433","0,063837","0,048325",37,0,0,0,"4,715919","11,878252","45,99762",,,,,
1930,"0,013742","0,076482","0,066908","0,045492",38,0,0,0,"4,942179","11,954784","25,53606",,,,,
1931,"0,013956","0,078544","0,072219","0,087274",38,0,0,0,"6,963968","12,582541","23,820639",,,,,
1932,"0,013416","0,083931","0,079059","0,061723",38,0,0,0,"13,834715","12,204409","27,212381",,,,,
1933,"0,014481","0,094875","0,059762","0,054662",39,0,0,0,"25,471926","15,475988","39,922237",,,,,
1934,"0,012932","0,082668","0,064829","0,037674",37,0,0,0,"18,195629","16,858101","29,596806",,,,,
1935,"0,013304","0,069288","0,086498","0,03925",37,0,0,0,"4,700422","13,986111","31,365633",,,,,
1936,"0,01335","0,074179","0,088124","0,072557",37,0,0,0,"4,527569","12,587786","27,041435",,,,,
1937,"0,014726","0,068482","0,086261","0,06745",37,0,0,0,"15,995264","16,360044","7,96628",,,,,
1938,"0,027352","0,110954","0,080641","0,035049",36,0,0,0,"7,595062","10,371447","43,326616",,,,,
1939,"0,017438","0,106562","0,070207","0,050376",36,0,0,0,"7,809401","22,480249","44,163465",,,,,
1940,"0,019168","0,083557","0,079491","0,033213",35,0,0,0,"6,16765","14,132977","30,66349",,,,,
1941,"0,013725","0,075247","0,070426","0,054545",35,0,0,0,"8,186817","15,260935","24,355888",,,,,
1942,"0,010238","0,097922","0,088315","0,040514",34,0,0,0,"3,363609","11,530399","40,923595",,,,,
1943,"0,013707","0,08096","0,086989","0,049158",34,0,0,0,"3,646612","13,394117","30,516863",,,,,
1944,"0,020959","0,110419","0,056284","0,036659",34,0,0,0,"21,456242","29,811621","22,681475",,,,,
1945,"0,019943","0,080216","0,052896","0,040425",34,0,0,0,"15,808105","12,570858","22,748947",,,,,
1946,"0,012601","0,068757","0,068888","0,055688",32,0,0,0,"8,66127","10,890484","37,2262",,,,,
1947,"0,017901","0,075732","0,080151","0,095967",31,0,0,0,"6,072283","12,746572","21,863222",,,,,
1948,"0,012823","0,08539","0,080702","0,071597",32,0,0,0,"4,960537","11,520147","23,51141",,,,,
1949,"0,011068","0,096263","0,085433","0,086636",31,0,0,0,"13,050318","27,17185","40,074348",,,,,
1950,"0,020214","0,056267","0,083103","0,063768",32,0,0,0,"6,483078","13,490438","6,838083",,,,,
1951,"0,017499","0,12636","0,068463","0,042403",32,0,0,0,"18,066406","16,063929","75,621843",,,,,
1952,"0,011288","0,093675","0,050816","0,034267",32,0,0,0,"13,990879","18,695354","34,836292",,,,,
1953,"0,019341","0,070692","0,046545","0,037081",29,0,0,0,"6,444693","17,049313","29,957771",,,,,
1954,"0,029158","0,067882","0,043546","0,034508",31,0,0,0,"9,755373","17,484188","27,538776",,,,,
1955,"0,015551","0,070654","0,048187","0,032479",31,0,0,0,"11,315107","15,780449","9,65333",,,,,
1956,"0,011475","0,064986","0,051527","0,035857",32,0,0,0,"11,674404","16,113997","23,77224",,,,,
1957,"0,012837","0,071567","0,056668","0,040983",33,0,0,0,"16,377687","15,363455","24,816513",,,,,
1958,"0,012395","0,071339","0,067412","0,039367",35,0,0,0,"5,205393","14,733076","36,278725",,,,,
1959,"0,014484","0,077255","0,062355","0,03239",35,0,0,0,"5,532742","16,57176","21,272182",,,,,
1960,"0,012375","0,079156","0,058102","0,029928",35,0,0,0,"5,725861","18,756866","35,898447",,,,,
1961,"0,015756","0,075507","0,05899","0,040587",34,0,0,0,"4,139185","17,630577","38,936377",,,,,
