Frame,Captura,Procesamiento,Tracking,Escritura,Cantidad Objetos,Tiempo Total(ms),Tiempo por Objeto tracking(ms),FPS,Preprocess,Inference,Postprocess
171,0,"0,020334",0,0,0,"0,000000",0,0,"2,222776","7,980824","4,149675"
172,0,"0,017753",0,0,0,"0,000000",0,0,"2,311230","5,816936","4,239082"
173,0,"0,019622",0,0,0,"0,000000",0,0,"2,661467","6,222010","4,601955"
174,0,"0,018768",0,0,0,"0,000000",0,0,"2,300262","7,828236","4,139662"
175,0,"0,017819",0,0,0,"0,000000",0,0,"2,514362","5,828381","5,026579"
176,0,"0,019221",0,0,0,"0,000000",0,0,"2,206326","5,825758","5,738020"
177,0,"0,017752",0,0,0,"0,000000",0,0,"2,301455","7,329941","3,719091"
178,0,"0,017580",0,0,0,"0,000000",0,0,"2,424240","5,792618","4,081488"
179,0,"0,019138",0,0,0,"0,000000",0,0,"2,193689","6,539345","4,745007"
180,0,"0,018023",0,0,0,"0,000000",0,0,"3,127098","6,733179","3,862143"
181,0,"0,017409",0,0,0,"0,000000",0,0,"2,637386","5,770206","4,622698"
182,0,"0,018371",0,0,0,"0,000000",0,0,"2,614021","5,797863","4,512310"
183,0,"0,017447",0,0,0,"0,000000",0,0,"2,104521","7,246971","3,699303"
184,0,"0,017600",0,0,0,"0,000000",0,0,"2,124071","6,041288","3,790855"
185,0,"0,020127",0,0,0,"0,000000",0,0,"2,366304","6,190300","4,623413"
186,0,"0,022648",0,0,0,"0,000000",0,0,"3,468275","9,218693","4,385471"
187,0,"0,019555",0,0,0,"0,000000",0,0,"2,619743","7,400274","3,885269"
188,0,"0,018980",0,0,0,"0,000000",0,0,"2,166271","6,883621","4,662514"
189,0,"0,018638",0,0,0,"0,000000",0,0,"2,446413","7,319450","3,543615"
190,0,"0,018026",0,0,0,"0,000000",0,0,"2,196074","6,410599","3,830433"
191,0,"0,020159",0,0,0,"0,000000",0,0,"2,500772","6,502867","5,336046"
192,0,"0,019862",0,0,0,"0,000000",0,0,"4,285812","6,291151","4,205465"
193,0,"0,020507",0,0,0,"0,000000",0,0,"2,240658","6,010294","5,046606"
194,0,"0,018434",0,0,0,"0,000000",0,0,"2,017021","6,772757","4,252672"
195,0,"0,017148",0,0,0,"0,000000",0,0,"2,112627","5,760670","3,655672"
196,0,"0,019335",0,0,0,"0,000000",0,0,"2,575874","5,799770","5,743027"
197,0,"0,017522",0,0,0,"0,000000",0,0,"2,052069","7,128716","3,654480"
198,0,"0,019519",0,0,0,"0,000000",0,0,"2,751827","7,264614","3,764629"
199,0,"0,018015",0,0,0,"0,000000",0,0,"2,795935","5,770922","4,651546"
200,0,"0,018047",0,0,0,"0,000000",0,0,"2,509117","6,940365","3,786802"
201,0,"0,018654",0,0,0,"0,000000",0,0,"2,296686","7,011414","4,027128"
202,0,"0,017794",0,0,0,"0,000000",0,0,"2,155304","5,774021","5,410671"
203,0,"0,016777",0,0,0,"0,000000",0,0,"2,467394","5,769968","3,865719"
204,0,"0,016552",0,0,0,"0,000000",0,0,"2,250671","5,883217","3,727674"
205,0,"0,019219",0,0,0,"0,000000",0,0,"2,536774","5,839825","4,731894"
206,0,"0,020522",0,0,0,"0,000000",0,0,"2,214670","7,071972","5,697727"
207,0,"0,026662",0,0,0,"0,000000",0,0,"4,894733","7,619619","8,390903"
208,0,"0,018639",0,0,0,"0,000000",0,0,"3,340006","5,905628","4,802942"
209,0,"0,031258",0,0,0,"0,000000",0,0,"2,725840","8,806705","12,465239"
210,0,"0,027408",0,0,0,"0,000000",0,0,"2,372980","8,513212","9,077787"
211,0,"0,024796",0,0,0,"0,000000",0,0,"3,642797","8,327961","6,192207"
212,0,"0,022249",0,0,0,"0,000000",0,0,"2,296209","7,780313","4,266977"
213,0,"0,022283",0,0,0,"0,000000",0,0,"3,107071","6,880522","4,752874"
214,0,"0,024536",0,0,0,"0,000000",0,0,"3,487587","6,865501","6,909609"
215,0,"0,025566",0,0,0,"0,000000",0,0,"2,347231","8,500814","6,519318"
216,0,"0,021559",0,0,0,"0,000000",0,0,"2,412558","6,610632","6,788015"
217,0,"0,027882",0,0,0,"0,000000",0,0,"3,670931","9,906054","6,098509"
218,0,"0,025805",0,0,0,"0,000000",0,0,"3,001451","9,568930","5,283594"
219,0,"0,021516",0,0,0,"0,000000",0,0,"2,559185","8,684635","4,736185"
220,0,"0,017202",0,0,0,"0,000000",0,0,"2,566338","6,090879","3,869772"
221,0,"0,018647",0,0,0,"0,000000",0,0,"2,228975","6,125212","5,301476"
222,0,"0,018486",0,0,0,"0,000000",0,0,"1,967669","5,888939","4,718781"
223,0,"0,024469",0,0,0,"0,000000",0,0,"2,960920","6,763458","6,667376"
224,0,"0,021354",0,0,0,"0,000000",0,0,"3,045321","7,317781","4,974842"
225,0,"0,022224",0,0,0,"0,000000",0,0,"2,676487","6,485224","5,084276"
226,0,"0,022146",0,0,0,"0,000000",0,0,"2,366781","7,839203","5,091667"
227,0,"0,019260",0,0,0,"0,000000",0,0,"2,294779","5,929470","3,943682"
228,0,"0,020794",0,0,0,"0,000000",0,0,"2,612114","6,226063","5,050898"
229,0,"0,027764",0,0,0,"0,000000",0,0,"2,702236","9,167671","9,958029"
230,0,"0,021201",0,0,0,"0,000000",0,0,"2,926826","7,164001","4,273415"
231,0,"0,025513",0,0,0,"0,000000",0,0,"5,694389","7,200718","5,050182"
232,0,"0,019426",0,0,0,"0,000000",0,0,"3,186464","7,163048","3,832340"
233,0,"0,018456",0,0,0,"0,000000",0,0,"2,810240","6,901741","3,872871"
234,0,"0,017250",0,0,0,"0,000000",0,0,"1,986504","5,919933","4,516602"
235,0,"0,017331",0,0,0,"0,000000",0,0,"2,138138","5,855799","4,522085"
236,0,"0,017591",0,0,0,"0,000000",0,0,"2,616167","5,892277","4,467249"
237,0,"0,019607",0,0,0,"0,000000",0,0,"2,145052","5,873442","4,009485"
238,0,"0,017795",0,0,0,"0,000000",0,0,"2,100706","6,057501","4,928827"
239,0,"0,017637",0,0,0,"0,000000",0,0,"2,827168","5,861998","4,291296"
240,0,"0,016588",0,0,0,"0,000000",0,0,"2,098560","5,785465","3,811836"
241,0,"0,017110",0,0,0,"0,000000",0,0,"2,246141","5,809546","4,070997"
242,0,"0,024158",0,0,0,"0,000000",0,0,"6,547689","5,817175","4,878044"
243,0,"0,025134",0,0,0,"0,000000",0,0,"3,028870","8,267164","5,847692"
244,0,"0,020417",0,0,0,"0,000000",0,0,"3,301620","5,914927","5,455732"
245,0,"0,020035",0,0,0,"0,000000",0,0,"2,071381","9,075403","4,158974"
246,0,"0,018834",0,0,0,"0,000000",0,0,"3,449917","5,939484","3,764868"
247,0,"0,020776",0,0,0,"0,000000",0,0,"2,345324","9,805679","4,050255"
248,0,"0,015785",0,0,0,"0,000000",0,0,"2,190113","5,737066","3,546476"
249,0,"0,015585",0,0,0,"0,000000",0,0,"1,949072","5,740643","3,618717"
250,0,"0,017321",0,0,0,"0,000000",0,0,"2,072811","5,739927","3,651381"
251,0,"0,016514",0,0,0,"0,000000",0,0,"1,997709","5,767107","4,070997"
252,0,"0,018285",0,0,0,"0,000000",0,0,"3,331900","6,398678","3,800392"
253,0,"0,016538",0,0,0,"0,000000",0,0,"1,955748","5,759716","4,096746"
254,0,"0,018723",0,0,0,"0,000000",0,0,"1,979113","5,797148","5,247593"
255,0,"0,017541",0,0,0,"0,000000",0,0,"2,034903","5,795479","4,846334"
256,0,"0,020650",0,0,0,"0,000000",0,0,"1,980782","7,021427","5,092621"
257,0,"0,017798",0,0,0,"0,000000",0,0,"1,921654","5,892038","4,831314"
258,0,"0,018445",0,0,0,"0,000000",0,0,"1,983643","5,842924","3,931999"
