frame_number,capture_stage,inference_stage,tracking_stage,writing_stage
115,0.005355,0.012219,0.014688,0.014092
116,0.005323,0.014024,0.014332,0.015276
117,0.005726,0.013118,0.014685,0.013008
118,0.005316,0.013346,0.014394,0.01512
119,0.005395,0.012505,0.01436,0.015108
120,0.005401,0.012358,0.014411,0.017713
121,0.005266,0.012365,0.014414,0.01418
122,0.005278,0.012511,0.014563,0.015629
123,0.005331,0.012085,0.014729,0.014176
124,0.005792,0.012624,0.014645,0.016827
125,0.005436,0.012613,0.014648,0.013787
126,0.00544,0.01328,0.014488,0.014338
127,0.005451,0.012646,0.014605,0.012777
128,0.005477,0.012351,0.014911,0.013282
129,0.00531,0.01263,0.014713,0.01484
130,0.005387,0.01219,0.014945,0.015003
131,0.005466,0.01232,0.014569,0.01394
132,0.005602,0.019169,0.014539,0.019997
133,0.005382,0.013518,0.016025,0.016083
134,0.005727,0.013422,0.014511,0.015228
135,0.006261,0.012604,0.014313,0.015394
136,0.005387,0.012117,0.015081,0.014827
137,0.005391,0.011989,0.014531,0.016725
138,0.009593,0.012356,0.014455,0.015939
139,0.005315,0.012531,0.014959,0.017438
140,0.005375,0.012048,0.014578,0.016351
141,0.006254,0.011908,0.015029,0.015852
142,0.005343,0.011899,0.014442,0.014812
143,0.005515,0.012505,0.014402,0.013071
144,0.005374,0.01225,0.014599,0.018683
145,0.005385,0.013662,0.014166,0.016895
146,0.005358,0.012881,0.014644,0.014232
147,0.005318,0.012961,0.015004,0.012862
148,0.005346,0.012284,0.014323,0.012863
149,0.005418,0.013254,0.014716,0.013897
150,0.005574,0.013624,0.014732,0.014129
151,0.005333,0.019226,0.015113,0.01419
152,0.005479,0.013061,0.015851,0.015698
153,0.00536,0.012273,0.01422,0.012883
154,0.006769,0.012491,0.015433,0.013269
155,0.006062,0.013996,0.015262,0.013581
156,0.005826,0.012495,0.015146,0.017436
157,0.005433,0.013067,0.014779,0.014996
158,0.005449,0.01276,0.014166,0.014971
159,0.005332,0.012676,0.015322,0.01497
160,0.005494,0.012275,0.014267,0.012943
161,0.007385,0.012953,0.014736,0.013697
162,0.005365,0.012172,0.014936,0.013326
163,0.005813,0.013244,0.014556,0.01318
164,0.005387,0.013933,0.014236,0.017072
165,0.007641,0.014808,0.014641,0.016198
166,0.005465,0.012266,0.01483,0.01404
167,0.005369,0.013326,0.015702,0.013949
168,0.007372,0.012158,0.015072,0.016487
169,0.005402,0.012284,0.014047,0.016936
170,0.005452,0.012248,0.014053,0.017489
171,0.005394,0.01214,0.015089,0.016838
172,0.00539,0.012497,0.016571,0.014577
173,0.006667,0.012539,0.016229,0.016507
174,0.006166,0.013306,0.014896,0.015277
175,0.005781,0.013489,0.014375,0.013952
176,0.00546,0.012649,0.014749,0.017062
177,0.005411,0.012784,0.014899,0.017671
178,0.005425,0.012955,0.014071,0.014764
179,0.005332,0.012227,0.014042,0.016973
180,0.005439,0.011983,0.013812,0.015636
181,0.005629,0.012673,0.01411,0.018651
182,0.005335,0.018289,0.013855,0.015328
183,0.005346,0.014738,0.01425,0.021368
184,0.005461,0.012252,0.014855,0.014778
185,0.005558,0.012147,0.015185,0.014917
186,0.005434,0.012425,0.014994,0.016361
187,0.005571,0.012316,0.015722,0.016271
188,0.00537,0.012087,0.015383,0.01669
189,0.007765,0.014325,0.015651,0.016485
190,0.005458,0.014168,0.014825,0.014874
191,0.006081,0.013972,0.017453,0.01602
192,0.005371,0.013886,0.015634,0.01626
193,0.00602,0.012405,0.01555,0.016793
194,0.006379,0.012979,0.015791,0.015859
195,0.006146,0.018494,0.014783,0.014506
196,0.005345,0.013333,0.014587,0.016651
197,0.005437,0.012966,0.01457,0.016867
198,0.00606,0.012628,0.014184,0.01435
199,0.005331,0.012622,0.014393,0.015031
200,0.005284,0.012361,0.014052,0.01561
201,0.0054,0.012495,0.013733,0.015689
202,0.005319,0.016509,0.014279,0.017273
203,0.005407,0.012602,0.014705,0.016444
204,0.005309,0.012687,0.014891,0.014982
205,0.005336,0.012806,0.015837,0.014416
206,0.006301,0.01274,0.016021,0.016295
207,0.005374,0.012553,0.0154,0.015495
208,0.005391,0.012848,0.014099,0.015577
209,0.007108,0.013176,0.015029,0.016047
210,0.005439,0.012762,0.015403,0.015197
211,0.005434,0.012679,0.01545,0.014504
212,0.00555,0.012231,0.015052,0.016981
213,0.00545,0.012828,0.015502,0.016195
214,0.006338,0.014044,0.01462,0.016916
215,0.005444,0.014503,0.014604,0.018501
216,0.005617,0.012718,0.015048,0.016859
217,0.005598,0.012662,0.015039,0.016825
218,0.005692,0.014961,0.016568,0.01716
219,0.005544,0.012465,0.016038,0.01543
220,0.005535,0.012116,0.01473,0.014951
221,0.005662,0.013988,0.01472,0.01566
222,0.005598,0.01217,0.014747,0.019245
223,0.007686,0.012697,0.016027,0.0176
224,0.00568,0.012171,0.016114,0.01674
225,0.005444,0.012455,0.015717,0.017674
226,0.005644,0.012493,0.01518,0.016511
227,0.005636,0.012347,0.014721,0.019655
228,0.005578,0.012186,0.015045,0.016723
229,0.005427,0.012207,0.016047,0.017871
230,0.008927,0.01278,0.014957,0.01773
231,0.005343,0.01273,0.014748,0.016584
232,0.005484,0.012926,0.015537,0.016429
233,0.008847,0.012528,0.014436,0.017798
234,0.0054,0.012453,0.014689,0.017918
235,0.005412,0.012992,0.01671,0.020875
236,0.006166,0.012172,0.01574,0.016108
237,0.005468,0.012225,0.016311,0.015994
238,0.005456,0.012063,0.015252,0.01617
239,0.005487,0.012062,0.014475,0.016325
240,0.005432,0.012218,0.014092,0.014644
241,0.009733,0.012628,0.014168,0.015482
242,0.005493,0.012153,0.015076,0.015085
243,0.006586,0.012197,0.015067,0.015431
244,0.005389,0.011985,0.014656,0.019953
245,0.005349,0.012189,0.014998,0.023972
246,0.005648,0.012713,0.016397,0.019258
247,0.006931,0.012453,0.015046,0.019406
248,0.00633,0.012881,0.015123,0.019877
249,0.00534,0.012511,0.015921,0.023095
250,0.005359,0.012104,0.014178,0.016164
251,0.005321,0.012442,0.014334,0.013735
252,0.008169,0.012627,0.014547,0.016247
253,0.005475,0.012872,0.014432,0.016445
254,0.006123,0.012313,0.01559,0.013586
255,0.006168,0.012432,0.015656,0.014267
256,0.005334,0.012551,0.017188,0.013538
257,0.00536,0.012374,0.016472,0.014003
258,0.005348,0.012317,0.0161,0.015373
259,0.005603,0.013042,0.015869,0.014645
260,0.005354,0.012453,0.016487,0.013735
261,0.005348,0.015472,0.016953,0.014124
262,0.005325,0.012283,0.01529,0.014387
263,0.00617,0.012877,0.014252,0.015189
264,0.005598,0.012999,0.013991,0.015996
265,0.005504,0.01254,0.014082,0.014483
266,0.005412,0.012785,0.01455,0.013752
267,0.005364,0.012392,0.015448,0.014497
268,0.005549,0.012683,0.016687,0.014144
269,0.005305,0.01199,0.015855,0.014026
270,0.006338,0.01286,0.016606,0.014891
271,0.005634,0.012651,0.017011,0.019482
272,0.006365,0.012524,0.016448,0.017422
273,0.005999,0.012237,0.015515,0.016799
274,0.005377,0.012091,0.01463,0.016106
275,0.005608,0.012605,0.015686,0.017549
276,0.005342,0.012217,0.015491,0.016667
277,0.005293,0.013365,0.014887,0.016429
278,0.005419,0.012392,0.015492,0.021003
279,0.005955,0.012583,0.014737,0.017009
280,0.005365,0.012532,0.014348,0.016032
281,0.005351,0.012762,0.015331,0.017192
282,0.005329,0.014115,0.015158,0.014969
283,0.005609,0.012373,0.016912,0.016642
284,0.008751,0.012838,0.015634,0.015964
285,0.005343,0.012756,0.015429,0.015323
286,0.005881,0.012531,0.015232,0.017762
287,0.00543,0.012117,0.014835,0.016204
288,0.005383,0.011838,0.014839,0.014225
289,0.005359,0.012202,0.014603,0.018391
290,0.005388,0.012129,0.014163,0.017431
291,0.005345,0.012382,0.016163,0.015755
292,0.005392,0.012565,0.017281,0.015692
293,0.005363,0.012138,0.016609,0.016341
294,0.005295,0.012456,0.015384,0.015849
295,0.005379,0.013204,0.015445,0.016
296,0.008682,0.012683,0.01665,0.023384
297,0.0086,0.012467,0.016054,0.015121
298,0.00813,0.012082,0.01515,0.017219
299,0.0062,0.012282,0.015478,0.015901
300,0.005331,0.012227,0.01515,0.014435
301,0.005276,0.012612,0.015257,0.016153
302,0.005494,0.013713,0.015595,0.017434
303,0.006226,0.012303,0.014958,0.018512
304,0.005478,0.012384,0.014702,0.017558
305,0.005299,0.012461,0.015569,0.016923
306,0.005461,0.012357,0.015568,0.015929
307,0.005436,0.012545,0.014749,0.01674
308,0.00551,0.012722,0.014623,0.015687
309,0.005492,0.01249,0.015174,0.016341
310,0.00554,0.0124,0.015851,0.015953
311,0.005516,0.0125,0.01483,0.01641
312,0.005445,0.012324,0.014151,0.015606
313,0.005368,0.0122,0.014363,0.016075
314,0.005376,0.012605,0.014286,0.01549
315,0.00548,0.012756,0.01476,0.01802
316,0.00551,0.01325,0.0164,0.01754
317,0.005682,0.014383,0.0166,0.017885
318,0.00549,0.013883,0.017145,0.019924
319,0.005509,0.015524,0.015324,0.019342
320,0.005416,0.013775,0.014985,0.018608
321,0.005503,0.013902,0.014849,0.019956
322,0.005427,0.013171,0.015945,0.018175
323,0.005455,0.012593,0.016921,0.018558
324,0.005413,0.012764,0.016485,0.016977
325,0.005393,0.012686,0.016609,0.019816
326,0.006372,0.013314,0.016107,0.018921
327,0.00538,0.01588,0.015279,0.020533
328,0.005531,0.012759,0.014786,0.020014
329,0.00545,0.01268,0.015132,0.021627
330,0.005461,0.015097,0.018287,0.017984
331,0.005439,0.01268,0.017192,0.018242
332,0.005698,0.012742,0.015893,0.018092
333,0.00687,0.013199,0.015591,0.018088
334,0.005282,0.01293,0.023666,0.016672
335,0.005408,0.013088,0.015919,0.018235
336,0.005371,0.012768,0.01564,0.016109
337,0.00533,0.013074,0.014393,0.018948
338,0.005486,0.012177,0.014391,0.017767
339,0.005629,0.012224,0.01484,0.016927
340,0.00564,0.012171,0.020523,0.019496
341,0.005442,0.01223,0.016592,0.017895
342,0.005628,0.012435,0.01696,0.016647
343,0.005382,0.01207,0.015956,0.016229
344,0.005393,0.012287,0.015899,0.019782
345,0.005358,0.01286,0.016204,0.018407
346,0.005312,0.012794,0.015894,0.018895
347,0.005332,0.012721,0.014689,0.017338
348,0.005368,0.014072,0.015198,0.015316
349,0.005372,0.013062,0.014043,0.016548
350,0.005376,0.01279,0.014098,0.017137
351,0.010007,0.012736,0.015215,0.015468
352,0.006631,0.012635,0.017584,0.018763
353,0.00543,0.012599,0.017824,0.016343
354,0.005401,0.012762,0.017418,0.015539
355,0.005494,0.012468,0.017673,0.017262
356,0.005258,0.012409,0.017008,0.015134
357,0.005467,0.012871,0.014691,0.016571
358,0.005664,0.013092,0.015858,0.016592
359,0.006715,0.014295,0.01644,0.020334
360,0.005372,0.01295,0.014752,0.013975
361,0.00537,0.011996,0.0152,0.020014
362,0.006048,0.012601,0.016133,0.019818
363,0.005439,0.012516,0.016089,0.021262
364,0.005765,0.013319,0.016206,0.016085
365,0.005324,0.012737,0.016325,0.020848
366,0.005344,0.012623,0.015616,0.018708
367,0.005383,0.012929,0.015787,0.01574
368,0.00547,0.012538,0.016358,0.018927
369,0.005305,0.014946,0.017406,0.019178
370,0.005292,0.015661,0.018019,0.016238
371,0.005372,0.012646,0.017543,0.017889
372,0.005351,0.012144,0.015456,0.014923
373,0.005331,0.01256,0.015376,0.017281
374,0.005327,0.011961,0.015578,0.021637
375,0.005513,0.013058,0.015142,0.019338
376,0.005612,0.012711,0.016088,0.018909
377,0.005641,0.012439,0.01503,0.020218
378,0.005835,0.012516,0.014744,0.01734
379,0.005631,0.012868,0.015229,0.016282
380,0.005594,0.013517,0.016123,0.016271
381,0.006745,0.013011,0.01663,0.022898
382,0.005469,0.015386,0.016642,0.018821
383,0.005322,0.012624,0.016248,0.017576
384,0.005596,0.012497,0.016159,0.016658
385,0.005303,0.012581,0.015547,0.020755
386,0.006383,0.012612,0.015641,0.020563
387,0.006222,0.01312,0.016556,0.015493
388,0.005494,0.012738,0.015597,0.016785
389,0.005416,0.01279,0.014759,0.015408
390,0.005389,0.012593,0.016112,0.017701
391,0.005405,0.012183,0.01662,0.016605
392,0.005636,0.012352,0.015302,0.015335
393,0.005414,0.012481,0.01568,0.018861
394,0.005343,0.012902,0.015914,0.019072
395,0.005594,0.012,0.015786,0.018498
396,0.005653,0.012104,0.014319,0.015727
397,0.006498,0.011942,0.015488,0.017692
398,0.005663,0.012399,0.014394,0.020859
399,0.005417,0.012119,0.014786,0.017431
400,0.005416,0.012924,0.016621,0.018398
401,0.005427,0.01245,0.014849,0.017016
402,0.005437,0.01254,0.014121,0.016783
403,0.005846,0.012072,0.014517,0.018657
404,0.005358,0.011975,0.015156,0.019924
405,0.010193,0.012491,0.015176,0.016101
406,0.005414,0.019298,0.014874,0.015163
407,0.005343,0.013517,0.015307,0.016192
408,0.00534,0.01319,0.016906,0.014981
409,0.005364,0.012124,0.016929,0.015645
410,0.005345,0.012132,0.01569,0.020466
411,0.005427,0.012107,0.01532,0.018161
412,0.006259,0.012407,0.014776,0.017518
413,0.005449,0.012204,0.014304,0.016304
414,0.005382,0.012174,0.015698,0.01481
415,0.006973,0.012538,0.014505,0.017133
416,0.006986,0.01273,0.014717,0.014906
417,0.007519,0.012606,0.014453,0.016086
418,0.005318,0.012337,0.014848,0.015182
419,0.005338,0.013205,0.015099,0.01493
420,0.00535,0.012671,0.015941,0.015154
421,0.006121,0.016459,0.01586,0.017579
422,0.005262,0.012708,0.015918,0.015202
423,0.005666,0.012504,0.015457,0.015022
424,0.005424,0.013557,0.014347,0.0151
425,0.005335,0.013583,0.014629,0.01814
426,0.005499,0.01284,0.01532,0.01607
427,0.005424,0.013586,0.014543,0.016833
428,0.00554,0.013513,0.014379,0.015286
429,0.005426,0.013043,0.014186,0.014849
430,0.005318,0.012995,0.014285,0.013834
431,0.00547,0.013623,0.014145,0.014319
432,0.005323,0.012535,0.015652,0.015068
433,0.00538,0.012629,0.015357,0.015624
434,0.005424,0.013124,0.015175,0.01408
435,0.005313,0.012242,0.015583,0.01388
436,0.005493,0.012914,0.014333,0.014522
437,0.005361,0.012304,0.01547,0.015524
438,0.00543,0.012152,0.01541,0.01662
439,0.005336,0.012411,0.015195,0.016015
440,0.005242,0.010089,0.004567,0.017159
441,0.005199,0.009702,0.003527,0.00393
442,0.005325,0.010029,0.004369,0.004325
443,0.005399,0.009783,0.00362,0.003814
444,0.005399,0.015682,0.004015,0.013095
445,0.005557,0.010632,0.00373,0.012259
446,0.005318,0.012611,0.003613,0.005088
447,0.00537,0.010791,0.003817,0.012722
448,0.005308,0.010803,0.003657,0.011145
449,0.005317,0.010538,0.004007,0.005943
450,0.007637,0.01024,0.003494,0.010612
451,0.005339,0.010358,0.004089,0.011011
452,0.007696,0.010988,0.003521,0.005777
453,0.005375,0.011402,0.004263,0.010045
454,0.005336,0.010862,0.003643,0.004723
455,0.008217,0.01158,0.003592,0.010095
456,0.006707,0.010437,0.003591,0.01008
457,0.005679,0.010562,0.003836,0.00458
458,0.005404,0.011104,0.003459,0.009834
459,0.005405,0.010744,0.003765,0.0103
460,0.005365,0.010534,0.003605,0.004229
461,0.005304,0.010544,0.003535,0.009878
462,0.005302,0.010725,0.004046,0.00999
463,0.005482,0.010794,0.003637,0.006991
464,0.005309,0.010741,0.003474,0.005777
465,0.00529,0.010468,0.003999,0.005393
466,0.006088,0.010734,0.003496,0.005238
467,0.006384,0.010818,0.003622,0.004816
468,0.005519,0.010389,0.003508,0.004256
469,0.005435,0.010034,0.003384,0.005576
470,0.005332,0.010659,0.003688,0.005789
471,0.005525,0.010131,0.003591,0.005456
472,0.005418,0.010782,0.003696,0.005531
473,0.007341,0.010415,0.003602,0.004636
474,0.005424,0.010883,0.003485,0.004596
475,0.005409,0.010608,0.003912,0.00698
476,0.00545,0.011808,0.003856,0.005668
477,0.005669,0.012028,0.003811,0.005859
478,0.005491,0.010629,0.003487,0.005105
479,0.00544,0.010402,0.003454,0.005533
480,0.005332,0.010371,0.003424,0.004549
481,0.006204,0.010448,0.003618,0.005314
482,0.005355,0.010223,0.00353,0.007921
483,0.005564,0.010315,0.003823,0.008175
484,0.005456,0.010623,0.003695,0.003981
485,0.01046,0.010172,0.003411,0.003874
486,0.005838,0.010147,0.003386,0.003883
487,0.005483,0.010099,0.003329,0.00377
488,0.005408,0.01026,0.003414,0.005766
489,0.005545,0.010252,0.003416,0.004373
490,0.00548,0.010531,0.003514,0.003712
491,0.00528,0.010055,0.003495,0.003797
492,0.005514,0.010239,0.003396,0.003626
493,0.010044,0.010087,0.003367,0.004189
494,0.005492,0.01012,0.00334,0.003747
495,0.005315,0.010465,0.003368,0.003591
496,0.005269,0.009895,0.003278,0.003886
497,0.00529,0.010231,0.003513,0.004014
498,0.005264,0.010032,0.003249,0.003777
499,0.005263,0.010165,0.003501,0.003782
500,0.005405,0.010214,0.003574,0.005828
501,0.005396,0.010078,0.002872,0.004052
502,0.00544,0.010433,0.000728,0.003617
503,0.005369,0.010228,0.000748,0.003482
504,0.005359,0.010252,0.000738,0.003918
505,0.005275,0.010718,0.000809,0.003577
506,0.005456,0.010465,0.000799,0.00363
507,0.005341,0.010294,0.000841,0.003679
508,0.005328,0.010419,0.000839,0.003822
509,0.00525,0.010368,0.000813,0.004076
510,0.005384,0.010481,0.000773,0.003535
511,0.005274,0.010033,0.000858,0.004295
512,0.005249,0.010248,0.000774,0.005675
513,0.005361,0.010387,0.000826,0.004026
514,0.005349,0.010126,0.000758,0.003713
515,0.005394,0.01031,0.00081,0.003603
516,0.005293,0.010208,0.000919,0.003535
517,0.005274,0.010338,0.00073,0.003515
518,0.005371,0.010294,0.000766,0.003536
519,0.005313,0.01056,0.000844,0.004437
520,0.005303,0.010105,0.000752,0.00355
521,0.005265,0.010121,0.000786,0.00351
522,0.005362,0.010702,0.000726,0.00358
523,0.005359,0.009969,0.000777,0.004008
524,0.005321,0.010115,0.000784,0.005819
525,0.005288,0.010252,0.000744,0.004837
526,0.005238,0.010117,0.000714,0.003822
527,0.005283,0.010231,0.000723,0.003711
528,0.00542,0.010082,0.000706,0.003531
529,0.005271,0.01032,0.000765,0.003561
530,0.005286,0.010332,0.000727,0.003608
531,0.005302,0.010557,0.000856,0.003521
532,0.005315,0.010298,0.000744,0.003679
533,0.005292,0.01,0.000755,0.003501
534,0.005292,0.01067,0.000727,0.003651
535,0.005356,0.010806,0.000702,0.003528
536,0.005273,0.009928,0.000813,0.005766
537,0.005289,0.010069,0.000818,0.004607
538,0.005371,0.009967,0.000732,0.004231
539,0.005281,0.010231,0.000665,0.003554
540,0.005335,0.010425,0.000768,0.00357
541,0.005296,0.010223,0.000817,0.003462
542,0.00607,0.010249,0.000764,0.003606
543,0.005438,0.013355,0.015598,0.017077
544,0.005344,0.012599,0.020705,0.023648
545,0.005359,0.012516,0.020296,0.018099
546,0.005347,0.012692,0.019704,0.020163
547,0.005407,0.012247,0.020144,0.015523
548,0.005513,0.013046,0.020075,0.020043
549,0.005375,0.013017,0.019776,0.019799
550,0.005475,0.018055,0.020889,0.018863
551,0.005465,0.012495,0.021156,0.021226
552,0.005501,0.012798,0.021982,0.01962
553,0.00541,0.014492,0.021839,0.019261
554,0.00539,0.012173,0.02078,0.019023
555,0.005376,0.013091,0.02087,0.022223
556,0.005454,0.01296,0.021544,0.020534
557,0.005397,0.012732,0.023001,0.017229
558,0.005395,0.013348,0.020614,0.017794
559,0.005549,0.014137,0.0208,0.01779
560,0.008157,0.012,0.020903,0.021548
561,0.005444,0.012848,0.022232,0.01997
562,0.005862,0.012265,0.020603,0.020756
563,0.007813,0.012628,0.020395,0.018095
564,0.005435,0.013441,0.020247,0.022836
565,0.005392,0.012289,0.020494,0.021763
566,0.005484,0.012521,0.020874,0.021133
567,0.00537,0.012637,0.021172,0.02326
568,0.005499,0.011952,0.020416,0.019944
569,0.005506,0.012978,0.020314,0.020171
570,0.005387,0.012345,0.021044,0.020466
571,0.005285,0.012544,0.021295,0.019044
572,0.005571,0.013334,0.022678,0.020911
573,0.005322,0.012112,0.02234,0.018949
574,0.00543,0.012877,0.020905,0.017531
575,0.005375,0.012101,0.020995,0.02392
576,0.005476,0.012255,0.022126,0.019278
577,0.005632,0.012407,0.020915,0.018276
578,0.005377,0.011946,0.021075,0.018789
579,0.005393,0.012294,0.020764,0.022359
580,0.005625,0.012915,0.020544,0.020096
581,0.005411,0.012617,0.021111,0.020566
582,0.00546,0.013024,0.020546,0.019975
583,0.005478,0.012188,0.020589,0.020289
584,0.005519,0.011958,0.020606,0.018014
585,0.006222,0.012194,0.020999,0.017263
586,0.005343,0.012053,0.021616,0.019448
587,0.005487,0.013274,0.020715,0.017883
588,0.005381,0.012415,0.020941,0.01994
589,0.005447,0.012374,0.021928,0.020418
590,0.005478,0.012201,0.021627,0.019814
591,0.006106,0.012285,0.021261,0.021041
592,0.006424,0.013127,0.021041,0.01815
593,0.008247,0.0123,0.020726,0.017617
594,0.008642,0.012467,0.020524,0.017025
595,0.005543,0.012182,0.021013,0.017188
596,0.00614,0.012615,0.020645,0.019675
597,0.005435,0.014215,0.020376,0.017658
598,0.005389,0.012164,0.021533,0.018551
599,0.00575,0.01221,0.020563,0.020953
600,0.005747,0.012249,0.021047,0.01864
601,0.006006,0.012352,0.020543,0.018349
602,0.005447,0.012425,0.020316,0.019637
603,0.007311,0.012374,0.021191,0.018689
604,0.005405,0.012594,0.020341,0.018243
605,0.005369,0.012187,0.02067,0.01779
606,0.005416,0.012489,0.020928,0.018396
607,0.005442,0.012066,0.02076,0.018545
608,0.006708,0.012235,0.020693,0.018907
609,0.005378,0.01305,0.020982,0.019166
610,0.0054,0.012403,0.021741,0.019296
611,0.005483,0.012864,0.021145,0.018451
612,0.005386,0.012493,0.020686,0.01912
613,0.00539,0.013201,0.021173,0.018115
614,0.005702,0.012052,0.021494,0.021784
615,0.005367,0.012509,0.021257,0.017263
616,0.005512,0.012434,0.020348,0.01732
617,0.005407,0.012253,0.020684,0.018097
618,0.005834,0.012236,0.020952,0.02394
619,0.005382,0.012391,0.021737,0.017064
620,0.005464,0.012311,0.020486,0.016801
621,0.005337,0.012208,0.020607,0.016057
622,0.005354,0.012664,0.020916,0.022849
623,0.005419,0.012625,0.020276,0.022189
624,0.005394,0.012461,0.020647,0.019281
625,0.00596,0.01222,0.021101,0.016582
626,0.005373,0.01264,0.020654,0.019028
627,0.005648,0.012894,0.020651,0.020319
628,0.006285,0.012483,0.021313,0.019794
629,0.005461,0.012787,0.02109,0.016702
630,0.005458,0.012226,0.02098,0.017523
631,0.005523,0.012166,0.020345,0.016972
632,0.005449,0.01193,0.020314,0.018345
