Frame,Captura,Procesamiento,Tracking,Escritura,Cantidad Objetos,Tiempo Total (ms),Tiempo por Objeto Tracking (ms),Preprocess,Inference,Postprocess
1692,"0,006881","0,036184","0,001361","0,008315",0,"52,741200","0,000000","3,162146","24,898767","5,755901"
1693,"0,005781","0,019290","0,001065","0,006802",0,"32,937204","0,000000","3,114939","11,476755","1,836300"
1694,"0,006197","0,032420","0,001168","0,005835",0,"45,620539","0,000000","2,496958","24,451256","2,204657"
1695,"0,005449","0,026165","0,001120","0,007381",0,"40,114634","0,000000","8,422136","12,280941","2,366066"
1696,"0,005607","0,032198","0,002101","0,006386",0,"46,292821","0,000000","2,241850","25,483847","1,901627"
1697,"0,011162","0,023304","0,001176","0,005346",0,"40,987633","0,000000","3,149509","13,803244","3,894567"
1698,"0,006138","0,016441","0,002410","0,004960",0,"29,949105","0,000000","2,352715","6,388664","2,470970"
1699,"0,005811","0,031544","0,001193","0,005908",0,"44,456359","0,000000","2,487183","24,713755","2,015829"
1700,"0,008083","0,021580","0,001234","0,008117",0,"39,014843","0,000000","3,198624","12,415648","2,236128"
1701,"0,005684","0,036000","0,001544","0,005413",0,"48,640603","0,000000","4,222393","26,287317","2,949238"
1702,"0,012098","0,022992","0,001081","0,005242",0,"41,412996","0,000000","3,978252","12,631893","3,913403"
1703,"0,005259","0,017922","0,002162","0,004803",0,"30,145626","0,000000","2,183199","10,478020","1,967430"
1704,"0,005398","0,033677","0,001199","0,008563",0,"48,836900","0,000000","3,570080","24,737597","1,709700"
1705,"0,007823","0,022081","0,001146","0,006300",0,"37,349331","0,000000","3,149033","13,687134","2,140522"
1706,"0,007066","0,013893","0,009358","0,005425",0,"35,741261","0,000000","2,063751","5,795956","1,937628"
1707,"0,006710","0,031572","0,001165","0,007576",0,"47,022389","0,000000","2,235174","23,948193","1,992941"
1708,"0,005361","0,020813","0,001150","0,006448",0,"33,772407","0,000000","3,612041","11,282682","1,708984"
1709,"0,006729","0,035793","0,001241","0,005536",0,"49,297817","0,000000","2,754927","27,548075","2,233982"
1710,"0,011906","0,024436","0,001347","0,006324",0,"44,012275","0,000000","5,534410","12,357473","3,890276"
1711,"0,005424","0,014782","0,001208","0,005230",0,"26,644001","0,000000","2,151966","7,906199","2,218008"
1712,"0,006771","0,032191","0,001319","0,005099",0,"45,379951","0,000000","2,376556","24,641275","2,066612"
1713,"0,005557","0,023230","0,001097","0,004262",0,"34,146504","0,000000","3,860474","12,121201","4,725456"
1714,"0,007585","0,014889","0,001158","0,004712",0,"28,343693","0,000000","2,403498","6,436825","3,561020"
1715,"0,005467","0,033326","0,001068","0,004053",0,"43,914288","0,000000","3,509998","25,784254","1,811981"
1716,"0,005316","0,022249","0,001189","0,004805",0,"33,557775","0,000000","2,839088","12,974501","3,300905"
1717,"0,005625","0,032977","0,002263","0,005236",0,"46,101229","0,000000","2,035141","26,235342","2,258778"
1718,"0,011916","0,024057","0,002986","0,003809",0,"42,767646","0,000000","3,625154","12,880087","4,992962"
1719,"0,005330","0,012948","0,001339","0,006528",0,"26,145932","0,000000","2,106905","6,521940","1,867294"
1720,"0,005734","0,033657","0,001791","0,004784",0,"45,966152","0,000000","3,105402","26,066542","2,043247"
1721,"0,005517","0,021610","0,001113","0,005415",0,"33,656083","0,000000","3,881931","13,101101","2,304554"
1722,"0,005383","0,016091","0,003745","0,004514",0,"29,733352","0,000000","2,146959","6,921053","2,839327"
1723,"0,009108","0,035397","0,001341","0,004140",0,"49,986103","0,000000","2,684593","26,705265","2,724886"
1724,"0,005281","0,024350","0,001239","0,003835",0,"34,704481","0,000000","4,325151","12,708187","3,386974"
1725,"0,005679","0,014538","0,001146","0,004201",0,"25,563476","0,000000","2,471685","7,616520","1,998186"
1726,"0,011090","0,033381","0,001190","0,004293",0,"49,953076","0,000000","2,290726","26,589870","1,873255"
1727,"0,005635","0,023252","0,001416","0,004495",0,"34,797733","0,000000","3,229618","14,366388","3,272057"
1728,"0,006866","0,014200","0,001146","0,003822",0,"26,033927","0,000000","2,313852","5,795002","3,477097"
1729,"0,009190","0,036501","0,001201","0,003730",0,"50,622578","0,000000","3,752232","27,799368","1,741171"
1730,"0,006520","0,024763","0,001413","0,003817",0,"36,512877","0,000000","5,492210","12,482643","3,907204"
1731,"0,009879","0,016771","0,001518","0,005807",0,"33,974305","0,000000","2,391338","8,192778","1,939774"
1732,"0,005312","0,031800","0,001097","0,005061",0,"43,269075","0,000000","2,450228","24,519682","2,273798"
1733,"0,007486","0,021019","0,001139","0,004459",0,"34,101799","0,000000","4,624844","11,959791","2,118826"
1734,"0,005434","0,014283","0,001347","0,004019",0,"25,082655","0,000000","2,187014","6,795883","2,621412"
1735,"0,005498","0,033186","0,001321","0,003798",0,"43,802763","0,000000","2,765656","25,742531","2,130032"
1736,"0,007430","0,025797","0,001137","0,007181",0,"41,545160","0,000000","8,092642","12,715578","1,967192"
1737,"0,009327","0,033635","0,001245","0,003950",0,"48,157032","0,000000","2,282619","27,253866","1,839161"
1738,"0,007549","0,024165","0,001353","0,005894",0,"38,960858","0,000000","3,955603","13,490438","3,856897"
1739,"0,006477","0,012551","0,002156","0,004722",0,"25,906627","0,000000","2,198935","5,798101","2,103806"
1740,"0,010610","0,032531","0,001220","0,003623",0,"47,984447","0,000000","2,753735","25,176048","2,088547"
1741,"0,005545","0,023408","0,001144","0,004696",0,"34,793411","0,000000","3,353834","13,569355","4,114866"
1742,"0,008279","0,014971","0,001427","0,003706",0,"28,382509","0,000000","2,113104","5,894661","4,418850"
1743,"0,005433","0,031702","0,001226","0,005954",0,"44,315617","0,000000","2,199411","25,328875","1,765966"
1744,"0,006491","0,023378","0,001128","0,004067",0,"35,063920","0,000000","3,937244","13,784170","2,040386"
1745,"0,007376","0,032411","0,001505","0,004107",0,"45,399022","0,000000","2,102375","25,537014","2,240181"
1746,"0,009516","0,024916","0,001366","0,003881",0,"39,680279","0,000000","6,616116","12,941122","2,444744"
1747,"0,005286","0,018067","0,001176","0,004216",0,"28,745149","0,000000","2,818584","8,651495","3,914356"
1748,"0,008294","0,035919","0,001089","0,004090",0,"49,392507","0,000000","5,112171","25,078297","2,637386"
1749,"0,005912","0,019962","0,001656","0,003964",0,"31,494390","0,000000","4,103661","10,807514","1,686573"
1750,"0,005925","0,033218","0,001538","0,003898",0,"44,578764","0,000000","2,131939","25,061131","2,503633"
1751,"0,009925","0,022927","0,001131","0,005046",0,"39,029562","0,000000","3,378630","12,241602","4,817963"
1752,"0,005459","0,013516","0,001193","0,003708",0,"23,875881","0,000000","2,462387","6,256819","2,297878"
1753,"0,006389","0,032730","0,001316","0,003704",0,"44,139002","0,000000","2,430677","25,303602","1,686335"
1754,"0,012761","0,022739","0,001214","0,005906",0,"42,620152","0,000000","2,770424","13,948679","2,074003"
1755,"0,005656","0,014485","0,001402","0,005780",0,"27,323552","0,000000","2,150059","6,548166","3,273010"
1756,"0,006996","0,033700","0,001171","0,004460",0,"46,327286","0,000000","2,339125","26,201963","2,067327"
1757,"0,005311","0,021774","0,001384","0,003815",0,"32,284118","0,000000","2,380371","7,885695","2,014160"
1758,"0,007081","0,015143","0,001284","0,007754",0,"31,262122","0,000000","2,380371","7,885695","2,014160"
1759,"0,005306","0,036879","0,001812","0,003746",0,"47,742422","0,000000","4,477262","24,668932","4,118919"
1760,"0,005350","0,020800","0,001206","0,003783",0,"31,138790","0,000000","5,025864","10,757685","2,488136"
1761,"0,006096","0,015304","0,001399","0,004007",0,"26,805482","0,000000","2,274275","6,148577","4,271269"
1762,"0,005425","0,032066","0,001141","0,003551",0,"42,182242","0,000000","2,328396","24,453640","2,721548"
1763,"0,007843","0,024467","0,001140","0,003613",0,"37,062532","0,000000","8,683681","11,851549","1,679182"
1764,"0,006833","0,033246","0,002685","0,008316",0,"51,080195","0,000000","2,527237","26,363850","1,968145"
1765,"0,005742","0,024512","0,001194","0,004315",0,"35,762571","0,000000","4,157305","13,792038","4,104853"
1766,"0,007521","0,015481","0,001146","0,003749",0,"27,897016","0,000000","3,288746","5,917549","2,853394"
1767,"0,008504","0,031007","0,001182","0,005694",0,"46,387000","0,000000","2,475739","24,227142","1,889467"
1768,"0,005384","0,020670","0,001074","0,003908",0,"31,036001","0,000000","3,605604","12,061357","2,356052"
1769,"0,006164","0,033128","0,001259","0,004316",0,"44,865974","0,000000","2,074480","25,430679","2,623558"
1770,"0,005461","0,023675","0,001195","0,005155",0,"35,485472","0,000000","5,090237","12,443066","3,216267"
1771,"0,005626","0,015250","0,001341","0,003732",0,"25,949124","0,000000","2,414227","8,278370","2,051115"
1772,"0,006330","0,034412","0,001391","0,003767",0,"45,900003","0,000000","3,931522","26,063442","1,843929"
1773,"0,005397","0,022680","0,001627","0,003949",0,"33,653105","0,000000","3,469944","12,970209","3,877640"
1774,"0,005521","0,013866","0,001427","0,004312",0,"25,125472","0,000000","2,113104","5,981207","3,257036"
1775,"0,005812","0,033141","0,001130","0,003780",0,"43,863242","0,000000","2,542019","26,374340","1,865625"
1776,"0,005702","0,021968","0,001077","0,004106",0,"32,853135","0,000000","2,445698","13,300419","3,900766"
1777,"0,008032","0,015504","0,001248","0,004056",0,"28,839648","0,000000","2,088070","7,744074","2,036095"
1778,"0,010059","0,032466","0,001331","0,004313",0,"48,168806","0,000000","2,090216","25,047541","2,493143"
1779,"0,005428","0,022090","0,001145","0,005849",0,"34,512214","0,000000","4,111052","12,567520","3,076792"
1780,"0,007634","0,013068","0,001244","0,003824",0,"25,769755","0,000000","2,223969","6,176949","1,981258"
1781,"0,005336","0,036646","0,001140","0,003826",0,"46,948721","0,000000","3,497839","24,161339","4,301310"
1782,"0,006247","0,021682","0,001116","0,003774",0,"32,819052","0,000000","3,711700","6,781340","1,903534"
1783,"0,009800","0,014710","0,001251","0,003660",0,"29,420441","0,000000","3,711700","6,781340","1,903534"
1784,"0,007217","0,031293","0,001543","0,003601",0,"43,652866","0,000000","2,187252","24,453402","2,380133"
1785,"0,010543","0,023331","0,001168","0,003697",0,"38,738445","0,000000","3,723383","13,233185","2,218246"
1786,"0,006060","0,032232","0,001175","0,003601",0,"43,066952","0,000000","2,180576","26,163578","1,745939"
1787,"0,006153","0,024651","0,001097","0,004313",0,"36,214432","0,000000","3,490686","13,175488","3,913641"
1788,"0,010843","0,013594","0,001111","0,003640",0,"29,188016","0,000000","2,192736","5,967140","2,853632"
1789,"0,008206","0,033774","0,001228","0,004486",0,"47,693841","0,000000","4,009008","25,609732","1,768589"
1790,"0,005351","0,024122","0,001186","0,004127",0,"34,785665","0,000000","4,492044","13,543129","3,692865"
1791,"0,007036","0,017705","0,001099","0,005898",0,"31,738206","0,000000","2,146721","5,991697","6,107807"
1792,"0,009296","0,036819","0,001177","0,005274",0,"52,565252","0,000000","5,996227","25,057316","2,134562"
1793,"0,005358","0,019617","0,001131","0,004938",0,"31,043232","0,000000","3,863335","11,283875","2,053738"
1794,"0,005411","0,014621","0,001153","0,003934",0,"25,118335","0,000000","2,152920","6,953001","2,996445"
1795,"0,007346","0,035940","0,001325","0,004778",0,"49,388952","0,000000","5,695820","24,858952","1,825809"
1796,"0,007549","0,023679","0,001487","0,003948",0,"36,663186","0,000000","2,509356","13,565302","3,525734"
1797,"0,007107","0,017888","0,001140","0,003658",0,"29,792715","0,000000","2,486467","6,858349","3,076077"
1798,"0,005310","0,037474","0,001076","0,004094",0,"47,954683","0,000000","4,847765","26,332378","3,396749"
1799,"0,006695","0,019187","0,001170","0,003579",0,"30,630735","0,000000","3,120661","10,245800","2,045393"
1800,"0,009537","0,034225","0,001039","0,003613",0,"48,413873","0,000000","2,912521","26,351452","1,958132"
1801,"0,005331","0,022684","0,001322","0,003618",0,"32,954161","0,000000","3,783703","12,623310","3,931284"
1802,"0,007482","0,017000","0,001223","0,003988",0,"29,693190","0,000000","2,269745","9,217024","2,023935"
1803,"0,006636","0,036598","0,001178","0,005902",0,"50,314594","0,000000","7,460356","24,976254","1,804829"
1804,"0,005354","0,024350","0,001190","0,005450",0,"36,343365","0,000000","3,710032","12,610197","4,853964"
1805,"0,007206","0,037466","0,001142","0,003645",0,"49,459454","0,000000","5,535364","26,056051","1,756907"
1806,"0,010236","0,024027","0,001414","0,004437",0,"40,114344","0,000000","3,859758","12,977600","3,975153"
1807,"0,005693","0,014782","0,001222","0,003715",0,"25,411404","0,000000","2,326727","7,542372","2,513409"
1808,"0,008289","0,033226","0,001270","0,003631",0,"46,415897","0,000000","2,937317","24,899721","2,648830"
1809,"0,005391","0,020473","0,001151","0,003751",0,"30,765491","0,000000","2,925158","11,750221","3,224850"
1810,"0,005243","0,032676","0,001553","0,004001",0,"43,472539","0,000000","2,214193","25,810957","2,330065"
1811,"0,007166","0,022524","0,001079","0,003799",0,"34,568153","0,000000","3,798962","12,796402","3,302574"
1812,"0,006217","0,014394","0,001144","0,003667",0,"25,423116","0,000000","2,301693","7,039070","2,054214"
1813,"0,008450","0,032812","0,001291","0,005297",0,"47,849400","0,000000","2,305746","25,034666","2,280951"
1814,"0,005407","0,023193","0,001210","0,004927",0,"34,737183","0,000000","4,730940","12,555599","2,151251"
1815,"0,005375","0,033508","0,001796","0,005787",0,"46,465564","0,000000","2,409935","26,870489","1,788139"
1816,"0,006250","0,024832","0,001070","0,005312",0,"37,463285","0,000000","4,308224","13,305187","4,686832"
1817,"0,005425","0,015634","0,001185","0,006057",0,"28,301450","0,000000","2,234697","7,668972","3,304958"
1818,"0,006087","0,034635","0,001162","0,003573",0,"45,457232","0,000000","5,142450","24,664640","2,245426"
1819,"0,006368","0,020994","0,001037","0,003704",0,"32,103115","0,000000","3,683090","12,156010","2,014637"
1820,"0,006729","0,013684","0,001428","0,003604",0,"25,444301","0,000000","2,038717","6,206989","3,060341"
1821,"0,007509","0,030942","0,001182","0,004322",0,"43,953935","0,000000","2,118587","24,200201","2,286196"
1822,"0,005374","0,022853","0,001079","0,003963",0,"33,268864","0,000000","4,133940","12,754202","2,107859"
1823,"0,006886","0,017837","0,002714","0,003751",0,"31,188390","0,000000","3,079176","7,409334","3,861904"
1824,"0,008634","0,032628","0,001120","0,004153",0,"46,535261","0,000000","3,210306","24,762869","2,054930"
1825,"0,005491","0,021695","0,001071","0,003729",0,"31,985257","0,000000","4,248142","10,453701","2,442598"
1826,"0,007075","0,033947","0,001445","0,004777",0,"47,242748","0,000000","2,853870","26,261330","2,434731"
1827,"0,007040","0,024607","0,001217","0,009592",0,"42,456046","0,000000","4,634142","12,612581","4,523993"
1828,"0,007863","0,013555","0,001258","0,005229",0,"27,904824","0,000000","2,612114","6,182909","2,411842"
1829,"0,005859","0,034786","0,005737","0,003964",0,"50,346466","0,000000","3,252983","26,426315","2,368689"
1830,"0,005365","0,023729","0,001176","0,004709",0,"34,979113","0,000000","6,540537","12,531519","2,265692"
1831,"0,007138","0,032505","0,001827","0,003820",0,"45,290182","0,000000","2,236128","26,340485","1,680136"
1832,"0,007582","0,025031","0,001113","0,005016",0,"38,742828","0,000000","4,715204","12,744665","2,397299"
1833,"0,005363","0,016511","0,001144","0,003977",0,"26,995727","0,000000","3,787041","7,668972","1,973152"
1834,"0,008236","0,034289","0,002274","0,003865",0,"48,664921","0,000000","3,230572","26,502848","1,698256"
1835,"0,005387","0,021540","0,001365","0,005182",0,"33,474151","0,000000","3,629208","13,086557","2,418280"
1836,"0,005266","0,015255","0,001920","0,004127",0,"26,567261","0,000000","3,237486","6,269455","3,094435"
1837,"0,006563","0,036463","0,001218","0,003915",0,"48,158562","0,000000","5,035400","27,014732","1,773119"
1838,"0,005401","0,021674","0,001152","0,004462",0,"32,688998","0,000000","2,287388","13,289690","3,856659"
1839,"0,006139","0,017589","0,001097","0,005795",0,"30,620363","0,000000","2,099276","7,736683","5,396366"
1840,"0,005608","0,035195","0,001102","0,004578",0,"46,483290","0,000000","4,675865","24,670839","2,424955"
1841,"0,005899","0,022276","0,001202","0,004419",0,"33,796341","0,000000","5,032301","11,849165","2,347946"
1842,"0,006582","0,034538","0,001277","0,004184",0,"46,581725","0,000000","2,984762","26,393890","2,492905"
1843,"0,005387","0,024816","0,001180","0,004135",0,"35,517375","0,000000","6,442785","12,173891","2,908230"
1844,"0,006260","0,034090","0,001191","0,004314",0,"45,854560","0,000000","2,161741","26,255369","1,801491"
1845,"0,005615","0,024315","0,001041","0,004786",0,"35,756170","0,000000","3,939867","13,295889","4,339933"
1846,"0,005382","0,018971","0,001337","0,004244",0,"29,933677","0,000000","2,416611","6,539345","7,155657"
1847,"0,006208","0,031795","0,001123","0,004214",0,"43,340241","0,000000","2,314329","23,565769","3,233910"
1848,"0,005362","0,018941","0,001111","0,004188",0,"29,602016","0,000000","3,932714","9,721756","2,337933"
1849,"0,006397","0,043659","0,002425","0,004566",0,"57,046755","0,000000","2,681255","27,112722","5,475521"
1850,"0,008189","0,035547","0,003646","0,005310",2,"52,691590","1,822782","5,003691","13,400555","8,235693"
1851,"0,005341","0,034974","0,004703","0,008256",3,"53,274655","1,567684","2,035141","8,367300","7,709742"
1852,"0,005317","0,038961","0,004100","0,006252",3,"54,629720","1,366598","2,259016","23,840427","3,884554"
1853,"0,008907","0,026623","0,005118","0,006079",3,"46,726820","1,706100","2,640486","6,390333","3,807306"
1854,"0,005466","0,045748","0,005954","0,007646",5,"64,814066","1,190784","2,587318","23,876667","9,823561"
1855,"0,007458","0,028577","0,005306","0,005592",5,"46,933516","1,061166","7,982254","7,246971","6,514072"
1856,"0,005816","0,040148","0,006359","0,006630",6,"58,953142","1,059838","2,133608","24,375200","5,715132"
1857,"0,006095","0,032085","0,005179","0,005456",6,"48,814399","0,863200","6,171942","12,151241","5,483627"
1858,"0,005350","0,041545","0,007137","0,011536",8,"65,568276","0,892175","2,205372","24,635315","5,236387"
1859,"0,005602","0,031904","0,007226","0,006456",10,"51,188198","0,722617","7,293463","11,590242","5,239248"
1860,"0,007274","0,023012","0,006701","0,006340",10,"43,327314","0,670067","2,238512","5,875349","4,201412"
1861,"0,005996","0,041950","0,010698","0,006323",11,"64,966775","0,972519","2,438068","25,833368","4,474163"
1862,"0,006436","0,027608","0,008400","0,006447",13,"48,890754","0,646192","4,117489","11,478662","4,297733"
1863,"0,005405","0,038327","0,009506","0,007833",14,"61,070000","0,678967","2,344608","6,354570","5,151749"
1864,"0,010778","0,042363","0,008856","0,007634",15,"69,630627","0,590391","2,561092","23,538113","4,792452"
1865,"0,005393","0,031331","0,010040","0,007822",15,"54,587223","0,669326","2,745867","7,077456","5,213022"
1866,"0,005962","0,042251","0,008359","0,007580",16,"64,152790","0,522447","2,301693","24,514914","7,226944"
1867,"0,006152","0,031322","0,009748","0,008778",17,"56,000180","0,573440","3,824949","8,572102","4,581690"
1868,"0,008472","0,046636","0,011826","0,009026",18,"75,959348","0,657015","2,111912","27,228832","4,492998"
1869,"0,007495","0,036554","0,012561","0,008749",20,"65,359210","0,628058","3,809690","12,472630","9,450197"
1870,"0,005831","0,042487","0,010409","0,008599",22,"67,325983","0,473142","2,437115","7,999659","4,959106"
1871,"0,006071","0,051303","0,013157","0,008801",20,"79,331174","0,657864","3,996849","23,852110","7,523298"
1872,"0,007238","0,021926","0,009629","0,008528",22,"47,320798","0,437673","2,870798","12,386560","6,413460"
1873,"0,005986","0,044654","0,010843","0,009361",22,"70,844502","0,492872","2,124310","24,467230","6,344557"
1874,"0,006770","0,032543","0,010620","0,010071",23,"60,003746","0,461738","2,870798","12,386560","6,413460"
1875,"0,005577","0,047372","0,012840","0,009886",23,"75,675142","0,558271","2,018929","7,264376","14,474869"
1876,"0,005921","0,042156","0,011994","0,011882",22,"71,952966","0,545200","2,135277","24,587393","4,852295"
1877,"0,005744","0,047161","0,012188","0,012309",24,"77,402800","0,507819","3,467798","12,553215","9,940863"
1878,"0,005411","0,042816","0,011454","0,011200",25,"70,881079","0,458165","2,382755","24,502277","6,659269"
1879,"0,005835","0,044255","0,014355","0,011882",24,"76,326752","0,598144","2,836943","7,175446","14,713526"
1880,"0,005396","0,039795","0,014130","0,011210",25,"70,529926","0,565187","3,790379","25,789261","5,888462"
1881,"0,006403","0,044974","0,012353","0,014622",25,"78,352150","0,494136","3,790379","25,789261","5,888462"
1882,"0,006188","0,040188","0,013438","0,012889",27,"72,702691","0,497696","2,245903","11,716604","11,288643"
1883,"0,006227","0,038016","0,013170","0,014482",28,"71,894753","0,470370","2,456427","7,786989","5,017281"
1884,"0,010695","0,048787","0,017582","0,011026",26,"88,090012","0,676242","1,943588","25,922775","4,067421"
1885,"0,007436","0,022040","0,013377","0,012890",27,"55,742855","0,495448","3,105164","5,754471","4,823923"
1886,"0,007537","0,041448","0,012821","0,014134",27,"75,939950","0,474838","1,943588","25,922775","4,067421"
1887,"0,005529","0,035326","0,013971","0,010746",27,"65,571760","0,517429","3,105164","5,754471","4,823923"
1888,"0,009350","0,042733","0,011571","0,013281",27,"76,935322","0,428566","3,948212","12,524128","5,409956"
1889,"0,005512","0,038295","0,011900","0,014234",27,"69,940013","0,440734","2,521992","25,267601","3,858089"
1890,"0,009597","0,045473","0,011653","0,013117",26,"79,839864","0,448184","5,375147","6,672144","7,936239"
1891,"0,006561","0,038945","0,013720","0,012503",27,"71,728346","0,508137","2,030373","25,029659","4,597187"
1892,"0,006721","0,043594","0,013474","0,012356",29,"76,145112","0,464608","2,403498","23,764372","4,391432"
1893,"0,005655","0,035364","0,014978","0,012458",29,"68,454860","0,516473","2,211809","5,826950","11,103392"
1894,"0,006453","0,041504","0,015927","0,013109",29,"76,993373","0,549204","5,961418","7,789612","4,000425"
1895,"0,005450","0,039503","0,014272","0,014150",31,"73,375617","0,460394","2,846479","25,061607","5,530596"
1896,"0,007476","0,039173","0,016231","0,012822",31,"75,701317","0,523582","3,281355","12,639284","6,217957"
1897,"0,008127","0,045632","0,015099","0,015397",33,"84,255479","0,457535","1,985312","25,005579","5,409479"
1898,"0,005569","0,023841","0,015077","0,013525",31,"58,012232","0,486357","2,341032","7,620096","4,448175"
1899,"0,008265","0,043767","0,015178","0,012660",33,"79,870458","0,459950","2,232552","23,915052","4,529953"
1900,"0,005359","0,037831","0,014522","0,015282",34,"72,994255","0,427110","2,114296","7,030249","3,660440"
1901,"0,006697","0,045856","0,021192","0,014118",34,"87,862930","0,623282","2,680302","23,840904","9,161711"
1902,"0,005319","0,034585","0,014812","0,013145",34,"67,861457","0,435654","3,410816","7,803917","5,386591"
1903,"0,007839","0,041493","0,017768","0,014862",34,"81,962483","0,522585","2,205610","5,906582","4,725933"
1904,"0,005333","0,037695","0,017594","0,016553",34,"77,175204","0,517459","2,933741","25,403738","4,592419"
1905,"0,007513","0,045710","0,017451","0,015234",36,"85,908989","0,484749","3,545046","12,230396","5,891085"
1906,"0,005418","0,053073","0,015893","0,017564",36,"91,947683","0,441463","6,924152","23,773432","4,864931"
1907,"0,006508","0,030141","0,015682","0,015337",36,"67,667177","0,435614","2,342224","5,807877","4,064798"
1908,"0,005423","0,048416","0,015860","0,017119",36,"86,817411","0,440566","2,372742","24,457455","7,804155"
1909,"0,005882","0,031022","0,014255","0,014871",36,"66,029986","0,395978","3,669500","9,371996","5,701303"
1910,"0,005473","0,044469","0,014428","0,020829",36,"85,199612","0,400778","2,397060","26,648760","4,311323"
1911,"0,005693","0,039168","0,017922","0,012098",35,"74,880831","0,512059","3,412008","12,240648","13,520956"
1912,"0,006760","0,025948","0,014903","0,015934",35,"63,544630","0,425797","3,730536","13,143063","6,385326"
1913,"0,005345","0,048030","0,016666","0,016133",36,"86,173414","0,462944","2,161264","24,624348","5,510330"
1914,"0,009756","0,031799","0,016118","0,016908",37,"74,580754","0,435617","2,062321","6,441355","6,474018"
1915,"0,005417","0,047285","0,016595","0,015899",37,"85,195581","0,448524","2,185106","26,022196","5,327940"
1916,"0,007341","0,037177","0,016108","0,015240",37,"75,865675","0,435355","2,382040","8,829832","4,128218"
1917,"0,005440","0,028225","0,016947","0,014642",37,"65,253952","0,458036","2,761841","7,588387","6,480455"
1918,"0,005717","0,054522","0,018006","0,014796",38,"93,040655","0,473841","2,512217","23,272753","4,523754"
1919,"0,006445","0,031477","0,016908","0,014967",37,"69,797252","0,456963","1,994371","7,462263","6,242275"
1920,"0,005490","0,048923","0,016318","0,015944",37,"86,674910","0,441016","2,606869","23,241043","3,687620"
1921,"0,006587","0,045137","0,021014","0,015428",36,"88,165951","0,583714","1,994371","7,462263","6,242275"
1922,"0,005391","0,044430","0,016356","0,016800",38,"82,976764","0,430422","2,110481","24,734497","4,973173"
1923,"0,006534","0,036794","0,015144","0,012734",37,"71,206336","0,409309","3,523350","12,320518","5,545855"
1924,"0,005741","0,047416","0,015543","0,016148",39,"84,847914","0,398539","2,207279","25,615215","5,133390"
1925,"0,005605","0,036308","0,015214","0,015245",39,"72,371154","0,390107","2,499104","7,704020","4,987478"
1926,"0,008981","0,045562","0,014839","0,014774",37,"84,155981","0,401047","3,404617","11,085749","4,350424"
1927,"0,005398","0,052474","0,017973","0,015485",38,"91,329347","0,472981","2,554417","23,998022","9,465218"
1928,"0,008293","0,043595","0,015606","0,015555",37,"83,049630","0,421782","3,086567","7,349968","5,357265"
1929,"0,005323","0,047531","0,016177","0,014520",36,"83,549587","0,449354","2,848625","23,248434","4,340887"
1930,"0,005627","0,045425","0,015676","0,015944",37,"82,672046","0,423677","3,086567","7,349968","5,357265"
1931,"0,007315","0,049269","0,015518","0,015159",37,"87,260469","0,419395","2,830982","25,505781","9,069920"
1932,"0,006414","0,051585","0,015993","0,014575",37,"88,567373","0,432247","2,161741","5,709410","4,043341"
1933,"0,008887","0,056576","0,014607","0,015263",37,"95,332496","0,394774","2,243519","23,376703","3,690720"
1934,"0,005483","0,026176","0,014990","0,014523",36,"61,171981","0,416381","4,204988","6,050825","3,991365"
1935,"0,008019","0,041174","0,016026","0,013814",36,"79,032880","0,445161","2,307653","23,710728","4,635096"
1936,"0,005409","0,038889","0,015262","0,017020",36,"76,580359","0,423954","3,725767","12,701988","5,163193"
1937,"0,005985","0,045336","0,017606","0,014323",35,"83,249606","0,503040","2,118587","24,412632","8,165359"
1938,"0,005670","0,034862","0,014603","0,015226",35,"70,361369","0,417219","3,452301","7,716656","5,009174"
1939,"0,006901","0,043760","0,014886","0,013884",34,"79,430655","0,437826","2,676725","7,322788","4,508018"
1940,"0,005458","0,055589","0,015017","0,014034",34,"90,098635","0,441681","2,104044","23,100138","6,201506"
1941,"0,005467","0,022935","0,013964","0,014184",34,"56,549637","0,410693","2,645969","7,423162","4,324198"
1942,"0,005509","0,048800","0,013913","0,013715",33,"81,936715","0,421613","2,432823","22,918463","4,884243"
1943,"0,006121","0,030065","0,013364","0,014550",32,"64,099754","0,417624","2,645969","7,423162","4,324198"
1944,"0,005361","0,049608","0,015102","0,014633",32,"84,703717","0,471947","3,450871","23,206949","8,026600"
1945,"0,005410","0,024045","0,013348","0,013961",31,"56,764655","0,430596","2,376080","6,862402","3,408432"
1946,"0,008820","0,036514","0,014356","0,013557",30,"73,246421","0,478526","2,374649","22,811651","4,090071"
1947,"0,010385","0,048701","0,014392","0,011066",29,"84,543420","0,496283","2,736092","23,385286","3,865242"
1948,"0,009305","0,041720","0,016193","0,014791",31,"82,008177","0,522344","2,459288","7,027388","4,455566"
1949,"0,005367","0,035762","0,013862","0,012943",30,"67,934960","0,462079","2,160549","5,717039","4,616022"
1950,"0,006708","0,039921","0,014654","0,014441",31,"75,723330","0,472707","2,763510","23,335457","5,290747"
1951,"0,005386","0,043442","0,012829","0,013854",30,"75,509878","0,427621","2,961397","7,230520","5,031586"
1952,"0,006473","0,038913","0,017348","0,013206",31,"75,939273","0,559601","2,763510","23,335457","5,290747"
1953,"0,005359","0,049446","0,013284","0,013697",28,"81,785478","0,474422","1,874924","23,162842","9,081125"
