CPU_Core_1_Usage_%,CPU_Core_2_Usage_%,CPU_Core_3_Usage_%,CPU_Core_4_Usage_%,CPU_Core_5_Usage_%,CPU_Core_6_Usage_%,CPU_Core_7_Usage_%,CPU_Core_8_Usage_%,CPU_Core_1_Freq_MHz,CPU_Core_2_Freq_MHz,CPU_Core_3_Freq_MHz,CPU_Core_4_Freq_MHz,CPU_Core_5_Freq_MHz,CPU_Core_6_Freq_MHz,CPU_Core_7_Freq_MHz,CPU_Core_8_Freq_MHz,GPU_Usage_%,GPU_Freq_MHz,GPU_mW,CPU_mW,SOC_mW,VDDRQ_mW,SYS5V_mW,Total_Power_mW,mJ,Total_mJ,Total_J,Total_Time_s,average_mW,average_GPU_Usage_%,average_CPU_Usage_%,CV_mW
0,0,0,0,0,0,66,0,2259,2264,2264,2263,2261,2263,2260,2264,0,318,774,2940,2631,464,3160,9969,60,,,,,,,0.0
50,0,0,0,0,33,66,0,2263,2263,2263,2263,2263,2267,2264,2265,75,318,774,2785,2630,464,3160,9813,59,,,,,,,0.0
0,33,33,25,0,0,100,0,2264,2263,2264,2264,2259,2264,2263,2263,0,318,774,2785,2631,464,3160,9814,59,,,,,,,
33,0,33,0,25,0,66,0,2264,2264,2261,2267,2264,2264,2260,2264,0,318,774,2785,2630,464,3160,9813,59,,,,,,,0.0
0,33,0,0,0,0,100,0,2265,2267,2267,2263,2263,2258,2264,2267,72,318,774,2785,2630,464,3160,9813,59,,,,,,,
25,0,0,0,0,0,100,0,2264,2264,2261,2264,2263,2267,2264,2262,0,318,774,2785,2630,464,3160,9813,59,,,,,,,0.0
0,40,33,0,0,25,33,0,2265,2260,2264,2265,2266,2269,2263,2261,0,318,773,2785,2630,464,3160,9812,59,,,,,,,0.0
25,0,0,0,33,25,100,0,2264,2264,2263,2264,2263,2264,2265,2261,48,318,773,2785,2630,464,3160,9812,59,,,,,,,0.0
33,25,0,25,0,0,100,25,2264,2264,2263,2257,2264,2264,2263,2264,0,318,774,2785,2630,464,3160,9813,59,,,,,,,0.0
33,0,0,0,0,0,50,0,2260,2264,2265,2260,2264,2264,2260,2262,0,318,773,2785,2630,464,3160,9812,59,,,,,,,0.0
0,33,0,0,0,0,100,0,2265,2264,2264,2263,2264,2263,2264,2264,48,318,773,2785,2630,464,3160,9812,59,,,,,,,0.0
33,0,0,0,0,0,100,0,2266,2266,2264,2263,2259,2263,2263,2261,0,318,774,2785,2630,464,3160,9813,59,,,,,,,0.0
0,0,0,33,33,0,33,0,2265,2263,2262,2264,2264,2265,2264,2264,0,318,773,2785,2630,464,3160,9812,59,,,,,,,0.0
33,60,0,0,0,0,100,0,2264,2263,2269,2264,2264,2264,2262,2265,50,318,773,2785,2630,464,3160,9812,59,,,,,,,0.0
0,0,25,0,0,0,100,0,2264,2264,2257,2264,2260,2264,2266,2264,0,318,773,2785,2630,309,3160,9657,58,,,,,,,0.0
0,0,33,33,25,0,50,0,2264,2264,2264,2263,2264,2263,2264,2267,71,318,773,2630,2630,464,3160,9657,58,,,,,,,0.0
33,0,0,0,0,0,100,0,2263,2261,2264,2264,2267,2264,2265,2264,48,318,773,2785,2630,464,3160,9812,59,,,,,,,
33,0,0,0,0,0,100,0,2264,2264,2261,2266,2256,2263,2261,2260,0,318,773,2785,2630,464,3160,9812,59,,,,,,,0.0
0,0,0,0,0,25,66,25,2264,2263,2264,2261,2263,2263,2265,2264,70,318,773,2630,2630,464,3160,9657,58,,,,,,,0.0
33,25,25,0,33,0,100,0,2264,2255,2263,2261,2261,2264,2263,2263,0,318,773,2630,2630,464,3160,9657,58,,,,,,,0.0
0,33,0,0,0,0,66,25,2263,2263,2261,2258,2264,2263,2263,2264,0,318,773,2785,2630,464,3160,9812,59,,,,,,,0.0
25,0,0,33,0,0,66,0,2262,2264,2264,2264,2263,2264,2262,2260,65,318,773,2630,2630,464,3160,9657,58,,,,,,,0.0
0,25,0,0,0,0,100,0,2263,2264,2264,2263,2264,2262,2264,2263,1,318,773,2630,2630,464,3160,9657,58,,,,,,,0.0
50,0,0,0,0,0,100,0,2263,2257,2264,2259,2264,2262,2263,2263,0,318,773,2630,2630,464,3160,9657,58,,,,,,,0.0
0,0,0,33,0,0,66,0,2264,2261,2264,2264,2264,2263,2263,2266,67,318,773,2630,2630,464,3160,9657,58,,,,,,,0.0
0,33,0,0,0,0,100,0,2264,2263,2264,2262,2263,2264,2262,2264,1,318,773,2630,2630,464,3160,9657,58,,,,,,,0.0
33,0,33,0,25,0,66,33,2264,2263,2265,2263,2263,2265,2263,2261,0,318,773,2630,2630,464,3160,9657,58,,,,,,,0.0
25,0,33,50,0,0,75,0,2264,2264,2264,2259,2264,2263,2265,2263,67,318,773,2630,2630,464,3160,9657,58,,,,,,,0.0
33,33,0,0,0,0,100,0,2264,2267,2260,2263,2264,2263,2262,2263,1,318,773,2785,2630,464,3160,9812,59,,,,,,,0.0
33,0,0,33,0,0,50,0,2265,2264,2264,2265,2262,2260,2264,2264,0,318,773,2785,2630,464,3160,9812,59,,,,,,,0.0
0,0,25,0,25,0,100,25,2264,2263,2264,2265,2263,2264,2265,2264,49,318,773,2785,2630,464,3160,9812,59,,,,,,,0.0
33,0,0,0,0,0,100,0,2264,2259,2263,2265,2264,2259,2264,2263,1,318,773,2785,2630,464,3160,9812,59,,,,,,,0.0
0,40,0,25,0,0,33,0,2264,2263,2265,2259,2263,2263,2268,2264,0,318,773,2630,2630,464,3160,9657,58,,,,,,,0.0
0,33,25,33,0,0,100,0,2262,2263,2261,2256,2264,2263,2262,2264,36,318,773,2785,2630,464,3160,9812,59,,,,,,,0.0
0,0,0,0,0,0,100,0,2264,2263,2261,2264,2263,2264,2263,2264,0,318,773,2785,2630,464,3160,9812,59,,,,,,,
33,25,50,0,0,0,50,66,2264,2264,2265,2263,2264,2264,2263,2264,0,318,773,2785,2785,464,3160,9967,60,,,,,,,0.0
33,0,50,33,0,0,100,25,2265,2263,2264,2264,2264,2264,2264,2263,34,318,773,2940,2630,464,3160,9967,60,,,,,,,0.0
33,0,0,0,0,0,66,0,2263,2271,2263,2264,2265,2264,2263,2259,0,318,773,2940,2630,464,3160,9967,60,,,,,,,0.0
0,33,0,0,0,0,66,0,2264,2263,2264,2264,2264,2263,2263,2264,95,318,773,2940,2785,464,3200,10162,61,,,,,,,
33,0,0,0,0,0,100,0,2262,2267,2267,2264,2263,2264,2262,2264,23,318,773,2785,2630,464,3160,9812,59,,,,,,,0.0
33,25,33,33,25,0,66,0,2262,2263,2263,2258,2263,2263,2263,2264,0,318,773,2940,2630,464,3160,9967,60,,,,,,,0.0
25,0,0,25,0,0,66,75,2261,2260,2263,2263,2263,2262,2263,2260,81,318,773,2940,2785,464,3160,10122,61,,,,,,,0.0
33,60,66,75,25,60,100,33,2266,2263,2263,2266,2263,2261,2265,2264,0,318,773,3095,2785,464,3160,10277,61,,,,,,,0.0
66,100,75,100,50,50,50,0,2264,2264,2264,2264,2264,2264,2263,2264,0,318,773,3557,2784,464,3200,10778,64,,,,,,,0.0
33,100,0,0,33,25,75,0,2258,2264,2263,2262,2264,2264,2264,2263,71,318,773,3557,2784,464,3200,10778,64,,,,,,,
0,50,0,0,0,0,100,33,2264,2263,2263,2264,2262,2263,2263,2263,0,318,773,3557,2784,464,3200,10778,64,,,,,,,0.0
33,0,0,0,0,0,66,0,2264,2263,2260,2269,2264,2264,2262,2265,0,318,773,3557,2784,464,3200,10778,64,,,,,,,0.0
33,0,0,0,0,33,100,33,2264,2263,2264,2264,2264,2263,2264,2264,75,318,773,3557,2784,464,3200,10778,64,,,,,,,
0,50,0,0,25,0,100,0,2263,2264,2264,2262,2264,2265,2264,2264,0,318,773,3557,2785,464,3200,10779,64,,,,,,,
25,40,0,33,33,0,33,0,2264,2264,2261,2264,2259,2264,2263,2264,45,318,773,3557,2784,464,3200,10778,64,,,,,,,
33,0,0,0,100,0,100,0,2264,2268,2264,2262,2265,2263,2266,2262,71,318,773,3557,2784,464,3200,10778,64,,,,,,,0.0
50,33,33,66,75,25,100,0,2264,2265,2264,2262,2263,2265,2264,2264,0,318,773,3712,2784,464,3200,10933,65,,,,,,,0.0
50,50,66,0,0,33,0,33,2264,2263,2267,2264,2265,2265,2265,2263,45,318,773,3712,2784,464,3200,10933,65,,,,,,,0.0
0,0,0,0,0,33,0,100,2266,2261,2264,2258,2254,2264,2261,2264,3,318,773,3712,2784,464,3200,10933,65,,,,,,,0.0
0,40,33,25,25,33,25,100,2263,2262,2264,2264,2261,2260,2263,2263,0,318,773,3712,2784,464,3200,10933,65,,,,,,,0.0
50,33,0,0,0,0,0,66,2263,2263,2263,2262,2261,2262,2260,2266,32,318,773,3712,2784,464,3200,10933,65,,,,,,,
25,0,0,0,0,25,0,100,2263,2263,2263,2263,2264,2263,2262,2263,5,318,773,3712,2784,464,3160,10893,65,,,,,,,0.0
33,0,33,33,0,0,0,50,2266,2263,2262,2264,2262,2270,2264,2264,0,318,773,3557,2784,464,3200,10778,64,,,,,,,0.0
33,33,33,25,0,0,0,100,2264,2263,2261,2264,2260,2264,2263,2267,75,318,773,3557,2784,464,3200,10778,64,,,,,,,0.0
50,66,0,50,33,0,0,100,2264,2264,2264,2264,2262,2264,2264,2264,0,318,773,3712,2784,464,3160,10893,65,,,,,,,0.0
0,0,0,33,25,0,0,50,2264,2263,2257,2264,2264,2263,2264,2263,0,318,773,3712,2784,464,3200,10933,65,,,,,,,0.0
0,0,0,33,50,25,0,100,2269,2260,2263,2264,2264,2263,2263,2263,77,318,773,3712,2784,464,3200,10933,65,,,,,,,0.0
25,33,50,25,100,33,0,100,2264,2259,2263,2263,2261,2270,2264,2262,0,318,773,3712,2784,464,3160,10893,65,,,,,,,0.0
0,0,0,33,0,100,0,33,2264,2262,2266,2264,2264,2267,2263,2263,50,318,773,3712,2784,464,3200,10933,65,,,,,,,0.0
33,40,33,50,0,100,25,100,2264,2263,2263,2262,2264,2263,2262,2264,67,318,773,3867,2784,464,3200,11088,66,,,,,,,0.0
75,66,33,50,75,100,0,100,2265,2264,2263,2261,2264,2263,2261,2259,0,318,773,4021,2784,464,3200,11242,67,,,,,,,
50,25,0,50,25,100,25,66,2267,2264,2263,2266,2264,2264,2264,2265,48,318,773,4176,2784,463,3200,11396,68,,,,,,,
33,0,66,66,50,100,0,100,2260,2264,2263,2265,2264,2264,2261,2264,2,318,773,4484,2783,463,3200,11703,70,,,,,,,0.0
60,66,40,66,33,100,33,50,2264,2265,2264,2264,2264,2264,2264,2264,0,318,773,4793,2783,463,3200,12012,72,,,,,,,0.0
50,50,33,50,50,100,33,100,2264,2264,2262,2260,2262,2261,2264,2262,91,318,773,4793,2783,463,3200,12012,72,,,,,,,0.0
50,33,50,66,0,100,0,100,2263,2263,2264,2264,2259,2264,2264,2266,0,318,773,5100,2783,463,3200,12319,74,,,,,,,0.0
33,66,100,0,0,100,0,50,2264,2265,2263,2262,2263,2263,2265,2265,11,318,772,5255,2782,463,3200,12472,75,,,,,,,0.0
66,33,50,75,0,100,33,100,2263,2263,2263,2264,2264,2265,2264,2263,98,318,772,5255,2782,463,3200,12472,75,,,,,,,0.0
50,100,0,50,25,100,66,100,2264,2264,2264,2264,2264,2265,2264,2264,0,318,772,5409,2782,463,3200,12626,76,,,,,,,0.0
66,33,0,0,50,100,33,33,2264,2264,2263,2264,2263,2263,2264,2264,3,318,772,5564,2782,463,3240,12821,77,,,,,,,0.0
33,25,0,33,25,100,50,100,2269,2269,2264,2265,2262,2264,2264,2262,29,318,772,5564,2782,463,3240,12821,77,,,,,,,0.0
33,25,0,50,25,100,33,66,2264,2264,2264,2265,2263,2263,2263,2264,0,318,772,5564,2782,463,3240,12821,77,,,,,,,0.0
25,0,33,33,0,100,40,100,2264,2264,2264,2264,2262,2263,2262,2264,86,318,772,5409,2782,463,3240,12666,76,,,,,,,0.0
50,33,25,0,0,100,0,100,2265,2265,2263,2265,2264,2264,2266,2264,0,318,772,5409,2782,463,3240,12666,76,,,,,,,0.0
50,0,0,0,0,100,0,50,2264,2267,2264,2261,2266,2255,2264,2263,0,318,772,5255,2782,463,3240,12512,75,,,,,,,
50,25,0,33,0,100,0,100,2264,2264,2261,2264,2264,2264,2265,2267,30,318,772,5255,2782,463,3240,12512,75,,,,,,,
33,0,33,33,0,100,0,100,2263,2264,2262,2264,2264,2266,2268,2259,0,318,772,5255,2782,463,3200,12472,75,,,,,,,0.0
0,33,33,33,25,100,0,50,2264,2264,2264,2264,2264,2263,2264,2265,1,318,772,5255,2782,463,3240,12512,75,,,,,,,0.0
50,33,0,25,50,100,0,100,2264,2263,2264,2263,2264,2264,2262,2268,24,318,772,5255,2782,463,3200,12472,75,,,,,,,0.0
50,33,0,66,60,100,0,50,2268,2263,2260,2268,2258,2264,2264,2264,0,318,772,5255,2782,463,3240,12512,75,,,,,,,0.0
50,66,50,0,33,100,40,75,2264,2264,2263,2264,2265,2264,2263,2260,95,318,772,5255,2782,463,3240,12512,75,,,,,,,0.0
0,0,0,100,0,100,0,100,2265,2263,2265,2264,2263,2264,2264,2265,0,318,772,5409,2782,463,3200,12626,76,,,,,,,0.0
50,33,0,50,50,100,0,66,2263,2263,2264,2264,2264,2264,2265,2261,1,318,772,5409,2782,463,3240,12666,76,,,,,,,0.0
50,100,50,75,100,50,33,100,2262,2257,2265,2264,2264,2265,2264,2265,94,318,772,5561,2782,463,3240,12818,77,,,,,,,0.0
66,100,75,100,100,100,33,100,2264,2264,2265,2262,2264,2264,2264,2264,0,318,772,5716,2780,463,3240,12971,78,,,,,,,0.0
66,100,100,100,100,80,100,33,2263,2263,2264,2263,2264,2264,2263,2264,0,318,772,6025,2935,617,3240,13589,81,,,,,,,0.0
33,100,100,100,100,100,100,100,2264,2263,2261,2267,2264,2263,2264,2263,48,318,772,6334,2780,617,3240,13743,82,,,,,,,0.0
50,100,100,100,100,100,100,100,2265,2263,2262,2265,2264,2265,2264,2262,0,318,772,6640,2779,617,3240,14048,84,,,,,,,0.0
33,100,100,100,100,100,100,66,2265,2265,2265,2264,2265,2265,2264,2265,40,318,772,6795,2934,617,3240,14358,86,,,,,,,0.0
50,50,75,50,50,66,50,100,2264,2265,2264,2265,2261,2269,2265,2264,4,318,772,6949,2934,617,3240,14512,87,,,,,,,0.0
66,100,100,100,60,100,100,100,2263,2265,2264,2263,2265,2265,2271,2267,0,318,772,7103,2934,617,3280,14706,88,,,,,,,0.0
66,100,100,100,33,100,100,100,2263,2265,2264,2264,2264,2265,2266,2264,98,318,772,7255,2934,617,3280,14858,89,,,,,,,0.0
100,100,100,100,66,100,100,100,2267,2265,2265,2264,2267,2264,2265,2265,0,318,772,7564,2932,617,3280,15165,91,,,,,,,0.0
66,100,0,50,33,100,33,50,2264,2265,2265,2264,2269,2264,2264,2264,0,318,771,7564,2932,617,3280,15164,91,,,,,,,0.0
100,100,100,100,66,100,100,100,2264,2264,2264,2264,2267,2261,2264,2267,48,318,771,7718,2932,617,3280,15318,92,,,,,,,0.0
100,60,50,100,100,0,100,100,2262,2259,2263,2265,2264,2263,2264,2265,0,318,771,7872,2932,617,3280,15472,93,,,,,,,0.0
100,50,33,0,100,0,0,66,2261,2264,2264,2264,2263,2264,2265,2264,7,318,771,7872,2932,617,3280,15472,93,,,,,,,
75,40,50,25,100,33,25,100,2264,2264,2265,2260,2260,2264,2261,2264,14,318,771,7718,2932,617,3280,15318,92,,,,,,,0.0
0,0,25,25,100,60,0,100,2265,2263,2266,2267,2264,2264,2265,2265,0,318,772,7564,2934,617,3280,15167,91,,,,,,,0.0
33,50,50,50,100,33,50,33,2262,2262,2264,2264,2264,2264,2263,2264,6,318,772,7409,2934,617,3280,15012,90,,,,,,,0.0
33,33,100,25,66,33,0,100,2265,2264,2264,2263,2261,2264,2264,2268,16,318,772,7409,2934,617,3280,15012,90,,,,,,,0.0
33,50,100,33,100,25,25,75,2265,2264,2264,2265,2269,2263,2264,2266,0,318,772,7409,2934,617,3280,15012,90,,,,,,,0.0
66,33,66,50,100,33,0,100,2264,2264,2263,2264,2265,2264,2264,2265,86,318,772,7409,2934,617,3280,15012,90,,,,,,,0.0
33,50,33,66,100,0,0,100,2265,2265,2267,2263,2264,2263,2265,2264,0,318,772,7258,2934,617,3280,14861,89,,,,,,,0.0
100,100,100,100,100,100,33,33,2264,2265,2267,2264,2265,2264,2265,2265,0,318,772,7409,2934,617,3280,15012,90,,,,,,,0.0
100,33,100,100,100,100,100,100,2261,2263,2265,2264,2267,2265,2262,2262,46,318,772,7564,2932,617,3280,15165,91,,,,,,,0.0
100,0,100,100,100,100,75,100,2261,2264,2265,2264,2264,2263,2268,2264,0,318,772,7718,2932,617,3280,15319,92,,,,,,,
100,100,100,100,100,100,100,66,2264,2264,2264,2263,2264,2263,2265,2264,36,318,771,7872,2932,617,3280,15472,93,,,,,,,0.0
100,100,100,100,100,75,100,100,2265,2263,2262,2265,2264,2264,2264,2264,77,318,771,8027,2932,617,3280,15627,94,,,,,,,0.0
100,66,50,75,66,66,100,100,2267,2266,2264,2267,2265,2265,2264,2265,0,318,771,8181,2932,617,3280,15781,95,,,,,,,0.0
100,50,66,66,50,0,50,50,2265,2264,2264,2265,2265,2265,2264,2263,0,318,771,8181,2932,617,3280,15781,95,,,,,,,0.0
100,0,0,33,50,50,100,0,2263,2265,2264,2264,2264,2264,2263,2264,82,318,771,7872,2932,617,3280,15472,93,,,,,,,0.0
100,33,0,0,100,25,100,25,2266,2262,2264,2264,2264,2265,2270,2262,0,318,772,7872,2932,617,3280,15473,93,,,,,,,0.0
100,75,100,100,100,33,75,100,2264,2265,2265,2265,2265,2260,2265,2264,13,318,771,7872,2932,617,3280,15472,93,,,,,,,0.0
100,66,66,66,100,66,100,50,2267,2264,2264,2262,2263,2263,2265,2265,10,318,771,8027,2932,617,3280,15627,94,,,,,,,0.0
100,0,25,33,75,25,100,0,2264,2263,2264,2263,2264,2262,2264,2265,0,318,771,7872,2932,617,3280,15472,93,,,,,,,0.0
100,0,33,33,0,33,0,66,2264,2264,2265,2264,2264,2262,2261,2265,72,318,772,7564,2932,617,3280,15165,91,,,,,,,0.0
100,33,0,0,0,0,33,100,2264,2263,2263,2260,2263,2265,2269,2267,1,318,772,7409,2934,617,3280,15012,90,,,,,,,0.0
100,0,0,33,33,0,25,50,2264,2265,2264,2263,2263,2261,2264,2263,0,318,772,7258,2934,617,3280,14861,89,,,,,,,0.0
100,0,0,33,33,33,0,100,2264,2264,2264,2264,2264,2264,2261,2264,54,318,772,7103,2934,617,3280,14706,88,,,,,,,0.0
100,50,0,0,0,0,0,100,2262,2267,2262,2263,2269,2265,2264,2258,1,318,772,6949,2934,617,3240,14512,87,,,,,,,0.0
100,0,25,33,0,25,0,66,2264,2262,2264,2264,2254,2264,2264,2264,0,318,772,6795,2934,617,3280,14398,86,,,,,,,0.0
75,50,50,33,0,0,33,100,2265,2264,2262,2262,2259,2258,2265,2263,64,318,772,6643,2935,617,3240,14207,85,,,,,,,0.0
100,33,0,33,50,50,0,100,2264,2264,2262,2264,2265,2264,2259,2264,0,318,772,6643,2935,617,3240,14207,85,,,,,,,
100,25,0,0,0,0,0,50,2263,2264,2264,2264,2263,2264,2263,2264,51,318,772,6488,2935,617,3240,14052,84,,,,,,,
100,0,0,33,33,0,0,100,2262,2263,2265,2261,2264,2263,2263,2259,66,318,772,6334,2935,617,3240,13898,83,,,,,,,0.0
100,66,0,25,33,50,25,66,2265,2263,2263,2263,2264,2261,2264,2262,0,318,772,6334,2935,617,3240,13898,83,,,,,,,
100,33,33,33,0,50,0,66,2265,2264,2263,2265,2263,2263,2265,2264,53,318,772,6334,2935,617,3240,13898,83,,,,,,,0.0
100,0,33,0,50,0,0,100,2261,2264,2261,2264,2264,2263,2261,2262,2,318,772,6179,2935,617,3240,13743,82,,,,,,,
100,0,0,0,0,0,0,66,2263,2263,2262,2265,2257,2261,2264,2263,3,318,772,6025,2935,617,3240,13589,81,,,,,,,
100,33,0,50,33,33,0,100,2261,2264,2257,2264,2263,2264,2263,2263,74,318,772,6025,2935,617,3240,13589,81,,,,,,,
100,0,0,33,50,0,0,100,2264,2260,2260,2263,2263,2254,2261,2263,0,318,772,6025,2782,617,3240,13436,81,,,,,,,0.0
100,0,25,0,0,33,0,33,2263,2263,2264,2264,2262,2264,2265,2264,0,318,772,5870,2936,617,3240,13435,80,,,,,,,0.0
100,0,66,33,33,25,0,100,2265,2264,2264,2264,2261,2264,2265,2264,74,318,772,5716,2782,618,3240,13128,79,,,,,,,0.0
100,0,0,50,0,33,0,100,2263,2263,2256,2264,2263,2264,2258,2264,0,318,772,5718,2782,618,3240,13130,79,,,,,,,0.0
100,0,33,0,0,0,0,50,2262,2261,2261,2264,2263,2261,2258,2263,42,318,772,5564,2782,618,3240,12976,78,,,,,,,0.0
100,50,25,0,40,25,0,100,2260,2267,2264,2263,2263,2262,2264,2263,3,318,772,5564,2782,618,3240,12976,78,,,,,,,0.0
100,33,0,50,0,0,25,66,2264,2264,2263,2264,2262,2261,2264,2264,0,318,772,5718,2782,618,3240,13130,79,,,,,,,
100,66,33,50,0,0,0,66,2264,2263,2264,2262,2263,2262,2263,2265,38,318,772,5718,2782,618,3240,13130,79,,,,,,,0.0
100,25,50,33,25,25,33,100,2264,2263,2264,2264,2264,2264,2265,2263,4,318,772,5718,2782,618,3240,13130,79,,,,,,,0.0
100,0,0,0,0,0,0,66,2263,2271,2262,2264,2264,2264,2263,2263,0,318,772,5564,2782,618,3240,12976,78,,,,,,,0.0
100,0,0,33,33,33,0,100,2263,2264,2264,2264,2264,2264,2264,2260,86,318,772,5564,2782,618,3240,12976,78,,,,,,,0.0
100,0,0,0,0,0,0,100,2264,2264,2267,2267,2264,2263,2257,2264,0,318,772,5409,2782,463,3240,12666,76,,,,,,,0.0
100,0,33,66,33,0,0,33,2265,2264,2261,2263,2263,2264,2265,2265,28,318,772,5409,2782,618,3240,12821,77,,,,,,,0.0
75,75,33,33,33,0,0,100,2264,2263,2264,2263,2264,2264,2256,2264,85,318,772,5409,2782,618,3240,12821,77,,,,,,,0.0
33,100,25,0,33,25,0,100,2264,2263,2263,2263,2263,2260,2264,2264,0,318,772,5409,2782,463,3240,12666,76,,,,,,,0.0
50,100,66,33,25,66,0,50,2264,2264,2264,2264,2264,2264,2264,2264,29,318,772,5564,2782,618,3240,12976,78,,,,,,,0.0
0,100,0,0,0,33,25,100,2264,2263,2263,2264,2264,2264,2263,2264,6,318,772,5409,2782,618,3240,12821,77,,,,,,,0.0
50,100,0,0,0,0,0,66,2264,2264,2262,2263,2256,2264,2262,2264,0,318,772,5409,2782,618,3240,12821,77,,,,,,,0.0
0,100,50,75,25,33,25,75,2264,2265,2264,2264,2265,2268,2268,2265,90,318,772,5409,2782,618,3240,12821,77,,,,,,,0.0
33,100,33,66,33,33,33,100,2262,2262,2264,2263,2261,2263,2264,2263,0,318,772,5564,2782,618,3240,12976,78,,,,,,,0.0
0,100,50,33,33,50,33,50,2263,2262,2263,2264,2260,2264,2263,2264,0,318,772,5718,2782,618,3240,13130,79,,,,,,,0.0
33,66,33,33,40,33,0,100,2263,2274,2262,2264,2262,2263,2264,2264,98,318,772,5564,2782,618,3240,12976,78,,,,,,,0.0
0,100,0,0,33,0,0,100,2264,2264,2264,2262,2263,2263,2264,2264,0,318,772,5564,2782,618,3240,12976,78,,,,,,,0.0
0,100,0,50,33,25,25,66,2264,2262,2263,2263,2270,2264,2263,2262,2,318,772,5564,2936,618,3240,13130,79,,,,,,,0.0
33,100,33,60,0,33,0,100,2264,2265,2269,2264,2263,2264,2263,2262,24,318,772,5564,2782,618,3240,12976,78,,,,,,,0.0
33,100,75,0,0,0,50,75,2264,2263,2263,2263,2263,2264,2263,2264,0,318,772,5718,2782,618,3240,13130,79,,,,,,,0.0
50,100,0,33,0,0,0,66,2264,2264,2261,2266,2263,2264,2262,2262,84,318,772,5564,2936,618,3240,13130,79,,,,,,,0.0
0,100,50,0,0,0,25,100,2263,2264,2264,2264,2263,2264,2264,2263,0,318,772,5564,2782,618,3240,12976,78,,,,,,,0.0
33,100,0,33,33,25,0,66,2263,2263,2262,2264,2264,2268,2264,2264,0,318,772,5564,2782,618,3240,12976,78,,,,,,,0.0
33,100,33,0,0,33,0,100,2264,2264,2263,2265,2264,2264,2261,2263,78,318,772,5409,2782,618,3240,12821,77,,,,,,,0.0
50,100,0,25,50,0,0,100,2264,2265,2264,2265,2264,2264,2262,2263,0,318,772,5409,2782,618,3240,12821,77,,,,,,,0.0
50,100,50,0,0,50,0,33,2264,2263,2261,2264,2264,2259,2263,2264,0,318,772,5409,2936,618,3240,12975,78,,,,,,,0.0
50,100,33,50,0,33,0,100,2264,2264,2263,2264,2264,2263,2259,2264,58,318,772,5564,2782,618,3240,12976,78,,,,,,,0.0
33,75,40,100,33,100,0,100,2264,2265,2263,2267,2261,2264,2265,2265,0,318,772,5718,2782,618,3240,13130,79,,,,,,,0.0
50,100,0,0,0,33,66,66,2264,2264,2259,2264,2265,2263,2264,2264,37,318,772,5716,2936,617,3240,13281,80,,,,,,,0.0
33,100,25,0,33,0,33,100,2264,2263,2263,2261,2259,2264,2265,2264,4,318,772,5718,2936,617,3240,13283,80,,,,,,,0.0
33,100,0,0,0,25,0,66,2264,2264,2262,2264,2264,2260,2263,2264,0,318,772,5718,2782,618,3240,13130,79,,,,,,,
25,100,0,25,25,33,33,66,2263,2264,2264,2264,2263,2263,2264,2264,91,318,772,5564,2936,618,3240,13130,79,,,,,,,
33,100,25,33,0,0,25,100,2263,2263,2265,2263,2266,2259,2262,2267,0,318,772,5564,2782,618,3240,12976,78,,,,,,,0.0
0,100,33,100,50,33,0,50,2265,2269,2265,2263,2263,2263,2265,2262,0,318,772,5564,2936,617,3240,13129,79,,,,,,,0.0
33,100,0,0,0,0,25,100,2264,2264,2264,2263,2263,2255,2263,2272,97,318,772,5564,2782,618,3240,12976,78,,,,,,,
0,100,0,25,25,0,0,100,2261,2263,2264,2263,2262,2263,2264,2259,0,318,772,5409,2782,463,3240,12666,76,,,,,,,0.0
25,100,50,50,0,33,0,50,2265,2264,2264,2264,2262,2264,2259,2269,0,318,772,5409,2782,618,3240,12821,77,,,,,,,
0,100,66,0,33,100,0,100,2264,2267,2263,2259,2264,2260,2265,2264,27,318,772,5564,2782,618,3240,12976,78,,,,,,,
50,100,25,50,75,75,0,100,2264,2264,2261,2262,2262,2268,2267,2263,0,318,772,5716,2780,617,3240,13125,79,,,,,,,0.0
0,100,50,0,0,0,0,33,2264,2262,2261,2259,2258,2264,2264,2267,0,318,772,5561,2935,617,3240,13125,79,,,,,,,
33,100,0,0,25,0,0,100,2260,2264,2264,2264,2264,2265,2260,2264,53,318,772,5561,2782,617,3240,12972,78,,,,,,,0.0
33,100,66,33,0,66,0,100,2263,2263,2264,2261,2261,2264,2260,2264,0,318,772,5564,2782,463,3240,12821,77,,,,,,,0.0
0,100,50,33,0,0,0,50,2263,2264,2261,2264,2262,2265,2264,2264,50,318,772,5561,2780,617,3240,12970,78,,,,,,,0.0
33,100,50,33,33,25,0,100,2265,2264,2264,2265,2264,2264,2262,2264,2,318,772,5561,2782,617,3240,12972,78,,,,,,,0.0
40,100,75,100,75,100,33,66,2264,2264,2263,2263,2265,2264,2265,2264,0,318,772,5716,2780,617,3240,13125,79,,,,,,,0.0
33,100,100,100,100,100,33,100,2264,2266,2264,2264,2264,2264,2264,2265,82,318,772,6025,2935,617,3240,13589,81,,,,,,,0.0
100,100,33,100,100,100,33,100,2263,2265,2265,2262,2264,2264,2264,2264,0,318,772,6179,2935,617,3240,13743,82,,,,,,,0.0
100,100,33,33,100,66,25,33,2264,2260,2262,2259,2265,2264,2264,2264,0,318,772,6331,2934,617,3280,13934,84,,,,,,,
