01-23-2025 11:55:38 RAM 13184/30991MB (lfb 2916x4MB) SWAP 0/15495MB (cached 0MB) CPU [84%@2257,41%@2257,33%@2257,28%@2257,28%@2257,28%@2257,26%@2254,15%@2255] EMC_FREQ 7%@1600 GR3D_FREQ 35%@[522] VIC_FREQ 115 NVDLA0_FREQ @1395 CVNAS_FREQ @1356 APE 150 AUX@49C CPU@51.5C thermal@49.1C Tboard@49C AO@48.5C GPU@48.5C Tdiode@53.5C PMIC@50C GPU 930mW/930mW CPU 4809mW/4809mW SOC 2171mW/2171mW CV 1396mW/1396mW VDDRQ 775mW/775mW SYS5V 3491mW/3491mW
01-23-2025 11:55:40 RAM 13216/30991MB (lfb 2911x4MB) SWAP 0/15495MB (cached 0MB) CPU [57%@2252,41%@2255,76%@2257,64%@2256,23%@2260,21%@2257,30%@2256,0%@2258] EMC_FREQ 15%@1600 GR3D_FREQ 58%@[828] VIC_FREQ 115 NVDLA0_FREQ @1395 CVNAS_FREQ @1356 APE 150 AUX@49C CPU@51.5C thermal@49.6C Tboard@49C AO@48.5C GPU@49C Tdiode@53.75C PMIC@50C GPU 1395mW/1188mW CPU 5425mW/5296mW SOC 2325mW/2273mW CV 1705mW/1627mW VDDRQ 1085mW/1033mW SYS5V 3571mW/3554mW
01-23-2025 11:55:40 RAM 13216/30991MB (lfb 2911x4MB) SWAP 0/15495MB (cached 0MB) CPU [41%@2257,46%@2256,58%@2258,50%@2256,16%@2257,10%@2256,30%@2255,0%@2254] EMC_FREQ 15%@1600 GR3D_FREQ 12%@[828] VIC_FREQ 115 NVDLA0_FREQ @1395 CVNAS_FREQ @1356 APE 150 AUX@49C CPU@51.5C thermal@49.6C Tboard@49C AO@48.5C GPU@48.5C Tdiode@53.75C PMIC@50C GPU 1395mW/1204mW CPU 5425mW/5306mW SOC 2325mW/2277mW CV 1705mW/1633mW VDDRQ 1085mW/1037mW SYS5V 3571mW/3555mW
01-23-2025 11:55:40 RAM 13216/30991MB (lfb 2911x4MB) SWAP 0/15495MB (cached 0MB) CPU [50%@2256,46%@2258,66%@2256,58%@2256,23%@2253,26%@2256,8%@2257,8%@2256] EMC_FREQ 15%@1600 GR3D_FREQ 19%@[905] VIC_FREQ 115 NVDLA0_FREQ @1395 CVNAS_FREQ @1356 APE 150 AUX@49C CPU@51.5C thermal@49.6C Tboard@49C AO@48.5C GPU@48.5C Tdiode@53.75C PMIC@50C GPU 1395mW/1217mW CPU 5270mW/5303mW SOC 2325mW/2280mW CV 1705mW/1638mW VDDRQ 1085mW/1040mW SYS5V 3571mW/3556mW
01-23-2025 11:55:40 RAM 13205/30991MB (lfb 2912x4MB) SWAP 0/15495MB (cached 0MB) CPU [60%@2257,50%@2256,45%@2256,33%@2257,18%@2254,0%@2256,15%@2257,23%@2257] EMC_FREQ 15%@1600 GR3D_FREQ 28%@[905] VIC_FREQ 115 NVDLA0_FREQ @1395 CVNAS_FREQ @1356 APE 150 AUX@48.5C CPU@51.5C thermal@49.6C Tboard@49C AO@48.5C GPU@49C Tdiode@53.75C PMIC@50C GPU 1395mW/1229mW CPU 5115mW/5291mW SOC 2325mW/2283mW CV 1705mW/1643mW VDDRQ 1085mW/1043mW SYS5V 3571mW/3557mW
01-23-2025 11:55:40 RAM 13209/30991MB (lfb 2912x4MB) SWAP 0/15495MB (cached 0MB) CPU [50%@2256,57%@2254,53%@2256,53%@2256,7%@2258,23%@2256,16%@2257,21%@2257] EMC_FREQ 16%@1600 GR3D_FREQ 25%@[905] VIC_FREQ 115 NVDLA0_FREQ @1395 CVNAS_FREQ @1356 APE 150 AUX@49C CPU@51.5C thermal@49.6C Tboard@49C AO@48.5C GPU@49C Tdiode@53.75C PMIC@50C GPU 1395mW/1240mW CPU 5115mW/5280mW SOC 2325mW/2286mW CV 1705mW/1647mW VDDRQ 1085mW/1046mW SYS5V 3571mW/3558mW
01-23-2025 11:55:40 RAM 13207/30991MB (lfb 2912x4MB) SWAP 0/15495MB (cached 0MB) CPU [27%@2256,50%@2255,76%@2257,45%@2257,18%@2257,23%@2250,23%@2256,16%@2257] EMC_FREQ 16%@1600 GR3D_FREQ 15%@[905] VIC_FREQ 115 NVDLA0_FREQ @1395 CVNAS_FREQ @1356 APE 150 AUX@49C CPU@52C thermal@49.75C Tboard@49C AO@48.5C GPU@49C Tdiode@53.75C PMIC@50C GPU 1395mW/1249mW CPU 5270mW/5279mW SOC 2325mW/2288mW CV 1705mW/1650mW VDDRQ 1085mW/1048mW SYS5V 3571mW/3559mW
01-23-2025 11:55:41 RAM 13207/30991MB (lfb 2912x4MB) SWAP 0/15495MB (cached 0MB) CPU [41%@2255,63%@2256,33%@2257,69%@2256,28%@2255,9%@2256,23%@2257,9%@2257] EMC_FREQ 16%@1600 GR3D_FREQ 3%@[905] VIC_FREQ 115 NVDLA0_FREQ @1395 CVNAS_FREQ @1356 APE 150 AUX@49C CPU@51.5C thermal@49.75C Tboard@49C AO@48.5C GPU@49C Tdiode@53.75C PMIC@50C GPU 1395mW/1257mW CPU 5425mW/5287mW SOC 2325mW/2290mW CV 1705mW/1653mW VDDRQ 1085mW/1050mW SYS5V 3571mW/3559mW
01-23-2025 11:55:41 RAM 13209/30991MB (lfb 2912x4MB) SWAP 0/15495MB (cached 0MB) CPU [46%@2257,36%@2257,61%@2257,63%@2254,30%@2257,23%@2256,0%@2252,15%@2259] EMC_FREQ 16%@1600 GR3D_FREQ 30%@[905] VIC_FREQ 115 NVDLA0_FREQ @1395 CVNAS_FREQ @1356 APE 150 AUX@49C CPU@51.5C thermal@49.75C Tboard@49C AO@48.5C GPU@49C Tdiode@53.75C PMIC@50C GPU 1395mW/1264mW CPU 5270mW/5286mW SOC 2325mW/2292mW CV 1705mW/1656mW VDDRQ 1085mW/1052mW SYS5V 3571mW/3560mW
01-23-2025 11:55:41 RAM 13209/30991MB (lfb 2912x4MB) SWAP 0/15495MB (cached 0MB) CPU [58%@2256,38%@2255,66%@2256,53%@2257,27%@2258,16%@2257,35%@2257,30%@2256] EMC_FREQ 16%@1600 GR3D_FREQ 38%@[905] VIC_FREQ 115 NVDLA0_FREQ @1395 CVNAS_FREQ @1356 APE 150 AUX@48.5C CPU@52C thermal@49.75C Tboard@49C AO@48.5C GPU@49C Tdiode@53.75C PMIC@50C GPU 1395mW/1271mW CPU 5425mW/5293mW SOC 2325mW/2294mW CV 1705mW/1658mW VDDRQ 1085mW/1053mW SYS5V 3571mW/3561mW
01-23-2025 11:55:41 RAM 13209/30991MB (lfb 2912x4MB) SWAP 0/15495MB (cached 0MB) CPU [36%@2256,30%@2257,66%@2257,53%@2255,23%@2252,9%@2258,36%@2255,0%@2258] EMC_FREQ 16%@1600 GR3D_FREQ 11%@[905] VIC_FREQ 115 NVDLA0_FREQ @1395 CVNAS_FREQ @1356 APE 150 AUX@49C CPU@51.5C thermal@49.75C Tboard@49C AO@48.5C GPU@49C Tdiode@53.75C PMIC@50C GPU 1550mW/1284mW CPU 5425mW/5300mW SOC 2325mW/2295mW CV 1705mW/1660mW VDDRQ 1085mW/1055mW SYS5V 3571mW/3561mW
01-23-2025 11:55:41 RAM 13207/30991MB (lfb 2912x4MB) SWAP 0/15495MB (cached 0MB) CPU [46%@2257,53%@2258,46%@2256,83%@2256,28%@2257,46%@2256,25%@2255,38%@2256] EMC_FREQ 17%@1600 GR3D_FREQ 9%@[905] VIC_FREQ 115 NVDLA0_FREQ @1395 CVNAS_FREQ @1356 APE 150 AUX@49C CPU@52C thermal@49.75C Tboard@49C AO@48.5C GPU@48.5C Tdiode@53.75C PMIC@50C GPU 1395mW/1289mW CPU 5735mW/5319mW SOC 2324mW/2296mW CV 1705mW/1662mW VDDRQ 1085mW/1056mW SYS5V 3571mW/3561mW
01-23-2025 11:55:41 RAM 13207/30991MB (lfb 2912x4MB) SWAP 0/15495MB (cached 0MB) CPU [75%@2257,30%@2258,27%@2256,46%@2257,8%@2257,16%@2253,16%@2258,16%@2257] EMC_FREQ 17%@1600 GR3D_FREQ 5%@[905] VIC_FREQ 115 NVDLA0_FREQ @1395 CVNAS_FREQ @1356 APE 150 AUX@49C CPU@51.5C thermal@49.75C Tboard@49C AO@48.5C GPU@48.5C Tdiode@53.75C PMIC@50C GPU 1550mW/1300mW CPU 5425mW/5324mW SOC 2325mW/2298mW CV 1705mW/1664mW VDDRQ 1085mW/1058mW SYS5V 3571mW/3562mW
01-23-2025 11:55:41 RAM 13210/30991MB (lfb 2912x4MB) SWAP 0/15495MB (cached 0MB) CPU [66%@2257,46%@2257,41%@2257,58%@2256,8%@2255,16%@2256,16%@2258,0%@2257] EMC_FREQ 17%@1600 GR3D_FREQ 17%@[905] VIC_FREQ 115 NVDLA0_FREQ @1395 CVNAS_FREQ @1356 APE 150 AUX@49C CPU@51.5C thermal@49.75C Tboard@49C AO@48.5C GPU@49C Tdiode@53.75C PMIC@50C GPU 1550mW/1311mW CPU 5270mW/5322mW SOC 2325mW/2299mW CV 1705mW/1666mW VDDRQ 1085mW/1059mW SYS5V 3571mW/3562mW
01-23-2025 11:55:41 RAM 13209/30991MB (lfb 2912x4MB) SWAP 0/15495MB (cached 0MB) CPU [70%@2256,42%@2256,33%@2257,50%@2257,0%@2257,16%@2257,16%@2257,16%@2257] EMC_FREQ 17%@1600 GR3D_FREQ 2%@[905] VIC_FREQ 115 NVDLA0_FREQ @1395 CVNAS_FREQ @1356 APE 150 AUX@49C CPU@52C thermal@49.75C Tboard@49C AO@48.5C GPU@48.5C Tdiode@53.75C PMIC@50C GPU 1395mW/1314mW CPU 5270mW/5320mW SOC 2325mW/2300mW CV 1705mW/1667mW VDDRQ 1085mW/1060mW SYS5V 3571mW/3563mW
01-23-2025 11:55:42 RAM 13209/30991MB (lfb 2912x4MB) SWAP 0/15495MB (cached 0MB) CPU [41%@2258,50%@2256,58%@2258,50%@2258,23%@2258,23%@2256,8%@2257,16%@2251] EMC_FREQ 17%@1600 GR3D_FREQ 3%@[905] VIC_FREQ 115 NVDLA0_FREQ @1395 CVNAS_FREQ @1356 APE 150 AUX@49C CPU@51.5C thermal@49.4C Tboard@49C AO@48.5C GPU@49C Tdiode@53.75C PMIC@50C GPU 1550mW/1323mW CPU 5115mW/5312mW SOC 2325mW/2301mW CV 1705mW/1669mW VDDRQ 1085mW/1061mW SYS5V 3571mW/3563mW
01-23-2025 11:55:42 RAM 13209/30991MB (lfb 2912x4MB) SWAP 0/15495MB (cached 0MB) CPU [53%@2257,36%@2257,53%@2254,66%@2257,23%@2253,8%@2258,8%@2258,16%@2257] EMC_FREQ 17%@1600 GR3D_FREQ 17%@[905] VIC_FREQ 115 NVDLA0_FREQ @1395 CVNAS_FREQ @1356 APE 150 AUX@48.5C CPU@51.5C thermal@49.4C Tboard@49C AO@48.5C GPU@48.5C Tdiode@53.75C PMIC@50C GPU 1395mW/1326mW CPU 5115mW/5304mW SOC 2325mW/2302mW CV 1705mW/1670mW VDDRQ 1085mW/1062mW SYS5V 3571mW/3563mW
01-23-2025 11:55:42 RAM 13211/30991MB (lfb 2912x4MB) SWAP 0/15495MB (cached 0MB) CPU [69%@2258,38%@2257,58%@2257,46%@2254,25%@2255,18%@2257,30%@2257,38%@2255] EMC_FREQ 17%@1600 GR3D_FREQ 21%@[905] VIC_FREQ 115 NVDLA0_FREQ @1395 CVNAS_FREQ @1356 APE 150 AUX@49C CPU@52C thermal@49.4C Tboard@49C AO@48.5C GPU@48.5C Tdiode@53.75C PMIC@50C GPU 1550mW/1334mW CPU 5425mW/5309mW SOC 2325mW/2302mW CV 1705mW/1671mW VDDRQ 1085mW/1062mW SYS5V 3571mW/3563mW
01-23-2025 11:55:42 RAM 13210/30991MB (lfb 2912x4MB) SWAP 0/15495MB (cached 0MB) CPU [75%@2258,45%@2257,50%@2257,46%@2257,15%@2257,8%@2256,0%@2258,23%@2257] EMC_FREQ 17%@1600 GR3D_FREQ 4%@[905] VIC_FREQ 115 NVDLA0_FREQ @1395 CVNAS_FREQ @1356 APE 150 AUX@49C CPU@51.5C thermal@49.4C Tboard@49C AO@48.5C GPU@49C Tdiode@53.75C PMIC@50C GPU 1395mW/1336mW CPU 5270mW/5307mW SOC 2325mW/2303mW CV 1705mW/1673mW VDDRQ 1085mW/1063mW SYS5V 3571mW/3564mW
01-23-2025 11:55:42 RAM 13210/30991MB (lfb 2912x4MB) SWAP 0/15495MB (cached 0MB) CPU [72%@2257,61%@2255,46%@2257,54%@2258,0%@2261,9%@2256,8%@2254,23%@2257] EMC_FREQ 17%@1600 GR3D_FREQ 32%@[905] VIC_FREQ 115 NVDLA0_FREQ @1395 CVNAS_FREQ @1356 APE 150 AUX@48.5C CPU@51.5C thermal@49.4C Tboard@49C AO@48.5C GPU@49C Tdiode@53.75C PMIC@50C GPU 1395mW/1338mW CPU 5115mW/5301mW SOC 2325mW/2304mW CV 1705mW/1674mW VDDRQ 1085mW/1064mW SYS5V 3571mW/3564mW
01-23-2025 11:55:42 RAM 13212/30991MB (lfb 2912x4MB) SWAP 0/15495MB (cached 0MB) CPU [75%@2257,61%@2255,27%@2258,41%@2259,8%@2256,0%@2257,9%@2254,16%@2257] EMC_FREQ 17%@1600 GR3D_FREQ 26%@[905] VIC_FREQ 115 NVDLA0_FREQ @1395 CVNAS_FREQ @1356 APE 150 AUX@48.5C CPU@51.5C thermal@49.4C Tboard@49C AO@48.5C GPU@49C Tdiode@53.75C PMIC@50C GPU 1395mW/1340mW CPU 5115mW/5295mW SOC 2325mW/2305mW CV 1705mW/1675mW VDDRQ 1085mW/1064mW SYS5V 3571mW/3564mW
01-23-2025 11:55:42 RAM 13212/30991MB (lfb 2912x4MB) SWAP 0/15495MB (cached 0MB) CPU [54%@2258,36%@2258,50%@2256,54%@2257,16%@2257,9%@2257,16%@2257,25%@2257] EMC_FREQ 17%@1600 GR3D_FREQ 20%@[905] VIC_FREQ 115 NVDLA0_FREQ @1395 CVNAS_FREQ @1356 APE 150 AUX@49C CPU@51.5C thermal@49.4C Tboard@49C AO@48.5C GPU@49C Tdiode@53.75C PMIC@50C GPU 1395mW/1341mW CPU 5115mW/5289mW SOC 2325mW/2305mW CV 1705mW/1676mW VDDRQ 1085mW/1065mW SYS5V 3571mW/3564mW
01-23-2025 11:55:42 RAM 13209/30991MB (lfb 2912x4MB) SWAP 0/15495MB (cached 0MB) CPU [41%@2257,27%@2255,69%@2256,41%@2250,25%@2252,28%@2257,0%@2257,23%@2257] EMC_FREQ 17%@1600 GR3D_FREQ 6%@[905] VIC_FREQ 115 NVDLA0_FREQ @1395 CVNAS_FREQ @1356 APE 150 AUX@48.5C CPU@51.5C thermal@49.4C Tboard@49C AO@48.5C GPU@49C Tdiode@53.75C PMIC@50C GPU 1550mW/1348mW CPU 4960mW/5279mW SOC 2325mW/2306mW CV 1705mW/1676mW VDDRQ 1085mW/1066mW SYS5V 3571mW/3564mW
01-23-2025 11:55:43 RAM 13211/30991MB (lfb 2912x4MB) SWAP 0/15495MB (cached 0MB) CPU [66%@2257,50%@2260,41%@2257,50%@2257,18%@2257,33%@2256,23%@2257,21%@2259] EMC_FREQ 17%@1600 GR3D_FREQ 18%@[905] VIC_FREQ 115 NVDLA0_FREQ @1395 CVNAS_FREQ @1356 APE 150 AUX@48.5C CPU@51.5C thermal@49.4C Tboard@49C AO@48.5C GPU@49C Tdiode@53.75C PMIC@50C GPU 1395mW/1349mW CPU 4960mW/5270mW SOC 2325mW/2306mW CV 1705mW/1677mW VDDRQ 1085mW/1066mW SYS5V 3571mW/3565mW
01-23-2025 11:55:43 RAM 13213/30991MB (lfb 2912x4MB) SWAP 0/15495MB (cached 0MB) CPU [53%@2258,45%@2258,69%@2257,50%@2257,21%@2256,16%@2253,16%@2256,8%@2256] EMC_FREQ 17%@1600 GR3D_FREQ 31%@[905] VIC_FREQ 115 NVDLA0_FREQ @1395 CVNAS_FREQ @1356 APE 150 AUX@49C CPU@51.5C thermal@49.75C Tboard@49C AO@48.5C GPU@48.5C Tdiode@53.75C PMIC@50C GPU 1395mW/1350mW CPU 4960mW/5261mW SOC 2325mW/2307mW CV 1705mW/1678mW VDDRQ 1085mW/1067mW SYS5V 3571mW/3565mW
01-23-2025 11:55:43 RAM 13213/30991MB (lfb 2912x4MB) SWAP 0/15495MB (cached 0MB) CPU [75%@2258,50%@2256,42%@2255,46%@2259,16%@2258,25%@2256,33%@2259,38%@2260] EMC_FREQ 17%@1600 GR3D_FREQ 25%@[828] VIC_FREQ 115 NVDLA0_FREQ @1395 CVNAS_FREQ @1356 APE 150 AUX@48.5C CPU@52C thermal@49.75C Tboard@49C AO@48.5C GPU@49C Tdiode@53.75C PMIC@50C GPU 1550mW/1356mW CPU 5115mW/5257mW SOC 2325mW/2307mW CV 1705mW/1679mW VDDRQ 1085mW/1067mW SYS5V 3571mW/3565mW
01-23-2025 11:55:43 RAM 13211/30991MB (lfb 2912x4MB) SWAP 0/15495MB (cached 0MB) CPU [75%@2257,50%@2257,41%@2257,45%@2258,9%@2256,16%@2256,8%@2258,9%@2257] EMC_FREQ 18%@1600 GR3D_FREQ 8%@[828] VIC_FREQ 115 NVDLA0_FREQ @1395 CVNAS_FREQ @1356 APE 150 AUX@48.5C CPU@51.5C thermal@49.75C Tboard@49C AO@48.5C GPU@48.5C Tdiode@53.75C PMIC@50C GPU 1395mW/1357mW CPU 5115mW/5253mW SOC 2325mW/2308mW CV 1705mW/1679mW VDDRQ 1085mW/1068mW SYS5V 3571mW/3565mW
01-23-2025 11:55:43 RAM 13213/30991MB (lfb 2912x4MB) SWAP 0/15495MB (cached 0MB) CPU [75%@2257,41%@2257,36%@2258,46%@2257,30%@2257,9%@2256,35%@2260,16%@2257] EMC_FREQ 17%@1600 GR3D_FREQ 11%@[828] VIC_FREQ 115 NVDLA0_FREQ @1395 CVNAS_FREQ @1356 APE 150 AUX@49C CPU@51.5C thermal@49.75C Tboard@49C AO@48.5C GPU@49C Tdiode@53.75C PMIC@50C GPU 1395mW/1358mW CPU 5270mW/5253mW SOC 2325mW/2308mW CV 1705mW/1680mW VDDRQ 1085mW/1068mW SYS5V 3571mW/3565mW
01-23-2025 11:55:43 RAM 13214/30991MB (lfb 2912x4MB) SWAP 0/15495MB (cached 0MB) CPU [54%@2258,85%@2259,58%@2253,36%@2255,18%@2257,25%@2258,16%@2258,30%@2257] EMC_FREQ 18%@1600 GR3D_FREQ 15%@[828] VIC_FREQ 115 NVDLA0_FREQ @1395 CVNAS_FREQ @1356 APE 150 AUX@49C CPU@52C thermal@49.75C Tboard@49C AO@48.5C GPU@48.5C Tdiode@53.75C PMIC@50C GPU 1395mW/1359mW CPU 5425mW/5258mW SOC 2325mW/2309mW CV 1705mW/1681mW VDDRQ 1085mW/1069mW SYS5V 3571mW/3565mW
01-23-2025 11:55:43 RAM 13212/30991MB (lfb 2912x4MB) SWAP 0/15495MB (cached 0MB) CPU [50%@2261,84%@2262,30%@2257,50%@2257,26%@2257,0%@2259,8%@2257,21%@2257] EMC_FREQ 18%@1600 GR3D_FREQ 10%@[828] VIC_FREQ 115 NVDLA0_FREQ @1395 CVNAS_FREQ @1356 APE 150 AUX@48.5C CPU@51.5C thermal@49.75C Tboard@49C AO@48.5C GPU@49C Tdiode@53.75C PMIC@50C GPU 1395mW/1360mW CPU 5270mW/5258mW SOC 2325mW/2309mW CV 1705mW/1681mW VDDRQ 1085mW/1069mW SYS5V 3571mW/3566mW
01-23-2025 11:55:43 RAM 13211/30991MB (lfb 2912x4MB) SWAP 0/15495MB (cached 0MB) CPU [69%@2260,58%@2257,38%@2256,50%@2258,9%@2257,7%@2257,9%@2258,8%@2256] EMC_FREQ 18%@1600 GR3D_FREQ 6%@[828] VIC_FREQ 115 NVDLA0_FREQ @1395 CVNAS_FREQ @1356 APE 150 AUX@49C CPU@51.5C thermal@49.75C Tboard@49C AO@48.5C GPU@49C Tdiode@53.75C PMIC@50C GPU 1395mW/1360mW CPU 5115mW/5255mW SOC 2325mW/2309mW CV 1705mW/1682mW VDDRQ 1085mW/1069mW SYS5V 3571mW/3566mW
01-23-2025 11:55:44 RAM 13211/30991MB (lfb 2912x4MB) SWAP 0/15495MB (cached 0MB) CPU [50%@2259,84%@2259,54%@2254,36%@2255,41%@2257,28%@2257,8%@2258,9%@2258] EMC_FREQ 18%@1600 GR3D_FREQ 14%@[828] VIC_FREQ 115 NVDLA0_FREQ @1395 CVNAS_FREQ @1356 APE 150 AUX@48.5C CPU@51.5C thermal@49.75C Tboard@49C AO@48.5C GPU@48.5C Tdiode@53.75C PMIC@50C GPU 1395mW/1361mW CPU 5270mW/5255mW SOC 2325mW/2310mW CV 1705mW/1682mW VDDRQ 1085mW/1070mW SYS5V 3571mW/3566mW
